host,ID,ra,dec,morph,re,zspec,tile,x,y,bands,n_bands,cutout,class_label,lens,lsb
PGC53511,145632+550147,224.1344,55.0298,dE,7.89,0.002776087261736393,"(257, 290)",3872.780386833653,5578.311235997663,ugri,4,1,2.0,,1.0
,1003482+245818,150.95084,24.97177,UDG,8.2,,"(274, 230)",8723.145041708125,4455.838839780545,u,1,1,2.0,,1.0
,0043585+265522,10.99367,26.9229,UDG,7.2,,"(20, 234)",8967.054556905212,3509.4799137900277,ur,2,1,,,
,0025579+071618,6.49127,7.2718,UDG,6.1,,"(13, 195)",6246.01772477342,577.7863110070884,u,1,1,,,
,1428412+231033,217.17166,23.17576,UDG,5.46,,"(400, 226)",6788.923526833207,8406.674287970778,u,1,1,,,
NGC3610,MATLAS-884,168.979,58.3302,dE  ,8.33,,"(177, 297)",9064.23577840665,1721.5002663663781,giz,3,1,2.0,,1.0
NGC3619,MATLAS-902,169.3563,58.2427,dE  ,5.2,,"(177, 297)",5225.981170022921,13.796271163288111,giz,3,1,2.0,,1.0
NGC3610,MATLAS-917,169.572,58.3062,dIN ,0.0,0.006642338819801807,"(177, 297)",3029.4545732759825,1247.1744198800152,giz,3,1,2.0,,1.0
PGC34566,111803+584449,169.5149,58.7471,dE,5.18,0.006171936634927988,"(177, 297)",3628.1592647933094,9789.968048469262,giz,3,1,2.0,,1.0
,1118111+583844,169.54634,58.64564,UDG,8.25,,"(177, 297)",3307.1424986594325,7824.476323246856,giz,3,1,2.0,,1.0
,0901492+595532,135.45487,59.92558,UDG,5.71,,"(135, 300)",582.6413861666797,3572.990862182616,giz,3,1,2.0,,1.0
,1221327+371323,185.38632,37.22295,UDG,6.42,,"(296, 254)",3916.0619371040516,9320.9636965851,ugri,4,1,,,
,1404245+291027,211.10215,29.17409,UDG,8.29,,"(369, 238)",2405.6420498689386,8375.38630606575,uri,3,1,,,
,1142081+255857,175.53373,25.9826,UDG,5.59,,"(316, 232)",9483.593070230188,4667.21781089067,u,1,1,,,
PGC20395,071111+471134,107.796,47.1928,dE,4.16,,"(147, 274)",4677.6313978650305,8736.328828587997,i,1,1,,,
NGC5866,MATLAS-1980,225.9495,56.2564,dE  ,3.4,,"(253, 292)",7899.937354549022,9974.468474601075,ugri,4,1,2.0,,1.0
NGC5866,MATLAS-2018,226.3326,56.1174,dE  ,7.77,,"(253, 292)",3771.5561165538234,7276.105478278625,ugri,4,1,2.0,,1.0
NGC5866,MATLAS-2053,226.5253,55.9577,dE  ,6.3,,"(253, 292)",1675.9708306725338,4187.634619081757,ugri,4,1,2.0,,1.0
PGC53933,150516+554940,226.3169,55.8279,dE,9.68,0.0019451993284747005,"(253, 292)",3933.21771876165,1665.6251833530373,ugri,4,1,2.0,,1.0
,1505306+555200,226.37759,55.86655,UDG,14.91,,"(253, 292)",3274.336988801122,2415.850778593579,ugri,4,1,2.0,,1.0
,1342032+635239,205.51339,63.87755,UDG,5.42,,"(180, 308)",3226.054860180596,2629.9320597380965,ugriz,5,1,,,
NGC4111,MATLAS-1165,181.1703,43.0563,dE  ,3.57,,"(265, 266)",5008.334448506062,6091.03603700454,ugri,4,1,2.0,,1.0
NGC4111,MATLAS-1170,181.2582,42.7957,dE  ,3.8,,"(265, 266)",3758.43127958038,1041.503636312687,ugri,4,1,2.0,,1.0
NGC4111,MATLAS-1180,181.496,42.9026,dI  ,0.0,,"(265, 266)",384.9166975911239,3121.4006767271035,ugri,4,1,2.0,,1.0
,1203355+425106,180.89796,42.85161,UDG,5.42,,"(265, 266)",8877.534423980362,2130.6301400590364,ugri,4,1,,,
PGC23701,081715+245356,124.3164,24.8991,dE,4.83,0.0063613359816372395,"(225, 230)",1723.7821365197124,3046.904084000954,u,1,1,2.0,,1.0
,1654084+720110,253.53503,72.01955,UDG,7.57,,"(157, 324)",7968.9470762644,5391.089608111198,ugriz,5,1,,,
PGC37642,115540+552153,178.9198,55.3648,dE,4.74,,"(203, 291)",8086.182463245839,2386.168409039603,ugiz,4,1,2.0,,1.0
PGC37642,115701+552510,179.2574,55.4196,BC,9.15,0.004031455609947443,"(203, 291)",4368.715717890481,3442.1906274540465,ugiz,4,1,2.0,,1.0
PGC37642,115703+553512,179.2629,55.5869,dE,7.85,0.0025764729361981153,"(203, 291)",4311.155500924796,6684.345152757649,ugiz,4,1,2.0,,1.0
PGC37642,115813+552316,179.557,55.3879,dE,8.03,0.0032324064522981644,"(203, 291)",1070.3286261126195,2837.6911500807764,ugiz,4,1,2.0,,1.0
,1155527+552528,178.96939,55.42456,UDG,7.3,,"(203, 291)",7536.154320325394,3542.2526561526474,ugiz,4,1,2.0,,1.0
,1156094+551555,179.03936,55.26526,UDG,7.14,,"(203, 291)",6773.800042352536,453.00016221933856,ugiz,4,1,2.0,,1.0
,1157165+553237,179.31887,55.54363,UDG,6.39,,"(203, 291)",3696.7304133563425,5846.619054735426,ugiz,4,1,2.0,,1.0
NGC2768,MATLAS-463,137.6315,60.3875,dE  ,5.0,,"(136, 301)",9414.410580213382,2835.3033979804177,giz,3,1,2.0,,1.0
NGC2768,MATLAS-467,137.8062,60.4212,dE  ,2.63,,"(136, 301)",7738.692076243281,3478.8874249281976,giz,3,1,2.0,,1.0
NGC2768,MATLAS-477,138.2034,60.3319,dE  ,4.83,,"(136, 301)",3936.2222604542994,1743.2814131695764,giz,3,1,2.0,,1.0
PGC25915,091300+601502,138.2519,60.2506,dE,13.83,,"(136, 301)",3467.1886815585904,168.70712608587473,giz,3,1,2.0,,1.0
PGC25915,091304+601441,138.2678,60.2449,TS,10.69,0.0037792811635881662,"(136, 301)",3313.999086529969,58.632883829338425,giz,3,1,2.0,,1.0
,0912297+601815,138.12371,60.30414,UDG,7.08,,"(136, 301)",4700.364930010355,1204.4922771903166,giz,3,1,2.0,,1.0
,0243049+002637,40.77035,0.44365,UDG,6.29,,"(82, 181)",9480.525885555227,3908.065043347159,u,1,1,,,
,1110070+463010,167.529,46.50272,UDG,6.24,,"(231, 273)",8500.56790043246,5058.526257061624,ugri,4,1,,,
,1214182+210109,183.57595,21.01913,UDG,6.55,,"(343, 222)",7268.723359606987,5371.610204847853,u,1,1,,,
,1624547+390400,246.22803,39.06644,UDG,6.68,,"(383, 258)",7805.009039030836,6290.41489196627,ugri,4,1,,,
,1625001+390300,246.25035,39.04996,UDG,5.58,,"(383, 258)",7469.753547294773,5970.40153917568,ugri,4,1,,,
PGC20536,071626+564355,109.1123,56.7322,dE,3.87,,"(120, 293)",702.7604627146166,9512.494947040985,ugriz,5,1,2.0,,1.0
,1546579+423550,236.74115,42.59723,UDG,7.83,,"(349, 265)",4150.88454818102,6884.516975796245,ugri,4,1,,,
NGC5457,[MVA2014] DF 4,211.89083,54.71089,UDG,28.0,,"(246, 289)",4120.276396012283,9087.340521854443,ugriz,5,1,2.0,,1.0
NGC5485,MATLAS-1710,211.387,54.4603,dI  ,0.0,,"(246, 289)",9790.173882708395,4245.119968238756,ugriz,5,1,2.0,,1.0
NGC5485,MATLAS-1746,211.978,54.7036,dI  ,0.0,,"(246, 289)",3144.0448709511275,8947.764668667947,ugriz,5,1,2.0,,1.0
NGC5485,MATLAS-1753,212.1577,54.5375,dEN ,4.38,,"(246, 289)",1116.0794987065142,5736.247811679144,ugriz,5,1,2.0,,1.0
PGC50191,140614+544115,211.559,54.6875,dE,5.03,,"(246, 289)",7836.861046062118,8638.684721743659,ugriz,5,1,2.0,,1.0
PGC50191,140727+543725,211.866,54.6236,dE,2.56,0.06837800145149231,"(246, 289)",4396.965054777962,7395.47426018654,ugriz,5,1,2.0,,1.0
,1407417+543519,211.92364,54.58859,UDG,6.92,,"(246, 289)",3749.205733389763,6717.774690245737,ugriz,5,1,2.0,,1.0
,1407464+541525,211.94352,54.25706,UDG,8.19,,"(246, 289)",3513.9891884440467,293.4280105804455,ugriz,5,1,2.0,,1.0
,1408374+541932,212.15601,54.32557,UDG,8.89,,"(246, 289)",1115.019697219676,1629.184388059662,ugriz,5,1,2.0,,1.0
NGC4036,MATLAS-1141,179.941,61.5298,dEN ,0.0,,"(172, 303)",7702.234200414622,5583.556885567442,giz,3,1,2.0,,1.0
NGC4036,MATLAS-1143,180.0308,61.4838,dE  ,5.7,,"(172, 303)",6875.43738516469,4688.975960623862,giz,3,1,2.0,,1.0
PGC38742,121247+290952,183.1993,29.1645,dE,3.17,,"(320, 238)",555.3656159680831,8192.812783257192,uri,3,1,2.0,,1.0
,1212084+290348,183.03496,29.06339,UDG,5.55,,"(320, 238)",3334.7572126729383,6229.127005177789,uri,3,1,,,
,1641116+545714,250.29854,54.95378,UDG,5.53,,"(287, 290)",3732.23055064827,4105.335974020281,ugriz,5,1,,,
,1418194+314502,214.58101,31.75067,UDG,6.56,,"(364, 244)",5485.461134102222,168.27815496057337,ugri,4,1,,,
,1015288+284357,153.86995,28.73242,UDG,7.0,,"(270, 237)",677.4487871899391,9508.696100411067,ui,2,1,,,
,1735240+610338,263.85012,61.06062,UDG,7.71,0.06203899905085564,"(256, 302)",6603.903940963377,6176.848326289646,ugriz,5,1,2.0,,
PGC38302,120435+493224,181.1466,49.5401,dE,4.63,,"(235, 279)",2186.429144634449,5781.276313206703,ugriz,5,1,2.0,,1.0
,1727342+730150,261.89271,73.03051,UDG,8.34,,"(153, 326)",3645.488471793881,5593.959764094804,ugriz,5,1,,,
,1551233+431821,237.84722,43.30586,UDG,6.13,0.04049236327409744,"(345, 267)",4450.24725764707,1237.8818663976826,ugri,4,1,2.0,,
,0838084+470101,129.53516,47.01703,UDG,7.17,,"(177, 274)",8046.050639802146,5334.507023667176,ugriz,5,1,,,
,1219180+240824,184.82499,24.14,UDG,8.68,,"(338, 228)",7980.538017479968,7714.85314502847,u,1,1,,,
,2061,184.8578,0.2126,,10.16,0.0028750000055879354,"(370, 180)",7755.694296961536,9119.999281100256,u,1,1,2.0,,
,1223072+320049,185.7801,32.0137,UDG,7.46,,"(315, 244)",4022.2812858396874,5265.760939555188,ugri,4,1,,,
,1223095+314710,185.78963,31.78598,UDG,10.97,,"(315, 244)",3862.868229978705,852.8557348707354,ugri,4,1,2.0,,1.0
,0741105+341851,115.29392,34.31411,UDG,5.32,,"(190, 249)",4674.894903187564,1397.664281645204,ugr,3,1,,,
NGC2859,MATLAS-505,140.6976,34.8351,dE  ,4.97,,"(231, 250)",9801.580360458163,1811.6252286911395,ugri,4,1,2.0,,1.0
NGC2859,MATLAS-506,140.734,34.7658,dE  ,0.0,,"(231, 250)",9226.152539880477,467.0041860258616,ugri,4,1,2.0,,1.0
NGC2859,MATLAS-510,140.853,34.7881,dE  ,0.0,,"(231, 250)",7331.055526983459,895.2787765720714,ugri,4,1,2.0,,1.0
,1154556+304114,178.73182,30.6873,UDG,10.11,,"(308, 241)",4989.400568468705,8629.692861525295,ugri,4,1,2.0,,1.0
,0907114+252616,136.79768,25.43766,UDG,5.59,,"(247, 231)",5551.1736490060175,3791.9799946450908,u,1,1,2.0,,1.0
,1154198+572139,178.58237,57.36087,UDG,7.03,,"(192, 295)",5929.116515386925,2304.40641966738,giz,3,1,,,
,1336087+494403,204.03629,49.73418,UDG,7.19,,"(265, 279)",4788.423765670412,9538.21478968011,ugri,4,1,,,
,1209362+384106,182.40073,38.68512,UDG,6.07,,"(285, 257)",200.56645619334722,8595.75200309081,ugri,4,1,,,
,1625313+405727,246.38062,40.95762,UDG,5.51,,"(372, 262)",6050.738176962293,4179.1509073499055,ugri,4,1,,,
NGC628,dw0143p1541,25.9012,15.6937,,30.3506945200436,,"(50, 211)",5790.209137814729,8753.798576177534,u,1,1,2.0,,1.0
NGC2950,MATLAS-556,145.5148,59.0431,dEN ,5.16,,"(150, 298)",6051.686745369768,5836.063834014649,griz,4,1,2.0,,1.0
PGC27765,094240+585446,145.6678,58.913,dE,3.07,,"(150, 298)",4524.728800823789,3314.197569033545,griz,4,1,2.0,,1.0
PGC27765,094301+585825,145.7571,58.9736,BC,10.28,0.0044967420399188995,"(150, 298)",3633.5853195220625,4489.793154831177,griz,4,1,2.0,,1.0
,1617204+344143,244.33491,34.69517,UDG,5.34,,"(403, 249)",7652.609319447468,8784.400600709187,ugri,4,1,,,
,0015546+164532,3.97734,16.75875,UDG,6.35,,"(8, 214)",8811.928846256416,326.76781447559824,u,1,1,,,
,1536056+321713,234.02344,32.28683,UDG,5.3,,"(395, 245)",7459.828056484421,870.6888822676228,ugri,4,1,,,
,2359503+145819,359.95974,14.9719,UDG,7.34,,"(0, 210)",5753.711653594596,4455.519487375203,u,1,1,,,
,1305166+292352,196.31902,29.39779,UDG,7.41,,"(342, 239)",7572.688726776407,3020.9532994383953,ugri,4,1,,,
,1336507+761026,204.2113,76.17376,UDG,5.71,,"(99, 332)",6853.344976998444,8373.584069393864,gri,3,1,,,
,1623162+215941,245.81766,21.99476,UDG,6.88,,"(456, 224)",6585.92701842813,4898.911716337987,u,1,1,,,
,1501239+481902,225.34959,48.31711,UDG,5.93,,"(299, 277)",8478.316278349652,1461.8879248279127,ugri,4,1,2.0,,1.0
,1503591+482240,225.99644,48.3778,UDG,5.78,,"(299, 277)",147.99835670343236,2643.818265343641,ugri,4,1,,,
,1332593+314825,203.24704,31.80686,UDG,5.93,,"(345, 244)",7655.361930135201,1259.1019740799343,ugri,4,1,,,
,1234331+184737,188.63807,18.79367,UDG,12.92,,"(357, 218)",7700.916205994568,1002.6390424801457,u,1,1,2.0,,1.0
,1514247+725953,228.60278,72.99799,UDG,5.74,,"(134, 326)",8159.397006315004,4975.749058195722,ugriz,5,1,,,
PGC40228,122254+475542,185.7286,47.9285,dE,3.6,0.036403000354766846,"(249, 276)",9333.50825691224,3623.771858784265,gri,3,1,2.0,,1.0
,0000017+325141,0.00704,32.86149,UDG,5.82,,"(0, 246)",4885.402304662713,2315.818328437678,ugr,3,1,,,
,1134248+461006,173.60339,46.16841,UDG,5.31,,"(241, 272)",3163.673799354844,8265.20241316861,ugi,3,1,,,
,0843076+232954,130.78158,23.4984,UDG,7.24,,"(240, 227)",6268.069026190526,4969.308484523063,u,1,1,,,
,0819238+212242,124.84913,21.37842,UDG,6.89,,"(232, 223)",1861.391555902243,2645.638573952829,u,1,1,,,
,0913305+780704,138.37699,78.11777,UDG,8.92,,"(58, 336)",9410.098904808985,7323.891793659388,gri,3,1,2.0,,1.0
,2205000+023200,331.24993,2.53325,UDG,5.39,,"(662, 185)",6266.3165806830475,5644.3825632630105,ur,2,1,,,
,1105148+300606,166.3118,30.10173,UDG,7.62,,"(288, 240)",4414.508241755106,6971.513539860655,ugri,4,1,,,
,1057258+442134,164.35746,44.35932,UDG,7.19,,"(234, 269)",570.2982849829505,2282.402675898615,ugri,4,1,,,
,1052300+190453,163.12486,19.08144,UDG,7.6,,"(308, 218)",398.0722379745748,6581.522760789171,u,1,1,,,
,1052315+190823,163.13145,19.13972,UDG,6.71,,"(308, 218)",279.0345356425087,7711.1173752285085,u,1,1,,,
,1203449+252436,180.9371,25.41005,UDG,9.93,,"(327, 231)",8662.200859890621,3259.7298413687313,u,1,1,,,
,2359512+055203,359.96321,5.86763,UDG,9.62,,"(716, 192)",5168.75670678022,2434.803328359824,u,1,1,,,
PGC35616,113352+523927,173.4705,52.6577,dE,3.47,,"(211, 285)",3027.549429159303,8058.3665782078315,ugiz,4,1,2.0,,1.0
,1134184+522341,173.57682,52.3947,UDG,7.78,,"(211, 285)",1758.42767286554,2965.536051807077,ugiz,4,1,2.0,,1.0
,1134365+523621,173.65198,52.60575,UDG,6.41,,"(211, 285)",889.4079482585448,7059.281946143656,ugiz,4,1,2.0,,1.0
,0157000+055928,29.24991,5.99111,UDG,5.8,,"(58, 192)",3262.143606172473,4827.86374147131,u,1,1,,,
,1036544+503716,159.22676,50.62099,UDG,5.46,,"(203, 281)",9239.425749364342,7354.52474752054,ugriz,5,1,,,
,1514469+692706,228.69551,69.45178,UDG,7.07,,"(160, 319)",3235.3519800195086,4069.287116360415,ugriz,5,1,,,
PGC39724,121651+290317,184.2142,29.0547,BC,8.6,0.0036741539370268583,"(322, 238)",2726.6986866049137,6061.322521227668,uri,3,1,2.0,,1.0
PGC39492,121702+285511,184.2586,28.9198,dE,5.1,,"(322, 238)",1970.5971532259418,3448.089313733241,uri,3,1,2.0,,1.0
PGC39492,121703+284537,184.2642,28.7603,dE,2.86,,"(322, 238)",1870.7897117665689,357.25544535165864,uri,3,1,2.0,,1.0
PGC39492,121703+285451,184.2642,28.9144,dE,9.05,,"(322, 238)",1875.4441389991453,3343.5878331068207,uri,3,1,2.0,,1.0
,1358121+354304,209.5503,35.71766,UDG,7.58,,"(341, 251)",3103.085986926796,9219.210636584963,ugri,4,1,,,
PGC27777,094313+315733,145.8063,31.9593,dE,2.05,,"(247, 244)",2077.219745653418,4213.676044298858,ugri,4,1,2.0,,1.0
PGC27777,094319+314926,145.8295,31.8241,BC,5.5,0.004900054074823856,"(247, 244)",1690.9025398168978,1594.289798996495,ugri,4,1,2.0,,1.0
PGC27777,094331+315836,145.8794,31.9769,BC,5.86,0.005437773186713457,"(247, 244)",876.1211921552931,4557.1270074853555,ugri,4,1,2.0,,1.0
PGC27777,094332+315803,145.8857,31.9677,dE,5.47,0.004844953306019306,"(247, 244)",772.1338233366641,4379.082862027961,ugri,4,1,2.0,,1.0
NGC0680,MATLAS-122,26.9508,22.1426,dI  ,0.0,,"(50, 224)",5225.603196953243,7763.455256872743,u,1,1,2.0,,1.0
NGC0680,MATLAS-125,27.2088,22.1143,dEN ,10.39,,"(50, 224)",593.6549162462934,7218.571293767449,u,1,1,2.0,,1.0
PGC6848,014647+221241,26.6989,22.2115,dE,7.29,,"(50, 224)",9744.874205351642,9102.80917238364,u,1,1,2.0,,1.0
PGC6848,014726+221023,26.8609,22.1732,dE,3.26,,"(50, 224)",6838.893985183344,8357.067331521428,u,1,1,2.0,,1.0
PGC6848,014845+220630,27.1896,22.1084,dE,4.79,,"(50, 224)",938.1953036168052,7103.7002070760445,u,1,1,2.0,,1.0
,1307075+513302,196.78146,51.55064,UDG,5.44,,"(245, 283)",5012.793927844737,5981.351070422096,griz,4,1,,,
,0003193+173804,0.83027,17.63454,UDG,5.86,,"(688, 215)",2483.6639371078304,7608.15696913515,u,1,1,,,
,1121537+234637,170.47382,23.77699,UDG,5.91,,"(311, 228)",426.6931328488954,682.4249611545729,u,1,1,,,
,1403450+535638,210.93756,53.94377,UDG,11.66,,"(248, 288)",5271.92573573474,3910.3662572234884,ugriz,5,1,2.0,,1.0
,2304444+022343,346.18517,2.39525,UDG,6.36,,"(692, 185)",7797.031692754614,2970.1986544526653,u,1,1,,,
,1248525+315813,192.21863,31.9702,UDG,17.5,,"(326, 244)",4793.6784437463075,4422.518793940749,ugri,4,1,2.0,,1.0
NGC2549,MATLAS-360,125.077,58.327,dE  ,0.0,,"(131, 297)",7871.447421721088,1653.4472194252844,ugriz,5,1,2.0,,1.0
,0143028+040947,25.76151,4.16312,UDG,7.03,,"(51, 188)",1149.061113993997,8161.591183099492,u,1,1,,,
,0846438+730048,131.6824,73.01333,UDG,6.19,,"(77, 326)",4995.976697025327,5258.321614719518,griz,4,1,,,
,0849319+730805,132.38308,73.13485,UDG,8.69,,"(77, 326)",1056.6843863033064,7636.356539696859,griz,4,1,,,
,0125201+015623,21.33378,1.93983,UDG,6.54,,"(43, 184)",8473.158315182982,3834.151305739771,u,1,1,,,
,0125300+015847,21.37494,1.97972,UDG,5.82,,"(43, 184)",7675.905635455996,4607.106057778457,u,1,1,,,
,0125546+020327,21.4774,2.05739,UDG,7.07,,"(43, 184)",5691.484218568446,6112.166834039961,u,1,1,,,
,0126010+015107,21.5041,1.85198,UDG,6.85,,"(43, 184)",5174.420918805802,2131.5198537051783,u,1,1,,,
,1120459+332537,170.19138,33.42686,UDG,7.21,,"(284, 247)",6548.159498343641,3583.3342278093537,ugri,4,1,,,
,1531224+563233,232.84341,56.54263,UDG,6.26,,"(257, 293)",4711.776142655218,5826.181985597576,ugri,4,1,,,
,1531434+562721,232.93081,56.45576,UDG,5.88,,"(257, 293)",3775.197201636789,4143.693390567171,ugri,4,1,,,
,1532396+563056,233.1652,56.51549,UDG,8.28,,"(257, 293)",1271.1223214611214,5309.645727818012,ugri,4,1,,,
,1504561+403528,226.23388,40.59119,UDG,7.87,,"(344, 261)",4427.317721977919,6767.295736724798,ugri,4,1,,,
NGC4278,MATLAS-1273,184.5467,28.8859,dE  ,2.47,,"(323, 238)",6781.328203597352,2789.6456595377535,uri,3,1,2.0,,1.0
NGC4251,MATLAS-1275,184.5524,28.7924,dE  ,3.97,,"(323, 238)",6686.1329628408275,977.6131403787763,uri,3,1,2.0,,1.0
NGC4251,MATLAS-1276,184.561,28.7806,dE  ,0.0,,"(323, 238)",6540.2520868309,748.8214229740497,uri,3,1,2.0,,1.0
NGC4278,MATLAS-1299,184.775,28.857,dI  ,0.0,,"(323, 238)",2906.9612696318895,2229.8895192218224,uri,3,1,2.0,,1.0
NGC4278,MATLAS-1313,184.934,28.912,dE  ,0.0,,"(323, 238)",210.82950879232703,3300.3542977654843,uri,3,1,2.0,,1.0
PGC39492,121746+284901,184.4446,28.8171,dE,6.0,,"(323, 238)",8516.099048517812,1458.638267121827,uri,3,1,2.0,,1.0
PGC39724,121935+290500,184.8978,29.0835,dE,7.91,0.003123160684481263,"(323, 238)",831.8436099503124,6622.496195661184,uri,3,1,2.0,,1.0
,1218288+285031,184.62006,28.84195,UDG,6.42,,"(323, 238)",5536.787258518692,1937.2184743087882,uri,3,1,2.0,,1.0
,1218381+290033,184.6589,29.00919,UDG,7.12,,"(323, 238)",4877.670729186377,5178.096414730549,uri,3,1,2.0,,1.0
,1218390+285050,184.66232,28.84733,UDG,7.84,,"(323, 238)",4819.427191679833,2041.4146969579515,uri,3,1,2.0,,1.0
,1219031+285404,184.76312,28.90124,UDG,7.53,,"(323, 238)",3109.4055721854575,3087.020231947914,uri,3,1,2.0,,1.0
PGC36914,114649+270937,176.708,27.1605,dE,4.05,0.0063605718314647675,"(315, 234)",6006.638109047852,8110.565926225467,u,1,1,2.0,,1.0
,1626375+495619,246.65631,49.93857,UDG,6.35,,"(317, 280)",4075.9961203928406,3810.00700261171,ugriz,5,1,,,
,0847348+740948,131.89499,74.16338,UDG,12.6,,"(73, 328)",7778.401979041093,8178.398682566007,griz,4,1,,,
,0851384+741057,132.91005,74.18247,UDG,5.5,,"(73, 328)",2413.4044582312436,8546.726303835725,griz,4,1,,,
,1139401+193518,174.91708,19.58838,UDG,8.31,,"(330, 219)",7244.853902722164,6713.521714812635,u,1,1,,,
,1256107+255614,194.04455,25.93728,UDG,5.86,,"(349, 232)",6820.924143022021,3785.2771413165947,u,1,1,,,
,1214077+384027,183.53223,38.67424,UDG,6.32,,"(287, 257)",2412.97229061631,8379.0133544006,ugri,4,1,,,
,1631161+593710,247.817,59.61955,UDG,6.38,,"(252, 299)",9313.249332933905,7331.049227083135,ugriz,5,1,,,
,0929000+250258,142.25004,25.04947,UDG,7.58,,"(258, 230)",6504.772818845009,5959.154123735709,u,1,1,,,
NGC0502,MATLAS-69,21.0565,8.5232,dE  ,2.99,,"(42, 197)",8387.005509330636,5450.366173012999,u,1,1,2.0,,1.0
NGC0502,MATLAS-78,21.1104,8.7518,dE  ,6.07,,"(42, 197)",7352.604444869672,9880.038169964668,u,1,1,2.0,,1.0
NGC0502,MATLAS-81,21.1349,8.563,dI  ,4.08,,"(42, 197)",6884.269756279691,6221.115950006462,u,1,1,2.0,,1.0
,1246237+462719,191.59855,46.45541,UDG,7.85,,"(264, 273)",7177.295183943194,4138.137910815107,ugri,4,1,,,
PGC26649,091941+330158,139.9232,33.0328,dE,5.8,,"(235, 246)",7916.0437175826,5638.119887631054,ugri,4,1,2.0,,1.0
PGC26649,092001+331025,140.0064,33.1737,dE,5.75,,"(235, 246)",6561.829238762904,8366.854399628228,ugri,4,1,2.0,,1.0
,1720180+564523,260.07506,56.75649,UDG,5.68,,"(287, 293)",4132.986840260708,9971.060041287667,ugriz,5,1,,,
,0103422+211519,15.92603,21.25534,UDG,7.36,,"(30, 222)",7549.204112211326,9949.395658518035,u,1,1,,,
,1135394+203111,173.91431,20.51983,UDG,5.83,,"(326, 221)",6924.132525070618,5384.908862206198,u,1,1,,,
,1136343+203624,174.14311,20.60679,UDG,5.39,,"(326, 221)",2772.812812316264,7070.321835021356,u,1,1,,,
,1254587+270648,193.74476,27.1132,UDG,6.01,,"(345, 234)",2524.9832371428806,7195.1139427085145,u,1,1,,,
,1255210+265605,193.83763,26.9347,UDG,5.45,,"(345, 234)",916.5406861201845,3738.368288158731,u,1,1,,,
,1406378+555018,211.65741,55.83847,UDG,6.49,,"(237, 292)",7776.514923192552,1874.8232470252042,ugriz,5,1,,,
,1646207+604127,251.58606,60.69084,UDG,6.78,,"(248, 301)",7178.791620028527,8702.103040781409,ugriz,5,1,,,
,1648521+604129,252.21698,60.69142,UDG,12.31,,"(248, 301)",1193.6609777681888,8721.157137446957,ugriz,5,1,,,
,1121141+425239,170.30861,42.87743,UDG,6.44,,"(249, 266)",3915.8684803191727,2625.2082387651453,ugri,4,1,,,
,1204011+572232,181.00474,57.37562,UDG,6.09,,"(195, 295)",9787.820318966693,2605.766821078959,giz,3,1,,,
,1058394+552019,164.66426,55.33871,UDG,7.8,,"(187, 291)",9536.440548521017,1887.7615849378712,ugiz,4,1,,,
,0845173+691744,131.32213,69.29553,UDG,9.43,,"(92, 319)",5196.045310360096,1037.6122616542339,griz,4,1,,,
,1003252+300420,150.85505,30.07228,UDG,7.95,,"(261, 240)",2205.539109393565,6402.74841960693,ugri,4,1,,,
,0933132+275813,143.30487,27.97024,UDG,5.47,,"(253, 236)",4405.095080260548,4423.366621677448,ui,2,1,,,
,1315,197.9549,21.589,,2.61,0.008761093020439148,"(368, 223)",1500.0311879326687,6726.911971511727,u,1,1,2.0,,
PGC71133,231912+171134,349.8022,17.1928,dE,7.67,,"(669, 214)",4661.07170393657,8736.29431028158,u,1,1,2.0,,1.0
,1435343+275953,218.89305,27.99793,UDG,5.53,,"(387, 236)",9436.11323055291,4964.597024943449,ui,2,1,,,
PGC34030,111156+554757,167.9858,55.7993,dE,3.6,,"(188, 292)",6237.592851029098,1111.6409414306509,ugiz,4,1,2.0,,1.0
,1241530+185933,190.47103,18.99239,UDG,5.59,,"(360, 218)",3180.289110534493,4853.039307952025,u,1,1,,,
,1040,190.3559,19.2215,,7.65,0.001616811379790306,"(360, 218)",5289.534521635122,9292.475006597782,u,1,1,2.0,,1.0
,1537077+730942,234.28215,73.16177,UDG,5.44,,"(137, 326)",5048.545629794167,8134.946795512194,ugriz,5,1,,,
NGC0770,MATLAS-144,29.8322,18.7472,dE  ,2.69,,"(57, 217)",9052.482610108596,9793.019527374938,u,1,1,2.0,,1.0
NGC0770,MATLAS-152,30.2469,18.6122,dI  ,3.62,,"(57, 217)",1439.4856026487705,7176.245068420823,u,1,1,2.0,,1.0
PGC7525,015915+182839,29.8146,18.4776,dE,3.95,0.039257001131772995,"(57, 217)",9382.363418858047,4568.801121465275,u,1,1,2.0,,1.0
