ID,RAdeg,DEdeg,gmag,gMag,mu,PRh,ARh,z,Nuc,Class,Env,PGC
023938-072824,39.9103,-7.4736,20.27,-11.25,25.88,0.49,5.28,9.9999,0,ND,2,PGC10175
023939-081343,39.9138,-8.2286,19.44,-12.08,24.93,0.46,5.02,9.9999,0,ND,2,PGC10175
023941+010421,39.9218,1.0727,21.54,-11.54,25.69,0.5,2.7,9.9999,0,ND,2,PGC10060
023947+011235,39.9468,1.2098,20.35,-12.72,26.5,1.27,6.77,9.9999,0,ND,2,PGC10060
024004-082646,40.0194,-8.4462,19.66,-11.85,26.9,1.04,11.16,9.9999,1,ND,2,PGC10175
024007-081344,40.0294,-8.229,17.31,-14.21,24.4,0.97,10.45,9.9999,1,ND,2,PGC10175
024008-075650,40.0341,-7.9473,18.97,-12.54,25.14,0.63,6.83,9.9999,0,ND,2,PGC10175
024019-075905,40.0819,-7.9848,18.92,-12.6,24.42,0.46,5.01,9.9999,0,ND,2,PGC10175
024028-081437,40.1202,-8.2436,20.13,-11.39,26.39,0.66,7.14,9.9999,0,ND,2,PGC10175
024032-080851,40.1372,-8.1477,13.93,-17.59,21.76,1.38,14.75,0.0045,1,BC,2,PGC10175
024109-081748,40.2895,-8.2968,19.35,-12.17,25.22,0.55,5.97,9.9999,0,ND,2,PGC10175
024115-072936,40.3126,-7.4934,20.54,-10.97,25.72,0.4,4.33,9.9999,0,ND,2,PGC10175
024117-075356,40.322,-7.8991,17.21,-14.31,24.21,0.93,10.02,9.9999,1,ND,2,PGC10175
024132-081745,40.387,-8.2959,20.45,-11.07,24.92,0.29,3.13,9.9999,0,ND,2,PGC10175
024135-081024,40.3961,-8.1735,15.54,-15.97,21.96,0.71,7.67,0.0051,1,ND,2,PGC10175
024146-082411,40.4451,-8.4032,16.66,-14.85,25.04,1.76,18.87,9.9999,1,UD,2,PGC10175
024200+000052,40.5016,0.0145,16.41,-13.72,21.98,0.25,5.18,0.0037,1,BC,2,PGC10266
024224-092653,40.6032,-9.4483,19.75,-11.77,25.03,0.42,4.54,9.9999,0,ND,2,PGC10175
024238-093041,40.6588,-9.5116,19.45,-12.07,26.17,0.82,8.82,9.9999,0,TS,2,PGC10175
024238-300949,40.6597,-30.1636,21.48,-9.62,25.33,0.18,2.36,9.9999,0,ND,2,PGC10488
024247-074620,40.6964,-7.7723,18.83,-12.69,24.8,0.58,6.23,9.9999,0,ND,2,PGC10175
024259-000904,40.7467,-0.1514,19.79,-10.34,26.98,0.53,10.98,9.9999,1,ND,2,PGC10266
024318-300342,40.8256,-30.0618,18.73,-12.37,23.54,0.28,3.66,9.9999,2,ND,2,PGC10488
024321-075032,40.8412,-7.8424,17.93,-13.59,24.89,0.92,9.85,9.9999,1,ND,2,PGC10175
024328-075223,40.8704,-7.8732,20.7,-10.82,25.98,0.42,4.55,9.9999,0,ND,2,PGC10175
024433-001602,41.1411,-0.2672,19.09,-11.04,25.58,0.38,7.96,9.9999,0,ND,2,PGC10266
024528-301709,41.3683,-30.286,19.91,-11.19,25.48,0.4,5.19,9.9999,1,ND,2,PGC10488
024545-320752,41.4388,-32.1313,20.66,-10.44,23.87,0.13,1.75,9.9999,2,ND,2,PGC10488
024550-320237,41.4597,-32.0436,19.26,-11.84,23.23,0.19,2.48,9.9999,2,ND,2,PGC10488
024552-300928,41.4693,-30.158,21.73,-9.36,26.35,0.25,3.35,9.9999,0,ND,2,PGC10488
024637-001601,41.6559,-0.2671,18.74,-11.39,24.14,0.23,4.81,9.9999,1,ND,2,PGC10266
024641-303801,41.6728,-30.6337,20.85,-10.25,24.41,0.15,2.06,9.9999,2,ND,2,PGC10488
024700-301009,41.7517,-30.1693,18.14,-12.96,25.89,1.09,14.2,9.9999,1,TS,2,PGC10488
024705-300906,41.7729,-30.1518,19.74,-11.36,25.08,0.36,4.67,9.9999,0,ND,2,PGC10488
024717-303752,41.8234,-30.6312,20.75,-10.34,26.47,0.42,5.55,9.9999,0,ND,2,PGC10488
024719-300020,41.8304,-30.0057,21.39,-9.7,26.52,0.32,4.23,9.9999,0,ND,2,PGC10488
024720-300453,41.8333,-30.0815,15.66,-15.44,19.77,0.2,2.64,9.9999,1,ND,2,PGC10488
024720-300421,41.8372,-30.0726,20.3,-10.8,24.28,0.19,2.5,9.9999,2,ND,2,PGC10488
024726-301922,41.861,-30.323,19.67,-11.42,25.89,0.54,7.0,9.9999,1,ND,2,PGC10488
024735-301943,41.8982,-30.3286,19.85,-11.25,25.22,0.36,4.73,9.9999,0,ND,2,PGC10488
024811-310212,42.0463,-31.0368,20.3,-10.8,25.09,0.28,3.63,9.9999,0,ND,2,PGC10488
024832-313428,42.1358,-31.5745,18.94,-12.16,23.79,0.28,3.73,9.9999,2,ND,2,PGC10488
024901-300630,42.2567,-30.1086,20.41,-10.69,26.05,0.41,5.36,9.9999,0,ND,2,PGC10488
024902-303605,42.2589,-30.6016,19.68,-11.42,24.14,0.24,3.11,9.9999,2,ND,2,PGC10488
024911-311806,42.2968,-31.3017,22.14,-8.96,25.36,0.13,1.76,9.9999,2,ND,2,PGC10488
024923-004927,42.3495,-0.8244,20.67,-9.46,25.18,0.15,3.18,9.9999,2,ND,2,PGC10266
024924-005043,42.3533,-0.8455,20.29,-9.84,26.68,0.36,7.55,9.9999,1,ND,2,PGC10266
024929-310637,42.374,-31.1104,19.3,-11.8,24.39,0.32,4.17,9.9999,0,ND,2,PGC10488
024937-310805,42.4051,-31.1347,21.18,-9.92,24.61,0.14,1.93,9.9999,1,ND,2,PGC10488
024957-310442,42.4879,-31.0784,20.25,-10.85,24.09,0.18,2.34,9.9999,1,ND,2,PGC10488
025002-310424,42.5088,-31.0735,19.94,-11.16,23.07,0.13,1.68,9.9999,2,ND,2,PGC10488
025005-310433,42.5247,-31.076,20.49,-10.61,24.67,0.21,2.74,9.9999,2,ND,2,PGC10488
025017-305940,42.5716,-30.9947,18.26,-12.84,22.65,0.23,3.01,9.9999,2,BC,2,PGC10488
025105-304915,42.7748,-30.8209,21.14,-9.96,25.82,0.26,3.45,9.9999,0,ND,2,PGC10488
025410-302854,43.5444,-30.4819,19.32,-11.77,23.03,0.17,2.2,9.9999,0,ND,2,PGC10488
025500-183755,43.7537,-18.632,20.01,-12.35,24.85,0.5,3.71,9.9999,1,ND,3,PGC10965
025727+031141,44.3659,3.1948,19.84,-13.71,25.4,1.06,5.16,9.9999,1,ND,2,PGC11230
025728+032032,44.3667,3.3424,19.77,-13.78,24.94,0.88,4.31,9.9999,1,ND,2,PGC11230
025738+025755,44.4109,2.9654,21.16,-12.39,25.08,0.49,2.43,9.9999,0,ND,2,PGC11230
025744+030839,44.4336,3.1443,19.38,-14.17,23.89,0.65,3.19,9.9999,0,ND,2,PGC11230
025752+032110,44.4667,3.353,17.36,-16.19,22.06,0.71,3.48,9.9999,1,ND,2,PGC11230
025755+031740,44.4794,3.2945,18.45,-15.11,25.26,1.89,9.19,9.9999,0,UD,2,PGC11230
025804+031209,44.5172,3.2025,17.6,-15.95,23.89,1.48,7.21,9.9999,0,ND,2,PGC11230
025804+032812,44.5206,3.4701,19.46,-14.09,24.58,0.86,4.2,9.9999,1,ND,2,PGC11230
025818+031352,44.5763,3.2314,19.59,-13.96,25.96,1.53,7.49,9.9999,1,UD,2,PGC11230
025827+031032,44.6136,3.1758,18.55,-15.0,24.85,1.48,7.24,9.9999,1,ND,2,PGC11230
025835+031949,44.6465,3.3305,19.68,-13.87,25.12,1.0,4.88,9.9999,0,ND,2,PGC11230
030041-160100,45.1737,-16.0167,18.86,-13.77,24.52,0.83,5.41,9.9999,0,ND,3,PGC11359
030059-154202,45.2458,-15.7007,21.11,-11.57,26.69,0.82,5.22,9.9999,0,ND,2,PGC11638
030106-145246,45.2779,-14.8795,20.5,-12.18,27.24,1.4,8.9,9.9999,0,ND,2,PGC11638
030138-150858,45.4088,-15.1495,20.1,-12.58,24.32,0.43,2.78,9.9999,1,ND,2,PGC11638
030151-154428,45.4639,-15.7411,20.19,-12.5,25.03,0.58,3.72,9.9999,2,ND,2,PGC11638
030206-231405,45.5286,-23.235,18.3,-13.18,23.42,0.39,4.22,9.9999,1,ND,2,PGC11479
030229-150405,45.6213,-15.0683,17.5,-15.18,23.09,0.82,5.22,9.9999,2,ND,2,PGC11638
030234-230743,45.6436,-23.1288,14.96,-16.52,20.03,0.38,4.11,0.005,1,BC,2,PGC11479
030253-145143,45.7211,-14.8622,19.78,-12.9,27.02,1.76,11.19,9.9999,0,UD,2,PGC11638
030300-154238,45.7527,-15.7107,18.96,-13.72,23.46,0.49,3.17,9.9999,2,ND,2,PGC11638
030308-151702,45.7855,-15.284,17.81,-14.88,24.05,1.11,7.07,9.9999,0,ND,2,PGC11638
030310-153650,45.7957,-15.6141,18.57,-14.12,27.19,3.33,21.15,9.9999,1,UD,2,PGC11638
030323-152035,45.849,-15.3431,20.99,-11.69,25.28,0.45,2.87,9.9999,0,ND,2,PGC11638
030324-153513,45.8535,-15.587,18.64,-14.04,24.03,0.75,4.77,9.9999,2,ND,2,PGC11638
030328-155804,45.87,-15.9679,19.47,-13.21,24.37,0.59,3.8,9.9999,0,ND,2,PGC11638
030335-200901,45.8981,-20.1505,20.65,-12.6,25.68,0.85,4.04,9.9999,0,ND,3,PGC11515
030335-154705,45.899,-15.7849,18.2,-14.48,24.01,0.91,5.81,9.9999,1,ND,2,PGC11638
030335-262418,45.8996,-26.4052,17.24,-14.61,24.46,1.22,11.08,9.9999,1,ND,3,PGC11559
030337-155952,45.908,-15.9978,19.75,-12.93,24.87,0.66,4.22,9.9999,0,ND,2,PGC11638
030340-153740,45.9206,-15.6278,18.54,-14.14,24.09,0.8,5.14,9.9999,1,ND,2,PGC11638
030347-153718,45.949,-15.6218,20.54,-12.15,24.82,0.45,2.87,9.9999,0,ND,2,PGC11638
030354-153816,45.976,-15.638,20.3,-12.38,25.35,0.64,4.08,9.9999,0,ND,2,PGC11638
030404-160952,46.0192,-16.1646,17.33,-15.35,23.75,1.2,7.65,9.9999,1,MD,2,PGC11638
030410-152222,46.0434,-15.373,17.08,-15.6,22.51,0.76,4.88,9.9999,1,ND,2,PGC11638
030427-144703,46.1151,-14.7843,19.82,-12.86,24.18,0.46,2.97,9.9999,2,ND,2,PGC11638
030438-155018,46.1622,-15.8385,18.57,-14.11,24.98,1.19,7.62,9.9999,0,ND,2,PGC11638
030537-154841,46.4064,-15.8116,18.44,-14.25,24.12,0.86,5.47,9.9999,1,ND,2,PGC11638
030622-153746,46.5956,-15.6295,19.21,-13.47,23.48,0.44,2.85,9.9999,1,ND,2,PGC11638
030709-153809,46.7893,-15.6361,19.84,-12.84,24.37,0.5,3.2,9.9999,2,ND,2,PGC11638
030909-025530,47.2878,-2.9252,18.21,-14.7,24.23,1.08,6.4,9.9999,0,ND,3,PGC11774
031339-024419,48.4135,-2.7388,19.78,-13.04,26.55,1.37,9.01,9.9999,0,ND,3,PGC12131
031406-023808,48.5285,-2.6357,19.51,-13.31,25.76,1.08,7.09,9.9999,0,ND,3,PGC12131
031425-025525,48.6046,-2.9238,20.38,-12.44,25.47,0.63,4.16,9.9999,0,ND,3,PGC12131
031546-383128,48.9437,-38.5246,16.61,-14.64,22.85,0.59,7.06,0.0049,1,ND,1,PGC13418
031556-345411,48.9843,-34.9032,18.62,-12.63,25.02,0.64,7.59,9.9999,0,ND,1,PGC13418
031620-342124,49.0856,-34.3567,21.18,-10.07,25.24,0.21,2.59,9.9999,0,ND,1,PGC13418
031622-354855,49.0922,-35.8155,20.08,-11.17,25.64,0.43,5.16,9.9999,0,ND,1,PGC13418
031637-254250,49.1569,-25.7139,20.25,-9.46,26.95,0.35,8.7,9.9999,0,ND,2,PGC12431
031650-331803,49.2112,-33.3011,16.39,-14.86,20.94,0.27,3.25,9.9999,1,BC,1,PGC13418
031658-191831,49.2418,-19.3087,16.89,-14.83,22.23,0.47,4.66,9.9999,2,ND,3,PGC12373
031716-405759,49.318,-40.9666,21.26,-5.57,23.78,0.02,1.27,9.9999,2,ND,2,PGC12209
031729-405821,49.3727,-40.9727,17.56,-9.28,25.09,0.22,12.83,9.9999,1,ND,2,PGC12209
031758-341002,49.4926,-34.1673,20.27,-10.98,24.27,0.21,2.52,9.9999,2,ND,1,PGC13418
031804-254936,49.5204,-25.8268,19.06,-10.65,24.4,0.19,4.66,9.9999,0,ND,2,PGC12431
031807-341007,49.5304,-34.1687,20.19,-11.06,24.97,0.3,3.61,9.9999,0,ND,1,PGC13418
031813-191138,49.5558,-19.194,17.03,-14.69,22.28,0.46,4.48,9.9999,2,ND,3,PGC12373
031821-345541,49.5877,-34.9281,18.11,-13.14,23.88,0.48,5.69,9.9999,2,ND,1,PGC13418
031843-410126,49.6795,-41.024,18.61,-8.23,24.43,0.1,5.84,9.9999,1,ND,2,PGC12209
031845-255311,49.6906,-25.8865,18.99,-10.73,24.56,0.21,5.19,9.9999,0,ND,2,PGC12431
031855-331934,49.7296,-33.3263,18.02,-13.23,23.21,0.36,4.36,9.9999,0,ND,1,PGC13418
031903-191720,49.763,-19.289,19.02,-12.7,24.97,0.63,6.17,9.9999,0,ND,3,PGC12373
031903-192012,49.7647,-19.3368,19.44,-12.33,26.44,1.04,10.01,9.9999,0,ND,3,PGC12412
031915-190249,49.814,-19.047,16.39,-15.33,22.83,0.79,7.75,9.9999,1,ND,3,PGC12373
031918-345520,49.8254,-34.9223,20.92,-10.33,25.49,0.27,3.27,9.9999,0,ND,1,PGC13418
031933-191654,49.8889,-19.2817,21.33,-10.44,24.74,0.2,1.91,9.9999,0,ND,3,PGC12412
031933-191516,49.8913,-19.2545,20.24,-11.53,25.04,0.38,3.64,9.9999,0,ND,3,PGC12412
031938-262431,49.9097,-26.4088,20.48,-9.24,25.17,0.14,3.46,9.9999,0,ND,2,PGC12431
031942-190805,49.9264,-19.1349,21.21,-10.51,26.57,0.48,4.7,9.9999,0,ND,3,PGC12373
031943-255610,49.9293,-25.9364,20.04,-9.67,24.32,0.11,2.85,9.9999,0,ND,2,PGC12431
031943-262000,49.9324,-26.3335,20.08,-9.64,26.82,0.36,8.9,9.9999,0,ND,2,PGC12431
031950-191202,49.9624,-19.2006,18.53,-13.19,22.51,0.25,2.5,9.9999,0,ND,3,PGC12373
031954-191222,49.9771,-19.2062,21.28,-10.44,24.4,0.17,1.68,9.9999,0,ND,3,PGC12373
032003-192156,50.0131,-19.3657,19.76,-12.01,24.47,0.36,3.48,9.9999,0,ND,3,PGC12412
032012-190742,50.0536,-19.1286,21.73,-9.99,26.43,0.35,3.49,9.9999,0,ND,3,PGC12373
032015-332118,50.0645,-33.3551,20.61,-10.64,25.33,0.29,3.51,9.9999,0,ND,1,PGC13418
032025-333415,50.1056,-33.5709,16.93,-14.32,23.59,0.72,8.56,9.9999,1,ND,1,PGC13418
032032-192456,50.1367,-19.4158,19.5,-12.27,24.79,0.47,4.56,9.9999,0,ND,3,PGC12412
032033-404813,50.1406,-40.8039,19.51,-11.74,27.12,1.12,13.27,9.9999,0,ND,1,PGC13418
032048-192310,50.204,-19.3862,21.37,-10.4,26.89,0.53,5.06,9.9999,0,ND,3,PGC12412
032112-302325,50.3026,-30.3905,18.92,-12.34,23.46,0.27,3.24,9.9999,2,ND,1,PGC13418
032121-152055,50.3416,-15.3487,19.85,-12.65,25.06,0.63,4.4,9.9999,0,ND,3,PGC12626
032143-355531,50.4312,-35.9254,18.58,-12.67,25.2,0.71,8.4,9.9999,0,ND,1,PGC13418
032158-373651,50.4942,-37.6144,20.06,-11.19,27.4,0.99,11.72,9.9999,0,TS,1,PGC13418
032206-370834,50.5259,-37.1429,20.4,-10.85,25.25,0.31,3.72,9.9999,0,ND,1,PGC13418
032213-315016,50.5583,-31.8378,17.12,-14.14,23.82,0.74,8.75,9.9999,1,ND,1,PGC13418
032222-372351,50.5946,-37.3975,15.2,-16.06,22.4,0.93,11.03,0.0046,1,MD,1,PGC13418
032242-262339,50.6774,-26.3944,20.68,-9.04,25.33,0.13,3.4,9.9999,0,ND,2,PGC12431
032243-151249,50.6824,-15.2138,18.5,-14.0,24.91,1.1,7.66,9.9999,0,ND,3,PGC12626
032251-373138,50.7137,-37.5273,18.99,-12.26,24.13,0.36,4.25,9.9999,0,ND,1,PGC13418
032254-311424,50.7257,-31.2402,20.58,-10.67,25.66,0.35,4.15,9.9999,0,ND,1,PGC13418
032257-364914,50.7403,-36.8208,19.88,-11.38,26.69,0.78,9.22,9.9999,1,ND,1,PGC13418
032300-385017,50.7531,-38.8381,18.38,-12.87,23.86,0.42,4.98,9.9999,0,ND,1,PGC13418
032324-365317,50.8534,-36.8881,19.11,-12.14,24.78,0.46,5.44,9.9999,1,ND,1,PGC13418
032330-364930,50.8788,-36.8253,20.83,-10.42,25.62,0.3,3.62,9.9999,0,ND,1,PGC13418
032333-365858,50.8897,-36.983,17.74,-13.51,24.13,0.64,7.58,9.9999,1,ND,1,PGC13418
032337-354643,50.9051,-35.7787,14.91,-16.35,21.25,0.62,7.4,0.0055,2,BC,1,PGC13418
032356-344830,50.9837,-34.8086,19.41,-11.85,24.79,0.4,4.76,9.9999,0,ND,1,PGC13418
032417-351547,51.0744,-35.2631,16.78,-14.47,22.79,0.53,6.33,9.9999,1,ND,1,PGC13418
032429-371810,51.1213,-37.3028,20.55,-10.7,25.53,0.33,3.96,9.9999,1,ND,1,PGC13418
032431-363841,51.1299,-36.645,19.67,-11.58,24.82,0.36,4.28,9.9999,0,ND,1,PGC13418
032439-373504,51.1627,-37.5847,19.91,-11.34,24.81,0.32,3.81,9.9999,1,ND,1,PGC13418
032442-322032,51.1789,-32.3423,19.49,-11.76,24.37,0.31,3.77,9.9999,0,ND,1,PGC13418
032450-343613,51.2093,-34.6039,18.29,-12.96,24.7,0.64,7.64,9.9999,0,ND,1,PGC13418
032452-352607,51.2187,-35.4355,15.28,-15.97,21.49,0.59,6.96,0.004,2,BC,1,PGC13418
032453-373553,51.2249,-37.5983,19.89,-11.36,24.27,0.25,3.01,9.9999,0,ND,1,PGC13418
032509-363312,51.2893,-36.5534,17.38,-13.88,23.72,0.62,7.42,9.9999,0,ND,1,PGC13418
032511-353537,51.2986,-35.5937,20.57,-10.68,27.74,0.92,10.84,9.9999,0,ND,1,PGC13418
032512-325409,51.3008,-32.9027,15.89,-15.36,22.08,0.58,6.9,9.9999,2,BC,1,PGC13418
032520-331930,51.3374,-33.3252,19.34,-11.91,24.95,0.44,5.29,9.9999,0,ND,1,PGC13418
032524-364441,51.3537,-36.7449,17.7,-13.55,23.58,0.5,5.97,9.9999,0,ND,1,PGC13418
032531-362818,51.3818,-36.4719,20.25,-11.0,26.8,0.68,8.12,9.9999,0,ND,1,PGC13418
032536-325739,51.4003,-32.9608,17.58,-13.68,24.24,0.72,8.6,9.9999,0,ND,1,PGC13418
032546-353035,51.4421,-35.5097,18.66,-12.6,25.56,0.81,9.58,9.9999,0,ND,1,PGC13418
032558-211846,51.4952,-21.3128,20.7,-11.0,25.47,0.36,3.6,9.9999,0,ND,2,PGC12838
032559-362354,51.4983,-36.3986,19.35,-11.9,26.22,0.8,9.44,9.9999,0,ND,1,PGC13418
032606-311118,51.529,-31.1884,18.21,-13.04,24.12,0.51,6.06,9.9999,1,ND,1,PGC13418
032607-350744,51.5311,-35.129,17.43,-13.82,23.04,0.44,5.29,9.9999,2,ND,1,PGC13418
032614-343313,51.5603,-34.5536,20.0,-11.26,25.06,0.34,4.12,9.9999,1,ND,1,PGC13418
032625-370740,51.6043,-37.1279,15.58,-15.67,21.35,0.48,5.69,0.007,2,BC,1,PGC13418
032626-354558,51.611,-35.7662,17.72,-13.53,18.65,0.05,0.61,9.9999,1,ND,1,PGC13418
032632-213042,51.6342,-21.5117,19.98,-11.71,25.13,0.43,4.26,9.9999,0,ND,2,PGC12838
032634-342952,51.6448,-34.498,19.51,-11.74,25.64,0.57,6.73,9.9999,0,ND,1,PGC13418
032635-371854,51.6479,-37.315,20.68,-10.57,25.35,0.29,3.43,9.9999,0,ND,1,PGC13418
032639-215217,51.6657,-21.8714,18.9,-12.79,23.39,0.31,3.15,9.9999,1,ND,2,PGC12838
032642-250037,51.6756,-25.0105,19.57,-10.15,24.79,0.18,4.41,9.9999,0,ND,2,PGC12431
032642-343255,51.6775,-34.5488,16.96,-14.29,23.35,0.64,7.58,9.9999,1,ND,1,PGC13418
032643-371755,51.6812,-37.2988,19.35,-11.9,25.17,0.49,5.82,9.9999,0,ND,1,PGC13418
032651-324747,51.7131,-32.7964,18.53,-12.72,23.91,0.4,4.75,9.9999,0,ND,1,PGC13418
032652-364758,51.7202,-36.7997,14.98,-16.28,24.19,2.35,27.79,9.9999,0,ND,1,PGC13418
032653-364754,51.7216,-36.7985,18.51,-12.74,24.54,0.54,6.42,9.9999,0,ND,1,PGC13418
032654-353107,51.7255,-35.5186,16.67,-14.58,24.85,1.46,17.25,9.9999,1,ND,1,PGC13418
032655-373250,51.7313,-37.5474,18.64,-12.61,25.16,0.68,8.02,9.9999,0,ND,1,PGC13418
032656-304235,51.7333,-30.7098,16.4,-14.85,22.69,0.61,7.22,9.9999,1,ND,1,PGC13418
032706-310627,51.7776,-31.1076,18.61,-12.64,24.1,0.42,5.01,9.9999,1,ND,1,PGC13418
032707-211103,51.7797,-21.1843,19.68,-12.02,25.26,0.52,5.22,9.9999,0,ND,2,PGC12838
032708-342359,51.7836,-34.3999,18.5,-12.75,24.69,0.58,6.9,9.9999,0,ND,1,PGC13418
032711-370344,51.7985,-37.0625,20.34,-10.92,24.64,0.24,2.9,9.9999,0,ND,1,PGC13418
032715-354939,51.8151,-35.8278,20.02,-11.23,26.61,0.7,8.27,9.9999,0,ND,1,PGC13418
032716-213531,51.8189,-21.592,21.39,-10.31,24.92,0.2,2.03,9.9999,2,ND,2,PGC12838
032716-212816,51.8198,-21.4713,18.71,-12.99,25.32,0.84,8.41,9.9999,1,ND,2,PGC12838
032717-330207,51.8211,-33.0354,18.2,-13.05,24.41,0.59,6.97,9.9999,0,ND,1,PGC13418
032719-213359,51.832,-21.5665,18.64,-13.05,24.23,0.52,5.23,9.9999,2,ND,2,PGC12838
032720-260207,51.8368,-26.0353,17.85,-11.87,23.33,0.2,4.99,9.9999,1,ND,2,PGC12431
032721-360847,51.8402,-36.1466,17.44,-13.81,24.25,0.78,9.2,9.9999,1,ND,1,PGC13418
032722-305957,51.8443,-30.9993,19.6,-11.66,26.48,0.8,9.48,9.9999,0,ND,1,PGC13418
032724-320953,51.854,-32.1647,18.61,-12.64,24.43,0.49,5.8,9.9999,0,ND,1,PGC13418
032725-202132,51.8583,-20.3591,19.22,-12.47,25.4,0.69,6.87,9.9999,0,ND,2,PGC12838
032726-315000,51.8615,-31.8336,17.11,-14.14,23.31,0.58,6.91,9.9999,1,ND,1,PGC13418
032728-345651,51.8697,-34.9476,18.72,-12.53,24.27,0.43,5.13,9.9999,0,ND,1,PGC13418
032732-351459,51.8856,-35.2498,20.39,-10.87,25.54,0.36,4.29,9.9999,1,ND,1,PGC13418
032734-373017,51.895,-37.5048,18.03,-13.22,23.82,0.48,5.74,9.9999,0,ND,1,PGC13418
032735-331731,51.8962,-33.292,20.41,-10.84,26.73,0.62,7.35,9.9999,0,ND,1,PGC13418
032736-331806,51.9025,-33.3019,19.4,-11.85,26.19,0.77,9.09,9.9999,0,ND,1,PGC13418
032740-213349,51.9178,-21.5637,17.4,-14.3,24.55,1.08,10.77,9.9999,1,ND,2,PGC12838
032740-213146,51.9201,-21.5296,20.96,-10.73,25.99,0.4,4.04,9.9999,0,ND,2,PGC12838
032745-315111,51.938,-31.8532,18.01,-13.24,26.48,1.67,19.7,9.9999,0,UD,1,PGC13418
032747-333352,51.9478,-33.5646,19.62,-11.63,25.68,0.55,6.5,9.9999,0,ND,1,PGC13418
032747-333352,51.9487,-33.5646,19.19,-12.06,25.83,0.71,8.47,9.9999,1,ND,1,PGC13418
032750-304714,51.9592,-30.7873,19.33,-11.93,25.13,0.49,5.79,9.9999,0,ND,1,PGC13418
032753-350407,51.9728,-35.0686,22.09,-9.16,26.25,0.22,2.71,9.9999,0,ND,1,PGC13418
032753-354826,51.9744,-35.8074,19.54,-11.71,23.49,0.2,2.46,9.9999,0,ND,1,PGC13418
032754-372233,51.9756,-37.3759,18.3,-12.95,24.59,0.61,7.24,9.9999,0,ND,1,PGC13418
032759-333951,51.9998,-33.6643,17.88,-13.37,23.37,0.42,5.0,9.9999,1,ND,1,PGC13418
032800-350443,52.0001,-35.0787,21.29,-9.96,25.88,0.28,3.31,9.9999,0,ND,1,PGC13418
032800-383214,52.0016,-38.5374,17.77,-13.48,24.51,0.75,8.9,9.9999,0,ND,1,PGC13418
032806-351411,52.0278,-35.2364,17.38,-13.87,23.29,0.51,6.07,9.9999,0,ND,1,PGC13418
032814-224948,52.0617,-22.8302,17.3,-14.4,22.63,0.46,4.65,9.9999,1,ND,2,PGC12838
032819-314611,52.0801,-31.7699,16.86,-14.39,22.43,0.43,5.18,9.9999,1,ND,1,PGC13418
032828-334404,52.1176,-33.7347,16.83,-14.42,24.28,1.04,12.29,9.9999,1,ND,1,PGC13418
032829-222703,52.1221,-22.4509,20.04,-11.66,24.51,0.31,3.12,9.9999,0,ND,2,PGC12838
032831-211133,52.1302,-21.1926,18.75,-12.95,24.66,0.61,6.08,9.9999,1,ND,2,PGC12838
032836-311744,52.154,-31.2957,19.89,-11.36,27.47,1.1,13.05,9.9999,0,ND,1,PGC13418
032851-221514,52.2131,-22.254,19.75,-11.94,24.24,0.31,3.14,9.9999,0,ND,2,PGC12838
032851-335046,52.2166,-33.8463,16.28,-14.97,22.33,0.54,6.46,9.9999,1,ND,1,PGC13418
032855-305742,52.2315,-30.9617,20.57,-10.68,25.08,0.27,3.19,9.9999,0,ND,1,PGC13418
032857-362613,52.2382,-36.437,19.27,-11.99,25.84,0.69,8.23,9.9999,0,ND,1,PGC13418
032901-214457,52.2565,-21.7492,20.09,-11.61,25.18,0.42,4.17,9.9999,1,ND,2,PGC12838
032901-211329,52.2573,-21.2248,20.89,-10.81,26.34,0.49,4.91,9.9999,0,ND,2,PGC12838
032901-372138,52.2578,-37.3606,18.43,-12.82,24.28,0.5,5.9,9.9999,1,ND,1,PGC13418
032902-205533,52.2615,-20.9261,16.55,-15.15,21.72,0.43,4.32,9.9999,1,ND,2,PGC12838
032904-372014,52.268,-37.3372,21.55,-9.7,25.95,0.25,3.02,9.9999,0,ND,1,PGC13418
032907-360941,52.2805,-36.1616,20.51,-10.74,25.78,0.38,4.51,9.9999,1,ND,1,PGC13418
032911-304857,52.2978,-30.816,20.3,-10.96,25.76,0.41,4.95,9.9999,1,ND,1,PGC13418
032912-361933,52.3001,-36.3261,20.73,-10.53,25.72,0.33,3.97,9.9999,0,ND,1,PGC13418
032912-203727,52.3005,-20.6244,18.27,-13.43,23.23,0.39,3.92,9.9999,1,ND,2,PGC12838
032922-223504,52.3428,-22.5845,19.01,-12.69,25.28,0.72,7.16,9.9999,1,ND,2,PGC12838
032923-332134,52.348,-33.3595,19.45,-11.8,26.44,0.84,9.96,9.9999,0,ND,1,PGC13418
032923-310352,52.3493,-31.0645,21.92,-9.34,25.73,0.19,2.31,9.9999,0,ND,1,PGC13418
032924-212304,52.3504,-21.3846,19.53,-12.16,25.2,0.54,5.43,9.9999,0,ND,2,PGC12838
032926-353615,52.359,-35.6042,20.45,-10.8,25.23,0.3,3.61,9.9999,0,ND,1,PGC13418
032930-310214,52.3751,-31.0373,20.06,-11.19,24.77,0.29,3.49,9.9999,1,ND,1,PGC13418
032930-230207,52.3777,-23.0354,17.39,-14.3,23.81,0.77,7.67,9.9999,1,ND,2,PGC12838
032933-355203,52.3893,-35.8676,19.26,-11.99,25.76,0.67,7.96,9.9999,0,ND,1,PGC13418
