host,ID,ra,dec,re,tile,x,y,bands,n_bands,cutout
PGC028887,MATLAS-613,149.978,11.6654,,,,,,0,0
NGC3098,MATLAS-614,150.21,24.6096,,"(273, 229)",1412.5360931191572,7126.591575049344,['u'],1,0
UGC05408,MATLAS-615,150.34,59.4016,,"(153, 299)",8822.609443074325,3104.2353159463964,"['g', 'r', 'i', 'z']",4,0
NGC3098,MATLAS-616,150.356,24.8176,,"(273, 230)",9486.824800258846,1469.4573262153172,['u'],1,0
PGC028887,MATLAS-617,150.3973,11.3543,,,,,,0,0
NGC3098,MATLAS-618,150.4384,24.2727,,"(274, 229)",7075.016016624639,596.0127846209953,['u'],1,0
NGC3073,MATLAS-619,150.4618,55.793,,"(168, 292)",2327.534265893234,993.2682977166505,"['g', 'i', 'z']",3,0
NGC3098,MATLAS-620,150.539,24.9818,,"(273, 230)",6266.255395679996,4647.639260795835,['u'],1,0
UGC05408,MATLAS-621,150.596,59.7429,,"(153, 299)",6284.287539244914,9708.451733028058,"['g', 'r', 'i', 'z']",4,0
NGC3073,MATLAS-622,150.689,55.6484,,"(171, 291)",7872.926289762505,7881.282710719934,"['g', 'i', 'z']",3,0
NGC3073,MATLAS-623,150.695,56.1317,,"(169, 292)",9488.811677292022,7565.733173257799,"['g', 'i', 'z']",3,0
NGC3098,MATLAS-624,150.707,24.7457,,"(273, 230)",3311.9443714131307,72.4886105853002,['u'],1,0
NGC3073,MATLAS-625,150.8899,55.61,,"(171, 291)",5676.746869229643,7131.989942951424,"['g', 'i', 'z']",3,0
NGC3098,MATLAS-626,150.9508,24.9718,,"(274, 230)",8723.846833384168,4456.421308829391,['u'],1,0
UGC05408,MATLAS-627,151.0644,59.0414,,"(156, 298)",8795.295271795578,5813.102270913391,"['g', 'r', 'i', 'z']",4,0
NGC3073,MATLAS-628,151.112,55.22,,"(173, 290)",1641.1078138469243,9270.708356488454,"['g', 'i', 'z']",3,0
PGC029321,MATLAS-629,151.2723,13.1925,,,,,,0,0
PGC029321,MATLAS-630,151.449,13.238,,,,,,0,0
PGC029321,MATLAS-631,151.501,13.0586,,,,,,0,0
PGC029321,MATLAS-632,151.576,13.188,,,,,,0,0
PGC029321,MATLAS-633,151.6539,13.1723,,,,,,0,0
PGC029321,MATLAS-634,151.868,12.4552,,,,,,0,0
UGC05408,MATLAS-635,151.887,58.9995,,"(156, 298)",589.5236560385438,5004.888873190965,"['g', 'r', 'i', 'z']",4,0
PGC029321,MATLAS-636,151.986,13.5038,,,,,,0,0
NGC3156,MATLAS-637,152.6733,3.2491,,,,,,0,0
NGC3156,MATLAS-638,152.759,3.5745,,,,,,0,0
IC0598,MATLAS-639,152.97,43.4087,,"(222, 267)",5766.286347350742,3230.949244468822,"['u', 'g', 'r', 'i']",4,0
IC0598,MATLAS-640,152.981,43.2143,,"(224, 266)",7255.171753488399,9155.08301756488,"['u', 'g', 'r', 'i']",4,0
NGC3156,MATLAS-641,152.9971,3.3051,,,,,,0,0
NGC3156,MATLAS-642,153.1371,3.7079,,,,,,0,0
IC0598,MATLAS-643,153.178,42.9928,,"(224, 266)",4470.944473888866,4860.588968136436,"['u', 'g', 'r', 'i']",4,0
NGC3156,MATLAS-644,153.2047,3.2504,,,,,,0,0
NGC3156,MATLAS-645,153.3468,3.3098,,,,,,0,0
NGC3156,MATLAS-646,153.373,3.4487,,,,,,0,0
NGC3156,MATLAS-647,153.4235,3.5504,,,,,,0,0
NGC3156,MATLAS-648,153.524,3.348,,,,,,0,0
NGC3156,MATLAS-649,153.533,3.345,,,,,,0,0
NGC3156,MATLAS-650,153.5602,3.5852,,,,,,0,0
NGC3156,MATLAS-651,153.584,3.3952,,,,,,0,0
NGC3156,MATLAS-652,153.6326,3.367,,,,,,0,0
IC0598,MATLAS-653,153.765,43.0098,,"(225, 266)",5840.87558390366,5190.2108657560175,"['u', 'g', 'r', 'i']",4,0
NGC3193,MATLAS-654,154.323,22.1612,,,,,,0,0
NGC3193,MATLAS-655,154.3656,21.8273,,,,,,0,0
NGC3193,MATLAS-656,154.37,21.6,,,,,,0,0
NGC3193,MATLAS-657,154.3974,21.4017,,,,,,0,0
NGC3193,MATLAS-658,154.467,22.3337,,,,,,0,0
NGC3193,MATLAS-659,154.495,21.5875,,,,,,0,0
NGC3182,MATLAS-660,154.545,58.2218,,"(164, 296)",6995.748192619889,9301.170882476965,"['g', 'i', 'z']",3,0
NGC3193,MATLAS-661,154.557,22.4216,,,,,,0,0
NGC3193,MATLAS-662,154.5573,21.7887,,,,,,0,0
NGC3193,MATLAS-663,154.5626,22.2713,,,,,,0,0
NGC3182,MATLAS-664,154.571,58.7323,,"(162, 297)",9559.999685829527,9517.17816625721,"['g', 'r', 'i', 'z']",4,0
NGC3193,MATLAS-665,154.5852,21.6005,,,,,,0,0
NGC3193,MATLAS-666,154.5948,21.3922,,,,,,0,0
NGC3193,MATLAS-667,154.6383,21.8607,,,,,,0,0
NGC3193,MATLAS-668,154.65,21.7088,,,,,,0,0
NGC3193,MATLAS-669,154.6504,21.7517,,,,,,0,0
NGC3193,MATLAS-670,154.6701,21.3806,,,,,,0,0
NGC3193,MATLAS-671,154.69,22.3602,,,,,,0,0
NGC3193,MATLAS-672,154.7146,22.2326,,,,,,0,0
NGC3193,MATLAS-673,154.721,21.9082,,,,,,0,0
NGC3193,MATLAS-674,154.7732,21.8198,,,,,,0,0
NGC3182,MATLAS-675,154.8947,58.4784,,"(162, 297)",6313.568785666785,4582.68124553731,"['g', 'r', 'i', 'z']",4,0
NGC3182,MATLAS-676,154.9184,58.5073,,"(162, 297)",6072.564335619358,5142.312042859553,"['g', 'r', 'i', 'z']",4,0
NGC3182,MATLAS-677,154.928,58.4535,,"(162, 297)",5976.874832635374,4099.577968269384,"['g', 'r', 'i', 'z']",4,0
NGC3182,MATLAS-678,154.9449,58.6357,,"(162, 297)",5801.353036632398,7630.2047053674505,"['g', 'r', 'i', 'z']",4,0
NGC3193,MATLAS-679,155.021,21.5511,,,,,,0,0
NGC3193,MATLAS-680,155.0599,21.7777,,,,,,0,0
NGC3182,MATLAS-681,155.1517,58.1387,,"(164, 296)",794.1767045549905,7700.684159773096,"['g', 'i', 'z']",3,0
NGC3230,MATLAS-682,155.5875,12.9975,,,,,,0,0
NGC3230,MATLAS-683,155.6414,13.0051,,,,,,0,0
NGC3230,MATLAS-684,155.662,12.8705,,,,,,0,0
NGC3182,MATLAS-685,155.667,58.0906,,"(165, 296)",5175.088414603727,6755.7577453966705,"['g', 'i', 'z']",3,0
NGC3226,MATLAS-686,155.6774,19.8128,,,,,,0,0
NGC3230,MATLAS-687,155.715,12.991,,,,,,0,0
NGC3226,MATLAS-688,155.7211,19.5771,,,,,,0,0
NGC3230,MATLAS-689,155.7432,12.8991,,,,,,0,0
NGC3230,MATLAS-690,155.7871,12.9339,,,,,,0,0
NGC3226,MATLAS-691,155.814,20.178,,,,,,0,0
NGC3230,MATLAS-692,155.8596,12.5952,,,,,,0,0
NGC3226,MATLAS-693,155.868,20.0825,,,,,,0,0
NGC3230,MATLAS-694,155.8712,12.7229,,,,,,0,0
NGC3230,MATLAS-695,155.8892,12.8971,,,,,,0,0
NGC3230,MATLAS-696,155.914,12.6238,,,,,,0,0
NGC3230,MATLAS-697,155.945,12.3758,,,,,,0,0
NGC3230,MATLAS-698,155.9443,13.1468,,,,,,0,0
NGC3230,MATLAS-699,155.9592,13.0659,,,,,,0,0
NGC3230,MATLAS-700,155.9689,12.8909,,,,,,0,0
NGC3230,MATLAS-701,156.0248,12.8169,,,,,,0,0
NGC3230,MATLAS-702,156.0833,12.6036,,,,,,0,0
NGC3230,MATLAS-703,156.1251,12.3263,,,,,,0,0
NGC3226,MATLAS-704,156.1445,20.0329,,,,,,0,0
NGC3226,MATLAS-705,156.1748,20.3607,,,,,,0,0
NGC3226,MATLAS-706,156.1829,19.9542,,,,,,0,0
NGC3230,MATLAS-707,156.198,12.7878,,,,,,0,0
NGC3230,MATLAS-708,156.2025,12.6342,,,,,,0,0
NGC3245,MATLAS-709,156.316,27.9773,,"(276, 236)",4634.902380773088,4560.129386418932,"['u', 'i']",2,0
NGC3226,MATLAS-710,156.3168,20.1638,,,,,,0,0
NGC3245,MATLAS-711,156.3208,28.0336,,"(276, 236)",4552.987767575516,5651.181167136723,"['u', 'i']",2,0
NGC3245,MATLAS-712,156.3868,28.7027,,"(275, 237)",6249.553508934529,8928.517318554625,"['u', 'i']",2,0
NGC3245,MATLAS-713,156.4045,28.6473,,"(275, 237)",5949.190302150906,7854.749281588978,"['u', 'i']",2,0
NGC3245,MATLAS-714,156.414,28.6802,,"(275, 237)",5787.379784081473,8492.253495433477,"['u', 'i']",2,0
NGC3245,MATLAS-715,156.4404,28.1317,,"(276, 236)",2509.4635210976626,7553.707432170502,"['u', 'i']",2,0
NGC3245,MATLAS-716,156.6433,29.0629,,"(274, 238)",4935.755774950623,6218.9383396774265,"['u', 'i']",2,0
NGC3245,MATLAS-717,156.6751,28.8595,,"(274, 238)",4395.911290671967,2277.3407056722435,"['u', 'i']",2,0
NGC3248,MATLAS-718,156.691,22.7719,,,,,,0,0
NGC3245,MATLAS-719,156.734,28.3066,,"(275, 237)",330.3798165625076,1257.3827687590106,"['u', 'i']",2,0
NGC3248,MATLAS-720,156.808,23.0312,,,,,,0,0
NGC3245,MATLAS-721,156.812,28.7555,,"(274, 238)",2069.4612619237528,263.93678585563157,"['u', 'i']",2,0
NGC3248,MATLAS-722,157.0062,23.1531,,,,,,0,0
NGC3248,MATLAS-723,157.074,23.1075,,,,,,0,0
NGC3248,MATLAS-724,157.1045,22.9087,,,,,,0,0
NGC3245,MATLAS-725,157.1271,28.4016,,"(276, 237)",3332.1576977687755,3093.785442247212,"['u', 'i']",2,0
NGC3245,MATLAS-726,157.1482,28.5842,,"(276, 237)",2975.981980233424,6632.715067214552,"['u', 'i']",2,0
NGC3245,MATLAS-727,157.211,28.9329,,"(275, 238)",5003.1263223100095,3699.6709433084516,"['u', 'i']",2,0
NGC3245,MATLAS-728,157.267,28.3655,,"(276, 237)",945.9605765408774,2397.520554447569,"['u', 'i']",2,0
NGC3301,MATLAS-729,158.6915,21.5819,,,,,,0,0
NGC3301,MATLAS-730,158.951,21.605,,"(296, 223)",7114.602409138932,7035.590912242633,['u'],1,0
NGC3301,MATLAS-731,159.197,21.7036,,"(296, 223)",2683.8611672753495,8946.535123165682,['u'],1,0
NGC3301,MATLAS-732,159.244,21.7029,,"(296, 223)",1837.592513966792,8933.800603339943,['u'],1,0
NGC3301,MATLAS-733,159.4727,22.1622,,"(296, 224)",7700.032771722296,8144.613500603578,['u'],1,0
NGC3379,MATLAS-734,161.4611,11.6811,,,,,,0,0
NGC3377,MATLAS-735,161.4844,14.2275,,,,,,0,0
NGC3377,MATLAS-736,161.4926,13.5479,,,,,,0,0
NGC3377,MATLAS-737,161.5098,13.5873,,,,,,0,0
NGC3384,MATLAS-738,161.5589,12.9608,,,,,,0,0
NGC3377,MATLAS-739,161.6026,14.0246,,,,,,0,0
NGC3379,MATLAS-740,161.626,11.7557,,,,,,0,0
NGC3379,MATLAS-741,161.6721,12.3271,,,,,,0,0
NGC3384,MATLAS-742,161.674,13.0059,,,,,,0,0
NGC3377,MATLAS-743,161.6814,13.972,,,,,,0,0
NGC3384,MATLAS-744,161.7201,12.7422,,,,,,0,0
NGC3384,MATLAS-745,161.7274,12.7887,,,,,,0,0
NGC3384,MATLAS-746,161.74,12.999,,,,,,0,0
NGC3377,MATLAS-747,161.7504,13.7417,,,,,,0,0
NGC3384,MATLAS-748,161.752,12.9605,,,,,,0,0
NGC3379,MATLAS-749,161.7748,11.8779,,,,,,0,0
NGC3379,MATLAS-750,161.7982,11.76,,,,,,0,0
NGC3384,MATLAS-751,161.806,12.8024,,,,,,0,0
NGC3377,MATLAS-752,161.865,13.8897,,,,,,0,0
NGC3379,MATLAS-753,161.919,12.0489,,,,,,0,0
NGC3384,MATLAS-754,161.926,12.9753,,,,,,0,0
NGC3379,MATLAS-755,161.935,12.1138,,,,,,0,0
NGC3379,MATLAS-756,162.0544,11.9686,,,,,,0,0
NGC3377,MATLAS-757,162.1187,14.3578,,,,,,0,0
NGC3384,MATLAS-758,162.149,13.06,,,,,,0,0
NGC3377,MATLAS-759,162.165,14.0735,,,,,,0,0
NGC3377,MATLAS-760,162.185,13.8469,,,,,,0,0
NGC3377,MATLAS-761,162.2273,14.0275,,,,,,0,0
NGC3414,MATLAS-762,162.2645,27.6488,,"(288, 235)",6347.546330755993,7884.024662779996,['u'],1,0
NGC3414,MATLAS-763,162.2637,28.5298,,"(285, 237)",3060.395601764021,5578.41414114491,"['u', 'i']",2,0
NGC3379,MATLAS-764,162.2664,11.9834,,,,,,0,0
NGC3414,MATLAS-765,162.2892,27.6132,,"(288, 235)",5923.842106623358,7193.902585134684,['u'],1,0
NGC3384,MATLAS-766,162.2975,12.7927,,,,,,0,0
NGC3377,MATLAS-767,162.314,14.0451,,,,,,0,0
NGC3379,MATLAS-768,162.321,12.4223,,,,,,0,0
NGC3384,MATLAS-769,162.321,13.1962,,,,,,0,0
NGC3379,MATLAS-770,162.356,12.0261,,,,,,0,0
NGC3379,MATLAS-771,162.3579,12.5525,,,,,,0,0
NGC3377,MATLAS-772,162.3983,14.0709,,,,,,0,0
NGC3414,MATLAS-773,162.4142,27.7724,,"(287, 236)",6879.324291997222,590.1622311840483,"['u', 'i']",2,0
NGC3379,MATLAS-774,162.4172,12.2874,,,,,,0,0
NGC3414,MATLAS-775,162.4411,27.6351,,"(288, 235)",3315.7994116644004,7618.771619211519,['u'],1,0
NGC3379,MATLAS-776,162.4788,11.7808,,,,,,0,0
NGC3414,MATLAS-777,162.483,28.2361,,"(287, 236)",5696.622169677146,9575.51658041524,"['u', 'i']",2,0
NGC3414,MATLAS-778,162.5051,28.235,,"(287, 236)",5319.30942806851,9554.106662595388,"['u', 'i']",2,0
NGC3412,MATLAS-779,162.5145,13.8888,,,,,,0,0
NGC3412,MATLAS-780,162.5376,13.484,,,,,,0,0
NGC3414,MATLAS-781,162.5655,28.2471,,"(287, 236)",4288.162495305574,9788.694210907994,"['u', 'i']",2,0
NGC3412,MATLAS-782,162.5845,13.8966,,,,,,0,0
NGC3379,MATLAS-783,162.6003,12.2184,,,,,,0,0
NGC3379,MATLAS-784,162.6135,12.3598,,,,,,0,0
NGC3414,MATLAS-785,162.706,28.0583,,"(287, 236)",1884.1655241816002,6132.124235514591,"['u', 'i']",2,0
NGC3412,MATLAS-786,162.722,12.9304,,,,,,0,0
NGC3414,MATLAS-787,162.726,28.4098,,"(286, 237)",4875.995174047001,3252.0197753323764,"['u', 'i']",2,0
NGC3412,MATLAS-788,162.746,13.9929,,,,,,0,0
NGC3414,MATLAS-789,162.7864,28.0428,,"(287, 236)",508.55649931619064,5834.258671822232,"['u', 'i']",2,0
NGC3414,MATLAS-790,162.8734,28.0201,,"(288, 236)",8706.971969155828,5392.810221742542,"['u', 'i']",2,0
NGC3414,MATLAS-791,162.8981,28.2542,,"(286, 237)",1938.0185428772065,238.89047654914157,"['u', 'i']",2,0
NGC3414,MATLAS-792,162.9047,27.8221,,"(288, 236)",8177.334003263555,1554.870422214899,"['u', 'i']",2,0
NGC3414,MATLAS-793,162.9341,28.1567,,"(288, 236)",7665.160844186865,8038.403160265611,"['u', 'i']",2,0
NGC3412,MATLAS-794,162.945,13.9766,,,,,,0,0
NGC3414,MATLAS-795,162.9551,27.9658,,"(288, 236)",7310.45086264846,4338.515679956379,"['u', 'i']",2,0
NGC3414,MATLAS-796,162.959,28.3632,,"(286, 237)",902.658829449816,2353.0341146256546,"['u', 'i']",2,0
NGC3412,MATLAS-797,162.9739,13.1695,,,,,,0,0
NGC3414,MATLAS-798,162.9956,28.15,,"(288, 236)",6614.485723328562,7907.479251699223,"['u', 'i']",2,0
NGC3414,MATLAS-799,162.998,28.3601,,"(286, 237)",237.4569945541416,2294.391056704901,"['u', 'i']",2,0
NGC3414,MATLAS-800,163.0014,27.7593,,"(288, 236)",6520.884217016325,336.00423359754586,"['u', 'i']",2,0
NGC3414,MATLAS-801,163.0587,27.6234,,"(289, 235)",2389.9948925231533,7392.9731182724645,['u'],1,0
NGC3457,MATLAS-802,163.089,17.9353,,,,,,0,0
NGC3457,MATLAS-803,163.09,17.1189,,,,,,0,0
NGC3457,MATLAS-804,163.146,17.1448,,,,,,0,0
NGC3458,MATLAS-805,163.19,57.5914,,"(175, 295)",1483.349752907628,6780.011205517151,"['g', 'i', 'z']",3,0
NGC3414,MATLAS-806,163.2159,28.2924,,"(287, 237)",6224.7142473945605,977.2731001829184,"['u', 'i']",2,0
NGC3414,MATLAS-807,163.262,28.1556,,"(288, 236)",2062.710572070316,8017.453499509162,"['u', 'i']",2,0
NGC3414,MATLAS-808,163.2992,28.0493,,"(288, 236)",1423.5806290862392,5958.452085289038,"['u', 'i']",2,0
NGC3457,MATLAS-809,163.311,17.8415,,,,,,0,0
NGC3458,MATLAS-810,163.3195,56.9606,,"(178, 294)",5966.581597826114,4237.115588563254,"['g', 'i', 'z']",3,0
NGC3414,MATLAS-811,163.3546,27.7357,,"(290, 235)",6985.962279286463,9568.581377818067,['u'],1,0
NGC3458,MATLAS-812,163.4685,57.1003,,"(178, 294)",4394.569179413935,6943.96719440764,"['g', 'i', 'z']",3,0
NGC3457,MATLAS-813,163.5412,17.0644,,,,,,0,0
NGC3457,MATLAS-814,163.5582,18.0239,,,,,,0,0
NGC3457,MATLAS-815,163.5777,17.3286,,,,,,0,0
NGC3458,MATLAS-816,163.587,57.0618,,"(178, 294)",3145.3056836186856,6200.011371966442,"['g', 'i', 'z']",3,0
NGC3458,MATLAS-817,163.7028,57.1949,,"(178, 294)",1936.1388289418765,8783.532693190482,"['g', 'i', 'z']",3,0
NGC3457,MATLAS-818,163.7208,17.6705,,,,,,0,0
NGC3458,MATLAS-819,163.723,57.367,,"(176, 295)",5616.478039063049,2422.860463032711,"['g', 'i', 'z']",3,0
NGC3457,MATLAS-820,163.7387,17.4823,,,,,,0,0
NGC3457,MATLAS-821,163.7416,17.57,,,,,,0,0
NGC3457,MATLAS-822,163.748,17.6264,,,,,,0,0
NGC3457,MATLAS-823,163.7587,17.4891,,,,,,0,0
NGC3457,MATLAS-824,163.777,17.4623,,,,,,0,0
NGC3458,MATLAS-825,163.7916,56.7258,,"(181, 293)",6875.464651649787,9378.206323713133,"['g', 'i', 'z']",3,0
NGC3457,MATLAS-826,164.083,17.0852,,,,,,0,0
UGC06062,MATLAS-827,164.1918,9.4379,,,,,,0,0
UGC06062,MATLAS-828,164.192,8.9877,,,,,,0,0
UGC06062,MATLAS-829,164.2337,9.499,,,,,,0,0
NGC3458,MATLAS-830,164.2693,56.9697,,"(179, 294)",5630.852176069761,4413.092991190093,"['g', 'i', 'z']",3,0
UGC06062,MATLAS-831,164.364,9.1747,,,,,,0,0
UGC06062,MATLAS-832,164.3925,9.2148,,,,,,0,0
NGC3458,MATLAS-833,164.415,56.8865,,"(179, 294)",4089.7743208851844,2801.05676851612,"['g', 'i', 'z']",3,0
UGC06062,MATLAS-834,164.5683,9.1429,,,,,,0,0
NGC3489,MATLAS-835,164.6885,14.3624,,,,,,0,0
NGC3458,MATLAS-836,164.716,57.2552,,"(177, 295)",4964.058921336839,256.00172239533094,"['g', 'i', 'z']",3,0
NGC3489,MATLAS-837,164.7174,14.13,,,,,,0,0
UGC06062,MATLAS-838,164.759,9.042,,,,,,0,0
UGC06062,MATLAS-839,164.815,9.0001,,,,,,0,0
UGC06062,MATLAS-840,164.856,8.6086,,,,,,0,0
UGC06062,MATLAS-841,164.906,9.2805,,,,,,0,0
UGC06062,MATLAS-842,164.937,8.9039,,,,,,0,0
NGC3489,MATLAS-843,165.019,14.0199,,,,,,0,0
UGC06062,MATLAS-844,165.137,9.2813,,,,,,0,0
NGC3489,MATLAS-845,165.138,13.4079,,,,,,0,0
NGC3489,MATLAS-846,165.188,14.1727,,,,,,0,0
NGC3489,MATLAS-847,165.2163,13.8815,,,,,,0,0
NGC3522,MATLAS-848,166.764,20.2954,,"(312, 221)",1056.9029155611465,1037.6364640323204,['u'],1,0
UGC06176,MATLAS-849,166.7847,21.5894,,"(310, 223)",1525.250705490223,6734.632275928302,['u'],1,0
NGC3522,MATLAS-850,166.821,20.6414,,"(313, 221)",9712.68259844563,7743.958479612233,['u'],1,0
NGC3522,MATLAS-851,167.0797,20.0461,,"(314, 220)",4931.008365279873,5893.371201713156,['u'],1,0
NGC3530,MATLAS-852,167.1023,57.4778,,"(180, 295)",9188.39072626422,4582.17651488736,"['g', 'i', 'z']",3,0
UGC06176,MATLAS-853,167.2998,21.835,,"(310, 224)",2716.954606126366,1803.4026160164776,['u'],1,0
UGC06176,MATLAS-854,167.317,21.7778,,"(310, 224)",2406.5019551236046,695.182798747659,['u'],1,0
NGC3530,MATLAS-855,167.5118,57.3534,,"(180, 295)",4921.695476402165,2159.0420308654507,"['g', 'i', 'z']",3,0
NGC3530,MATLAS-856,167.6809,57.4756,,"(180, 295)",3160.0584268288503,4529.543983712246,"['g', 'i', 'z']",3,0
NGC3530,MATLAS-857,167.726,57.6354,,"(180, 295)",2700.2553334393187,7627.674570074158,"['g', 'i', 'z']",3,0
IC0676,MATLAS-858,167.7276,9.4423,,,,,,0,0
NGC3530,MATLAS-859,167.788,57.1225,,"(183, 294)",7242.597836095581,7377.430457608538,"['g', 'i', 'z']",3,0
NGC3530,MATLAS-860,167.865,57.3458,,"(180, 295)",1228.5185851821425,2021.7514983827036,"['g', 'i', 'z']",3,0
IC0676,MATLAS-861,168.1628,8.675,,,,,,0,0
IC0676,MATLAS-862,168.2508,8.8714,,,,,,0,0
IC0676,MATLAS-863,168.256,9.145,,,,,,0,0
IC0676,MATLAS-864,168.263,9.2276,,,,,,0,0
IC0676,MATLAS-865,168.3185,9.6507,,,,,,0,0
NGC3599,MATLAS-866,168.4402,18.3893,,,,,,0,0
IC0676,MATLAS-867,168.5331,9.5976,,,,,,0,0
NGC3599,MATLAS-868,168.591,18.2327,,,,,,0,0
NGC3599,MATLAS-869,168.5939,18.0443,,,,,,0,0
NGC3599,MATLAS-870,168.605,17.761,,,,,,0,0
NGC3599,MATLAS-871,168.6116,18.3762,,,,,,0,0
NGC3599,MATLAS-872,168.6181,18.2677,,,,,,0,0
NGC3599,MATLAS-873,168.726,18.3187,,,,,,0,0
NGC3599,MATLAS-874,168.7698,18.0869,,,,,,0,0
NGC3599,MATLAS-875,168.7795,17.972,,,,,,0,0
NGC3599,MATLAS-876,168.8518,17.9438,,,,,,0,0
NGC3610,MATLAS-877,168.889,58.4781,,"(176, 297)",263.5494749310137,4592.072216214359,"['g', 'i', 'z']",3,0
NGC3599,MATLAS-878,168.8986,18.4231,,,,,,0,0
NGC3599,MATLAS-879,168.9013,18.0185,,,,,,0,0
NGC3599,MATLAS-880,168.917,17.6567,,,,,,0,0
NGC3599,MATLAS-881,168.9506,18.0788,,,,,,0,0
NGC3619,MATLAS-882,168.9552,57.7608,,"(179, 296)",4363.727010920352,364.814010880802,"['g', 'i', 'z']",3,0
NGC3599,MATLAS-883,168.9689,17.9024,,,,,,0,0
NGC3610,MATLAS-884,168.979,58.3302,,"(177, 297)",9064.23577840665,1721.5002663663781,"['g', 'i', 'z']",3,0
NGC3599,MATLAS-885,168.9895,17.9406,,,,,,0,0
NGC3599,MATLAS-886,169.0472,17.9509,,,,,,0,0
NGC3599,MATLAS-887,169.0775,18.5955,,,,,,0,0
NGC3599,MATLAS-888,169.12,18.1935,,,,,,0,0
NGC3599,MATLAS-889,169.1257,18.3249,,,,,,0,0
NGC3619,MATLAS-890,169.1469,58.173,,"(179, 296)",2411.8957189012435,8357.430664130074,"['g', 'i', 'z']",3,0
NGC3619,MATLAS-891,169.1564,58.1981,,"(179, 296)",2316.7007448566515,8844.216949319873,"['g', 'i', 'z']",3,0
NGC3619,MATLAS-892,169.1679,58.056,,"(179, 296)",2188.079491218307,6090.932887019122,"['g', 'i', 'z']",3,0
NGC3599,MATLAS-893,169.173,17.8915,,,,,,0,0
NGC3610,MATLAS-894,169.215,59.2048,,"(174, 298)",2068.6899457426,8975.320856283734,"['g', 'i', 'z']",3,0
NGC3610,MATLAS-895,169.2245,59.1328,,"(174, 298)",1968.0700927069456,7580.456722072009,"['g', 'i', 'z']",3,0
NGC3619,MATLAS-896,169.2421,57.717,,"(182, 295)",6276.916295583339,9206.417457541133,"['g', 'i', 'z']",3,0
NGC3619,MATLAS-897,169.2567,58.1991,,"(179, 296)",1292.4971962983968,8868.350096762008,"['g', 'i', 'z']",3,0
NGC3599,MATLAS-898,169.257,18.3027,,,,,,0,0
NGC3599,MATLAS-899,169.3247,18.4151,,,,,,0,0
NGC3599,MATLAS-900,169.3399,18.3234,,,,,,0,0
NGC3599,MATLAS-901,169.3438,17.9982,,,,,,0,0
NGC3619,MATLAS-902,169.3563,58.2427,,"(177, 297)",5225.981170022921,13.796271163288111,"['g', 'i', 'z']",3,0
NGC3599,MATLAS-903,169.3878,18.3062,,,,,,0,0
NGC3619,MATLAS-904,169.4012,57.6401,,"(182, 295)",4629.3826344399395,7715.095843575153,"['g', 'i', 'z']",3,0
NGC3599,MATLAS-905,169.4017,18.5839,,,,,,0,0
NGC3619,MATLAS-906,169.4046,57.9684,,"(180, 296)",9446.32881308842,4401.854544402962,"['g', 'i', 'z']",3,0
NGC3599,MATLAS-907,169.409,18.3594,,,,,,0,0
NGC3619,MATLAS-908,169.416,58.1056,,"(180, 296)",9312.580655272694,7059.879096855513,"['g', 'i', 'z']",3,0
NGC3619,MATLAS-909,169.4192,58.0648,,"(180, 296)",9284.707714136392,6269.021126899295,"['g', 'i', 'z']",3,0
NGC3619,MATLAS-910,169.4308,58.0079,,"(180, 296)",9172.43276759208,5165.6437627733185,"['g', 'i', 'z']",3,0
NGC3610,MATLAS-911,169.4393,58.8395,,"(175, 298)",9522.888787693522,1904.9026271814246,"['g', 'i', 'z']",3,0
NGC3599,MATLAS-912,169.4489,18.2508,,,,,,0,0
NGC3599,MATLAS-913,169.4852,17.6239,,,,,,0,0
NGC3610,MATLAS-914,169.5147,58.7473,,"(177, 297)",3630.1779660972866,9793.839817570548,"['g', 'i', 'z']",3,0
NGC3619,MATLAS-915,169.5344,57.9465,,"(180, 296)",8114.1053605312245,3970.1993271083074,"['g', 'i', 'z']",3,0
NGC3610,MATLAS-916,169.5463,58.6457,,"(177, 297)",3307.5487418007406,7825.63805717574,"['g', 'i', 'z']",3,0
NGC3610,MATLAS-917,169.572,58.3062,,"(177, 297)",3029.4545732759825,1247.1744198800152,"['g', 'i', 'z']",3,0
NGC3619,MATLAS-918,169.5961,57.934,,"(180, 296)",7480.409121264936,3725.4102752846566,"['g', 'i', 'z']",3,0
NGC3626,MATLAS-919,169.6366,18.4623,,,,,,0,0
NGC3619,MATLAS-920,169.662,58.0401,,"(180, 296)",6797.084691568771,5779.4275685154535,"['g', 'i', 'z']",3,0
NGC3626,MATLAS-921,169.701,18.1229,,,,,,0,0
NGC3619,MATLAS-922,169.7234,57.7722,,"(180, 296)",6176.00118691023,586.4366965494164,"['g', 'i', 'z']",3,0
NGC3619,MATLAS-923,169.7349,57.3086,,"(182, 295)",1133.1999996890636,1301.3440649666204,"['g', 'i', 'z']",3,0
NGC3619,MATLAS-924,169.7603,58.0847,,"(180, 296)",5787.761246488806,6641.848111721411,"['g', 'i', 'z']",3,0
NGC3619,MATLAS-925,169.7779,57.9582,,"(180, 296)",5609.600800373651,4190.226544160086,"['g', 'i', 'z']",3,0
NGC3626,MATLAS-926,169.8076,18.0974,,,,,,0,0
NGC3640,MATLAS-927,169.8152,3.0066,,,,,,0,0
NGC3640,MATLAS-928,169.8325,2.7918,,,,,,0,0
