ID,HostETG,Dist,f_Dist,Distl,r_Distl,RAdeg,DEdeg,gmag,g-i,g-r,n,n_n,Re,b/a,PA,mu0g,<mueg>,Morph,field1,field2,field3,host_ra,host_dec,host_Vhel,host_D,host_Mk,host_Ab,host_logRe,iso_clean,main_field,r_fov_arcsec
MATLAS-1024,NGC3674,33.4,1,0.0, ,171.2646,56.9362,21.47,0.0,0.49,1.18, ,3.15,0.63,81.31,24.42,25.2,dE  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1025,NGC3665,33.1,2,0.0, ,171.3087,38.758,20.24,0.5,0.25,0.86, ,8.02,0.7,-57.48,25.22,26.0,dE  ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1026,NGC3665,33.1,2,0.0, ,171.328,38.7725,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1027,NGC3665,33.1,2,0.0, ,171.351,38.618,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dEN ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1028,NGC3665,33.1,2,0.0, ,171.374,39.0738,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1029,NGC3665,33.1,2,0.0, ,171.3923,38.9089,21.48,0.86,0.51,0.77, ,2.54,0.71,-27.44,23.97,24.75,dEN ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1030,NGC3665,33.1,2,27.58,c,171.404,38.8881,17.56,0.99,0.64,0.95, ,6.48,0.96,63.69,22.07,22.86,dEN ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1031,NGC3665,33.1,2,0.0, ,171.408,38.9716,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1032,NGC3665,33.1,2,0.0, ,171.4225,38.8498,20.14,1.58,0.53,0.69, ,4.39,0.92,-44.47,23.81,24.59,dEN ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1033,NGC3674,33.4,1,0.0, ,171.433,56.8657,19.91,0.0,0.54,1.16, ,5.56,0.59,-2.08,24.09,24.87,dE  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1034,NGC3665,33.1,2,0.0, ,171.4557,39.0182,21.0,0.64,0.42,0.83, ,4.44,0.61,85.6,24.69,25.47,dE  ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1035,NGC3665,33.1,2,0.0, ,171.456,38.8729,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1036,NGC3674,33.4,1,35.47,b,171.481,57.4466,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1037,NGC3665,33.1,2,0.0, ,171.4849,38.9473,20.88,0.0,0.98,0.88, ,5.88,0.93,35.03,25.18,25.97,dEN ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1038,NGC3665,33.1,2,0.0, ,171.5173,38.9456,21.53,-0.07,-0.22,1.27, ,5.55,0.96,-18.86,25.71,26.49,dE  ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1039,NGC3665,33.1,2,0.0, ,171.5483,38.9774,21.22,0.6,0.32,0.8, ,5.08,0.77,-78.77,25.21,25.99,dE  ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1040,NGC3665,33.1,2,0.0, ,171.5709,38.488,21.36,1.1,0.45,0.73, ,5.24,0.79,80.79,25.42,26.2,dEN ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1041,NGC3674,33.4,1,0.0, ,171.5827,57.1629,21.01,0.0,0.8,0.63, ,5.98,0.71,-45.51,25.35,26.13,dE  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1042,NGC3665,33.1,2,0.0, ,171.608,38.7955,20.33,0.79,0.57,0.79, ,4.64,0.67,71.96,24.12,24.9,dE  ,NGC3658,NGC3665,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1043,NGC3694,35.2,1,0.0, ,171.6143,35.2649,21.04,0.0,0.43,1.06, ,4.3,0.75,0.44,24.67,25.45,dE  ,NGC3694,,,172.225571,35.413857,2243.0,35.2,-22.35,0.1,1.02,1.0,NGC3694,1874.607697279462
MATLAS-1044,NGC3674,33.4,1,0.0, ,171.6164,57.1284,20.92,0.0,0.39,0.8, ,2.87,0.89,-11.41,23.67,24.45,dE  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1045,NGC3694,35.2,1,0.0, ,171.6327,35.3471,20.71,0.0,0.45,1.05, ,3.29,0.76,60.66,23.75,24.54,dE  ,NGC3694,,,172.225571,35.413857,2243.0,35.2,-22.35,0.1,1.02,1.0,NGC3694,1874.607697279462
MATLAS-1046,NGC3674,33.4,1,0.0, ,171.6328,57.2649,18.13,0.0,0.56,0.92, ,8.49,0.93,34.56,23.24,24.02,dE  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1047,NGC3674,33.4,1,0.0, ,171.6529,57.6057,19.83,0.0,0.36,0.93, ,4.29,0.45,-66.18,23.1,23.89,dIN ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1048,NGC3694,35.2,1,0.0, ,171.659,35.2798,20.85,0.0,0.47,0.66, ,5.33,0.66,62.33,24.94,25.73,dE  ,NGC3694,,,172.225571,35.413857,2243.0,35.2,-22.35,0.1,1.02,1.0,NGC3694,1874.607697279462
MATLAS-1049,NGC3674,33.4,1,0.0, ,171.664,56.8843,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1050,NGC3694,35.2,1,0.0, ,171.692,35.1655,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3694,,,172.225571,35.413857,2243.0,35.2,-22.35,0.1,1.02,1.0,NGC3694,1874.607697279462
MATLAS-1051,NGC3665,33.1,2,0.0, ,171.7102,38.9535,20.52,0.81,0.5,1.01, ,3.9,0.74,-62.62,23.94,24.72,dE  ,NGC3665,,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1052,NGC3694,35.2,1,0.0, ,171.72,35.3938,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3694,,,172.225571,35.413857,2243.0,35.2,-22.35,0.1,1.02,1.0,NGC3694,1874.607697279462
MATLAS-1053,NGC3665,33.1,2,27.84,a,171.757,38.9305,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC3665,,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1054,NGC3694,35.2,1,0.0, ,171.7575,35.2474,21.95,0.0,0.26,0.62, ,2.48,0.87,73.28,24.38,25.16,dE  ,NGC3694,,,172.225571,35.413857,2243.0,35.2,-22.35,0.1,1.02,1.0,NGC3694,1874.607697279462
MATLAS-1055,NGC3665,33.1,2,0.0, ,171.7979,39.3276,18.4,0.99,0.61,1.0, ,4.81,0.87,70.64,22.27,23.06,dE  ,NGC3665,,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1056,NGC3665,33.1,2,0.0, ,171.799,39.2536,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3665,,,171.181793,38.762791,2069.0,33.1,-24.92,0.08,1.49,0.0,NGC3665,1875.9260975684551
MATLAS-1057,NGC3674,33.4,1,0.0, ,171.9599,56.7958,20.92,0.0,0.72,0.79, ,5.99,0.83,-78.16,25.27,26.05,dE  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1058,NGC3674,33.4,1,0.0, ,171.9613,56.8801,20.28,0.0,0.53,1.16, ,4.13,0.68,68.33,23.82,24.6,dE  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1059,NGC3674,33.4,1,0.0, ,171.9652,56.855,18.1,0.0,0.49,0.98, ,14.05,0.52,-69.54,24.3,25.08,dEN ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1060,NGC3674,33.4,1,0.0, ,171.972,56.8603,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1061,NGC3674,33.4,1,0.0, ,171.9743,57.245,20.78,0.0,0.67,1.19, ,3.69,0.56,-28.16,24.07,24.85,dEN ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1062,NGC3674,33.4,1,0.0, ,172.0299,56.9117,21.36,0.0,0.46,0.62, ,3.99,0.69,-1.08,24.83,25.61,dE  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1063,NGC3674,33.4,1,0.0, ,172.1317,57.0064,20.43,0.0,0.47,0.7, ,6.05,0.9,-60.9,24.8,25.58,dE  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1064,NGC3694,35.2,1,0.0, ,172.1835,35.1037,21.48,0.0,0.67,1.47, ,5.02,0.44,87.16,25.44,26.22,dE  ,NGC3694,,,172.225571,35.413857,2243.0,35.2,-22.35,0.1,1.02,1.0,NGC3694,1874.607697279462
MATLAS-1065,NGC3674,33.4,1,23.99,a,172.198,56.746,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1066,NGC3694,35.2,1,0.0, ,172.223,35.8533,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dIN ,NGC3694,,,172.225571,35.413857,2243.0,35.2,-22.35,0.1,1.02,1.0,NGC3694,1874.607697279462
MATLAS-1067,NGC3694,35.2,1,0.0, ,172.2542,35.6365,18.97,0.0,0.0,0.8, ,4.32,0.67,30.45,22.6,23.39,dEN ,NGC3694,,,172.225571,35.413857,2243.0,35.2,-22.35,0.1,1.02,1.0,NGC3694,1874.607697279462
MATLAS-1068,NGC3674,33.4,1,0.0, ,172.263,56.8666,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3674,,,171.61087,57.04829,2055.0,33.4,-23.23,0.06,1.05,0.0,NGC3674,1872.5338959306089
MATLAS-1069,NGC3757,22.6,1,14.83,a,173.825,58.8884,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dIN ,NGC3757,,,174.261765,58.415649,1245.0,22.6,-22.15,0.06,0.95,0.0,NGC3757,1874.336618945562
MATLAS-1070,NGC3757,22.6,1,0.0, ,173.8679,58.2754,19.49,0.0,0.29,0.78, ,11.53,0.62,78.2,25.26,26.04,dEN ,NGC3757,,,174.261765,58.415649,1245.0,22.6,-22.15,0.06,0.95,0.0,NGC3757,1874.336618945562
MATLAS-1071,NGC3757,22.6,1,0.0, ,173.9721,58.3816,19.12,0.0,0.61,0.8, ,7.95,0.61,-32.16,24.08,24.86,dEN ,NGC3757,,,174.261765,58.415649,1245.0,22.6,-22.15,0.06,0.95,0.0,NGC3757,1874.336618945562
MATLAS-1072,NGC3757,22.6,1,0.0, ,174.103,58.2903,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3757,,,174.261765,58.415649,1245.0,22.6,-22.15,0.06,0.95,0.0,NGC3757,1874.336618945562
MATLAS-1073,NGC3757,22.6,1,0.0, ,174.4956,58.3821,18.8,0.0,0.55,0.9, ,5.98,0.85,-23.5,23.15,23.93,dEN ,NGC3757,,,174.261765,58.415649,1245.0,22.6,-22.15,0.06,0.95,0.0,NGC3757,1874.336618945562
MATLAS-1074,NGC3796,22.7,1,0.0, ,174.5984,59.8,19.73,0.0,0.38,1.03, ,5.0,0.69,66.86,23.69,24.47,dE  ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1075,NGC3796,22.7,1,0.0, ,174.6831,60.0323,19.39,0.0,0.62,0.83, ,5.94,0.93,-63.16,23.72,24.5,dEN ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1076,NGC3796,22.7,1,0.0, ,174.7673,59.7574,20.5,0.0,0.49,1.03, ,2.62,0.85,0.2,23.05,23.84,dE  ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1077,NGC3757,22.6,1,0.0, ,174.7772,58.6189,19.67,0.0,0.5,0.81, ,3.89,0.87,48.59,23.08,23.87,dE  ,NGC3757,,,174.261765,58.415649,1245.0,22.6,-22.15,0.06,0.95,0.0,NGC3757,1874.336618945562
MATLAS-1078,NGC3796,22.7,1,0.0, ,174.7864,59.9216,20.84,0.0,0.69,0.88, ,4.63,0.9,58.85,24.62,25.41,dE  ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1079,NGC3796,22.7,1,0.0, ,174.873,60.0929,19.59,0.0,0.5,1.04, ,3.72,0.72,-52.12,22.91,23.69,dEN ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1080,NGC3796,22.7,1,0.0, ,174.8823,59.8722,19.97,0.0,0.58,0.71, ,5.31,0.73,-60.83,24.06,24.84,dEN ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1081,NGC3796,22.7,1,0.0, ,174.9967,60.016,20.0,0.0,0.54,0.75, ,6.12,0.73,-4.01,24.4,25.18,dEN ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1082,NGC3796,22.7,1,16.29,b,175.1124,60.3658,18.5,0.0,0.0,0.91, ,7.2,0.78,-46.92,23.25,24.03,dE  ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1083,NGC3796,22.7,1,0.0, ,175.144,60.9042,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1084,NGC3838,23.5,1,20.93,a,175.242,57.8284,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3838,,,176.057205,57.948101,1308.0,23.5,-22.52,0.05,1.04,0.0,NGC3838,1875.9520902797374
MATLAS-1085,NGC3796,22.7,1,0.0, ,175.2565,59.9265,20.07,0.0,0.88,1.5, ,3.88,0.81,-8.89,23.47,24.26,dEN ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1086,NGC3838,23.5,1,0.0, ,175.2871,58.2286,17.35,0.0,0.29,0.65, ,11.71,0.8,76.93,22.8,23.59,dI  ,NGC3838,,,176.057205,57.948101,1308.0,23.5,-22.52,0.05,1.04,0.0,NGC3838,1875.9520902797374
MATLAS-1087,NGC3796,22.7,1,0.0, ,175.291,59.84,18.94,0.0,0.44,0.99, ,5.31,0.89,-43.58,23.03,23.81,dEN ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1088,NGC3838,23.5,1,27.84,c,175.385,57.8505,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3838,,,176.057205,57.948101,1308.0,23.5,-22.52,0.05,1.04,0.0,NGC3838,1875.9520902797374
MATLAS-1089,NGC3838,23.5,1,18.96,c,175.581,57.8962,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC3838,,,176.057205,57.948101,1308.0,23.5,-22.52,0.05,1.04,0.0,NGC3838,1875.9520902797374
MATLAS-1090,NGC3796,22.7,1,0.0, ,175.6541,60.6068,20.4,0.0,0.0,0.56,*,6.46,0.43,44.03,24.91,25.7,dE  ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1091,NGC3796,22.7,1,0.0, ,175.689,59.8496,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1092,NGC3796,22.7,1,0.0, ,175.6936,60.3915,20.56,0.0,0.41,0.74, ,2.5,0.69,14.75,23.01,23.8,dE  ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1093,NGC3838,23.5,1,0.0, ,175.707,58.4669,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3838,,,176.057205,57.948101,1308.0,23.5,-22.52,0.05,1.04,0.0,NGC3838,1875.9520902797374
MATLAS-1094,NGC3838,23.5,1,0.0, ,175.7121,58.0949,19.38,0.0,0.0,0.34,*,4.5,0.77,-64.28,23.11,23.89,dE  ,NGC3838,,,176.057205,57.948101,1308.0,23.5,-22.52,0.05,1.04,0.0,NGC3838,1875.9520902797374
MATLAS-1095,NGC3796,22.7,1,0.0, ,175.7235,59.7975,20.9,0.0,0.0,0.84, ,3.1,0.55,-48.62,23.47,24.25,dI  ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1096,NGC3796,22.7,1,0.0, ,175.8727,60.2868,20.85,0.0,0.49,0.98, ,3.85,0.83,56.8,24.24,25.03,dE  ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1097,NGC3796,22.7,1,0.0, ,175.919,59.7732,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1098,NGC3838,23.5,1,0.0, ,175.9395,58.5191,20.09,0.0,0.25,0.81, ,5.14,0.38,-38.14,23.75,24.53,dI  ,NGC3838,,,176.057205,57.948101,1308.0,23.5,-22.52,0.05,1.04,0.0,NGC3838,1875.9520902797374
MATLAS-1099,NGC3838,23.5,1,0.0, ,175.9596,58.1921,18.83,0.0,0.36,1.25, ,11.94,0.47,-39.33,24.68,25.46,dE  ,NGC3838,,,176.057205,57.948101,1308.0,23.5,-22.52,0.05,1.04,0.0,NGC3838,1875.9520902797374
MATLAS-1100,NGC3838,23.5,1,0.0, ,175.9981,57.8785,19.83,0.0,0.48,0.73, ,4.91,0.64,10.62,23.75,24.53,dE  ,NGC3838,,,176.057205,57.948101,1308.0,23.5,-22.52,0.05,1.04,0.0,NGC3838,1875.9520902797374
MATLAS-1101,NGC3796,22.7,1,0.0, ,176.0243,60.0863,20.84,0.0,0.48,0.72, ,2.88,0.9,-45.59,23.59,24.38,dE  ,NGC3796,,,175.129776,60.298958,1250.0,22.7,-21.84,0.06,1.06,0.0,NGC3796,1875.936892082084
MATLAS-1102,NGC3838,23.5,1,0.0, ,176.179,58.1719,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3838,,,176.057205,57.948101,1308.0,23.5,-22.52,0.05,1.04,0.0,NGC3838,1875.9520902797374
MATLAS-1103,NGC3838,23.5,1,0.0, ,176.204,57.8113,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3838,,,176.057205,57.948101,1308.0,23.5,-22.52,0.05,1.04,0.0,NGC3838,1875.9520902797374
MATLAS-1104,NGC3838,23.5,1,17.79,a,176.217,57.8736,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dIN ,NGC3838,,,176.057205,57.948101,1308.0,23.5,-22.52,0.05,1.04,0.0,NGC3838,1875.9520902797374
MATLAS-1105,NGC3838,23.5,1,19.77,a,176.978,58.3641,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC3838,,,176.057205,57.948101,1308.0,23.5,-22.52,0.05,1.04,0.0,NGC3838,1875.9520902797374
MATLAS-1106,NGC3945,23.2,1,0.0, ,177.304,61.1948,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dEN ,NGC3945,,,178.30719,60.67556,1281.0,23.2,-24.31,0.12,1.45,0.0,NGC3945,1873.7078224728389
MATLAS-1107,NGC3945,23.2,1,0.0, ,177.8246,60.4367,19.57,0.77,0.49,0.84, ,5.13,0.8,-85.34,23.58,24.36,dE  ,NGC3945,,,178.30719,60.67556,1281.0,23.2,-24.31,0.12,1.45,0.0,NGC3945,1873.7078224728389
MATLAS-1108,NGC3941,11.9,1,0.0, ,177.8688,37.4096,21.74,0.0,0.53,0.67, ,3.8,0.7,-46.89,25.1,25.89,dE  ,NGC3941,,,178.230667,36.986378,930.0,11.9,-23.06,0.09,1.4,1.0,NGC3941,1875.5615194732163
MATLAS-1109,NGC3941,11.9,1,0.0, ,178.0211,36.7401,21.85,0.0,0.39,0.78, ,2.9,0.99,85.02,24.62,25.4,dE  ,NGC3941,,,178.230667,36.986378,930.0,11.9,-23.06,0.09,1.4,1.0,NGC3941,1875.5615194732163
MATLAS-1110,NGC3945,23.2,1,0.0, ,178.072,60.6531,20.84,0.58,0.46,0.79, ,6.55,0.67,66.61,25.38,26.17,dE  ,NGC3945,,,178.30719,60.67556,1281.0,23.2,-24.31,0.12,1.45,0.0,NGC3945,1873.7078224728389
MATLAS-1111,NGC3941,11.9,1,0.0, ,178.1421,37.1168,19.72,0.0,0.49,0.5, ,7.73,0.71,-40.28,24.62,25.4,dEN ,NGC3941,,,178.230667,36.986378,930.0,11.9,-23.06,0.09,1.4,1.0,NGC3941,1875.5615194732163
MATLAS-1112,NGC3941,11.9,1,0.0, ,178.2889,36.6552,20.27,0.0,0.45,0.91, ,6.7,0.89,-52.97,24.86,25.64,dEN ,NGC3941,,,178.230667,36.986378,930.0,11.9,-23.06,0.09,1.4,1.0,NGC3941,1875.5615194732163
MATLAS-1113,NGC3945,23.2,1,17.64,a,178.4545,60.8696,16.43,0.0,0.0,1.86, ,8.42,0.6,55.22,21.51,22.3,dEN ,NGC3945,,,178.30719,60.67556,1281.0,23.2,-24.31,0.12,1.45,0.0,NGC3945,1873.7078224728389
MATLAS-1114,NGC3941,11.9,1,0.0, ,178.598,36.5864,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dEN ,NGC3941,,,178.230667,36.986378,930.0,11.9,-23.06,0.09,1.4,1.0,NGC3941,1875.5615194732163
MATLAS-1115,NGC3998,13.7,1,0.0, ,178.665,54.9327,19.94,0.0,0.0,0.65, ,4.61,0.64,0.27,23.72,24.5,dE  ,NGC3998,,,179.484039,55.453564,1048.0,13.7,-23.33,0.07,1.3,0.0,NGC3998,1875.6910677935116
MATLAS-1116,NGC3945,23.2,1,0.0, ,178.6859,61.1349,20.97,0.2,0.14,0.85, ,3.16,0.78,-81.35,23.93,24.71,dE  ,NGC3945,,,178.30719,60.67556,1281.0,23.2,-24.31,0.12,1.45,0.0,NGC3945,1873.7078224728389
MATLAS-1117,NGC3998,13.7,1,0.0, ,178.6986,55.1589,19.83,0.0,0.45,1.2, ,3.97,0.68,-35.44,23.28,24.07,dE  ,NGC3998,,,179.484039,55.453564,1048.0,13.7,-23.33,0.07,1.3,0.0,NGC3998,1875.6910677935116
MATLAS-1118,NGC3998,13.7,1,0.0, ,178.7126,55.3968,18.48,0.0,0.54,0.7, ,7.82,0.81,15.44,23.41,24.19,dEN ,NGC3998,,,179.484039,55.453564,1048.0,13.7,-23.33,0.07,1.3,0.0,NGC3998,1875.6910677935116
MATLAS-1119,NGC3998,13.7,1,0.0, ,178.8553,55.9506,17.7,0.0,0.5,1.03, ,8.98,0.66,49.96,22.92,23.71,dEN ,NGC3998,,,179.484039,55.453564,1048.0,13.7,-23.33,0.07,1.3,0.0,NGC3998,1875.6910677935116
MATLAS-1120,NGC3998,13.7,1,0.0, ,178.9199,55.3648,19.95,0.0,0.38,0.94, ,13.4,0.4,-46.62,26.05,26.83,dE  ,NGC3998,,,179.484039,55.453564,1048.0,13.7,-23.33,0.07,1.3,0.0,NGC3998,1875.6910677935116
MATLAS-1121,NGC3945,23.2,1,0.0, ,178.9377,61.2056,20.46,0.55,0.41,0.88, ,5.79,0.47,-66.12,24.74,25.52,dE  ,NGC3945,,,178.30719,60.67556,1281.0,23.2,-24.31,0.12,1.45,0.0,NGC3945,1873.7078224728389
MATLAS-1122,NGC3998,13.7,1,0.0, ,178.9691,55.4243,19.78,0.0,0.3,0.69, ,9.5,0.92,-37.28,25.13,25.91,dEN ,NGC3998,,,179.484039,55.453564,1048.0,13.7,-23.33,0.07,1.3,0.0,NGC3998,1875.6910677935116
