ID,HostETG,Dist,f_Dist,Distl,r_Distl,RAdeg,DEdeg,gmag,g-i,g-r,n,n_n,Re,b/a,PA,mu0g,<mueg>,Morph,field1,field2,field3,host_ra,host_dec,host_Vhel,host_D,host_Mk,host_Ab,host_logRe,iso_clean,main_field,r_fov_arcsec
MATLAS-1,NGC0448,29.5,1,0.0, ,18.2998,-2.0792,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-2,NGC0448,29.5,1,0.0, ,18.3236,-1.1708,19.9,0.71,0.0,1.21, ,3.81,0.45,1.35,23.26,24.05,dE  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-3,NGC0448,29.5,1,0.0, ,18.3396,-1.8231,20.44,0.0,0.0,0.61,*,4.54,0.52,85.42,24.18,24.96,dI  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-4,NGC0448,29.5,1,0.0, ,18.4198,-1.9169,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-5,NGC0448,29.5,1,0.0, ,18.6778,-1.0972,20.55,0.72,0.5,1.33, ,3.52,0.75,38.52,23.74,24.52,dE  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-6,NGC0448,29.5,1,0.0, ,18.6875,-1.2415,19.95,0.58,0.0,0.69, ,3.88,0.75,46.88,23.35,24.14,dE  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-7,NGC0448,29.5,1,28.96,a,18.7193,-1.0953,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-8,NGC0448,29.5,1,0.0, ,18.7567,-1.4806,19.63,1.26,0.75,0.57, ,8.75,0.78,48.37,24.79,25.58,dEN ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-9,NGC0448,29.5,1,0.0, ,18.7782,-1.2741,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dIN ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-10,NGC0448,29.5,1,0.0, ,18.7949,-1.4718,17.27,0.0,0.0,1.09, ,4.45,0.82,31.35,20.98,21.76,dEN ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-11,NGC0448,29.5,1,80.88,a,18.7967,-1.1504,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-12,NGC0448,29.5,1,0.0, ,18.8185,-1.5824,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dEN ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-13,NGC0448,29.5,1,0.0, ,18.8402,-1.1981,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-14,NGC0448,29.5,1,0.0, ,18.9516,-1.3149,21.88,0.8,0.48,1.06, ,2.39,0.61,-14.28,24.23,25.01,dE  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-15,NGC0448,29.5,1,0.0, ,18.9577,-1.3915,19.84,0.87,0.0,1.3, ,4.28,0.57,15.17,23.45,24.23,dE  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-16,NGC0448,29.5,1,0.0, ,18.9681,-1.4602,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-17,NGC0448,29.5,1,0.0, ,19.1392,-1.8167,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-18,NGC0448,29.5,1,0.0, ,19.2337,-2.0258,21.37,0.63,0.49,0.49, ,3.48,0.62,-68.26,24.54,25.32,dE  ,NGC0448,,,18.818876,-1.626105,1908.0,29.5,-23.02,0.26,1.05,1.0,NGC0448,1875.8273908148556
MATLAS-19,NGC0474,30.9,1,0.0, ,19.5589,2.9039,21.37,0.0,0.0,0.55,*,4.65,0.68,-53.6,25.16,25.95,dE  ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-20,NGC0474,30.9,1,0.0, ,19.5843,3.4333,20.73,0.8,0.49,0.54, ,4.47,0.73,88.33,24.44,25.23,dEN ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-21,NGC0474,30.9,1,0.0, ,19.5941,3.3277,20.56,0.92,0.46,0.51, ,7.13,0.7,20.07,25.28,26.06,dE  ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-22,NGC0474,30.9,1,0.0, ,19.6847,3.4907,21.56,0.81,0.59,0.58, ,3.65,0.8,73.13,25.35,26.13,dE  ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-23,NGC0474,30.9,1,71.36,b,19.7116,3.5617,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-24,NGC0474,30.9,1,0.0, ,19.848,3.2397,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-25,NGC0474,30.9,1,0.0, ,19.8589,3.3597,20.06,0.84,0.56,1.01, ,5.44,0.93,-48.68,24.19,24.98,dEN ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-26,NGC0474,30.9,1,0.0, ,19.9304,3.2466,20.61,0.74,0.54,0.83, ,4.69,0.78,73.48,24.43,25.21,dE  ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-27,NGC0474,30.9,1,0.0, ,20.0623,3.6167,20.15,0.7,0.45,0.73, ,4.94,0.73,-54.35,24.08,24.86,dE  ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-28,NGC0474,30.9,1,0.0, ,20.119,3.6088,20.57,0.81,0.64,0.36, ,8.2,0.7,-60.37,25.65,26.44,dE  ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-29,NGC0474,30.9,1,0.0, ,20.1466,3.1456,19.19,0.55,0.0,0.88, ,7.59,0.45,-3.83,24.05,24.83,dE  ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-30,NGC0502,35.9,3,0.0, ,20.2758,8.6653,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-31,NGC0502,35.9,3,0.0, ,20.3402,8.8382,21.38,1.01,0.68,0.48, ,4.12,0.9,79.72,25.11,25.89,dE  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-32,NGC0502,35.9,3,0.0, ,20.3638,9.1801,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dIN ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-33,NGC0474,30.9,1,0.0, ,20.3849,3.6714,20.85,0.69,0.46,0.93, ,4.93,0.81,61.52,24.77,25.55,dE  ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-34,NGC0474,30.9,1,0.0, ,20.3962,3.5636,20.05,0.55,0.32,1.17, ,4.07,0.87,56.09,23.21,23.99,dI  ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-35,NGC0474,30.9,1,0.0, ,20.4945,3.9712,19.9,0.67,0.4,0.84, ,5.13,0.6,-10.99,23.91,24.69,dE  ,NGC0474,,,20.027901,3.41527,2315.0,30.9,-23.91,0.15,1.52,0.0,NGC0474,1871.1797869027293
MATLAS-36,NGC0502,35.9,3,0.0, ,20.5175,8.9702,19.6,0.7,0.47,0.82, ,5.8,0.56,12.65,23.87,24.66,dE  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-37,NGC0502,35.9,3,0.0, ,20.531,9.1407,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-38,NGC0502,35.9,3,0.0, ,20.5753,9.1776,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-39,NGC0502,35.9,3,0.0, ,20.5831,9.0089,20.91,0.77,0.49,0.7, ,2.42,0.92,-23.49,23.29,24.07,dE  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-40,NGC0502,35.9,3,0.0, ,20.5962,9.0368,20.99,0.0,0.0,1.06,*,4.96,0.49,27.55,25.76,26.54,dE  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-41,NGC0502,35.9,3,0.0, ,20.6222,8.7659,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-42,NGC0502,35.9,3,33.46,b,20.626,8.7614,17.3,0.55,0.4,0.6, ,21.19,0.67,-46.01,24.04,24.82,dI  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-43,NGC0502,35.9,3,0.0, ,20.6259,8.7853,20.07,0.51,0.33,0.62, ,4.65,0.54,-80.71,23.87,24.65,dEN ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-44,NGC0502,35.9,3,0.0, ,20.6799,9.4184,17.65,0.87,0.69,0.96, ,6.35,0.94,23.69,22.12,22.91,dEN ,NGC0502,NGC0524,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-45,NGC0502,35.9,3,0.0, ,20.6999,9.1027,20.31,0.55,0.28,1.41, ,6.63,0.65,84.37,24.87,25.66,dEN ,NGC0502,NGC0524,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-46,NGC0525,30.7,4,0.0, ,20.7054,9.7262,18.75,0.8,0.0,0.78, ,7.85,0.79,-66.24,23.68,24.46,dEN ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-47,NGC0502,35.9,3,0.0, ,20.7197,9.1419,21.96,0.49,0.38,0.66, ,2.3,0.96,-33.01,24.23,25.01,dE  ,NGC0502,NGC0524,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-48,NGC0502,35.9,3,0.0, ,20.734,8.6737,18.76,0.72,0.5,1.02, ,10.75,0.7,-81.53,24.38,25.16,dE  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-49,NGC0502,35.9,3,0.0, ,20.7644,9.1019,19.26,1.15,0.66,0.88, ,7.71,0.47,77.06,24.15,24.93,dEN ,NGC0502,NGC0524,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-50,NGC0502,35.9,3,0.0, ,20.7645,9.3516,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC0502,NGC0525,NGC0524,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-51,NGC0502,35.9,3,0.0, ,20.7996,9.2761,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0502,NGC0525,NGC0524,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-52,NGC0502,35.9,3,0.0, ,20.7998,8.7176,21.77,0.66,0.47,0.61, ,2.48,0.97,69.87,24.21,24.99,dE  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-53,NGC0502,35.9,3,0.0, ,20.8013,8.8922,16.93,0.79,0.54,1.35, ,14.6,0.9,47.77,23.22,24.0,dEN ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-54,NGC0502,35.9,3,0.0, ,20.8212,9.3629,20.42,0.83,0.57,0.92, ,6.16,0.5,80.22,24.83,25.61,dE  ,NGC0502,NGC0525,NGC0524,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-55,NGC0524,23.3,4,0.0, ,20.8342,9.4761,21.56,0.81,0.54,1.23, ,3.02,0.84,52.33,24.42,25.21,dE  ,NGC0502,NGC0525,NGC0524,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-56,NGC0502,35.9,3,0.0, ,20.8424,9.1637,20.38,1.07,0.0,1.49, ,5.88,0.6,-53.73,24.68,25.47,dE  ,NGC0502,NGC0525,NGC0524,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-57,NGC0502,35.9,3,0.0, ,20.847,9.0136,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC0502,NGC0524,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-58,NGC0502,35.9,3,0.0, ,20.8537,8.9194,21.65,0.58,0.46,1.36, ,4.66,0.86,2.11,25.45,26.24,dE  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-59,NGC0525,30.7,4,0.0, ,20.8548,9.7517,20.18,1.13,0.66,0.83, ,8.63,0.8,61.27,25.32,26.1,dE  ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-60,NGC0502,35.9,3,0.0, ,20.8566,8.9779,19.77,0.67,0.48,1.14, ,4.83,0.76,16.56,23.65,24.43,dEN ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-61,NGC0502,35.9,3,0.0, ,20.8817,9.2798,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC0502,NGC0525,NGC0524,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-62,NGC0524,23.3,4,0.0, ,20.959,9.4115,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0502,NGC0525,NGC0524,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-63,NGC0525,30.7,4,0.0, ,20.9594,9.7984,21.49,0.69,0.47,0.78, ,3.97,0.69,14.64,24.94,25.73,dE  ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-64,NGC0502,35.9,3,0.0, ,20.9858,9.0735,21.18,0.74,0.49,0.82, ,3.05,0.82,25.0,24.06,24.84,dE  ,NGC0502,NGC0524,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-65,NGC0525,30.7,4,0.0, ,20.9905,10.1382,21.05,0.64,0.5,0.91, ,6.16,0.72,-67.2,25.45,26.24,dE  ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-66,NGC0524,23.3,4,0.0, ,21.0339,9.6318,20.83,0.35,0.28,0.78, ,2.76,0.53,52.79,23.5,24.28,dE  ,NGC0502,NGC0525,NGC0524,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-67,NGC0525,30.7,4,0.0, ,21.0381,9.8522,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-68,NGC0524,23.3,4,0.0, ,21.043,9.2823,19.91,0.0,0.0,1.12, ,8.29,0.79,52.84,24.97,25.75,dEN ,NGC0502,NGC0525,NGC0524,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-69,NGC0502,35.9,3,0.0, ,21.0565,8.5232,20.0,0.36,0.23,0.88, ,2.99,0.7,-13.13,22.84,23.62,dE  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-70,NGC0525,30.7,4,0.0, ,21.0623,9.7424,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-71,NGC0525,30.7,4,0.0, ,21.0757,9.7595,21.33,0.58,0.41,0.93, ,5.38,0.62,55.2,25.44,26.23,dE  ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-72,NGC0524,23.3,4,0.0, ,21.0758,9.4856,19.98,0.77,0.51,0.78, ,5.19,0.97,35.97,24.01,24.79,dE  ,NGC0502,NGC0525,NGC0524,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-73,NGC0502,35.9,3,0.0, ,21.0794,8.8299,19.44,0.73,0.46,0.73, ,5.57,0.52,20.96,23.63,24.41,dEN ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-74,NGC0525,30.7,4,0.0, ,21.0877,9.7005,22.14,0.76,0.57,0.75, ,3.29,0.77,-82.81,25.18,25.97,dE  ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-75,NGC0525,30.7,4,0.0, ,21.0934,10.0359,20.81,0.79,0.48,1.04, ,6.43,0.57,7.74,25.31,26.1,dE  ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-76,NGC0524,23.3,4,0.0, ,21.0949,9.4394,19.53,0.74,0.5,0.81, ,4.55,0.65,84.56,23.28,24.06,dE  ,NGC0502,NGC0525,NGC0524,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-77,NGC0524,23.3,4,0.0, ,21.1004,9.388,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC0502,NGC0525,NGC0524,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-78,NGC0502,35.9,3,0.0, ,21.1104,8.7518,21.34,0.62,0.49,0.59, ,6.07,0.42,-42.98,25.72,26.5,dE  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-79,NGC0525,30.7,4,0.0, ,21.1257,9.8418,20.82,0.42,0.37,0.71, ,5.06,0.87,55.26,24.8,25.58,dE  ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-80,NGC0525,30.7,4,0.0, ,21.1332,9.8867,19.79,0.79,0.51,0.71, ,4.31,0.54,37.71,23.42,24.2,dE  ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-81,NGC0502,35.9,3,0.0, ,21.1349,8.563,20.43,0.88,0.52,1.43, ,4.08,0.82,57.07,23.59,24.38,dI  ,NGC0502,,,20.731415,9.049169,2524.0,35.9,-23.05,0.17,1.07,0.0,NGC0502,1873.3481925042402
MATLAS-82,NGC0524,23.3,4,0.0, ,21.1424,9.5758,21.19,0.49,0.34,1.11, ,5.18,0.85,-70.27,25.22,26.01,dE  ,NGC0502,NGC0525,NGC0524,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-83,NGC0524,23.3,4,0.0, ,21.1501,9.4704,16.36,0.86,0.57,1.36, ,9.08,0.69,-28.83,21.61,22.4,dEN ,NGC0502,NGC0525,NGC0524,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-84,NGC0525,30.7,4,0.0, ,21.1514,10.1668,19.72,1.25,0.39,0.81, ,4.28,0.54,-59.06,23.34,24.12,dEN ,NGC0525,,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-85,NGC0525,30.7,4,0.0, ,21.1687,9.795,21.32,0.93,0.36,0.58, ,5.84,0.9,88.05,26.27,27.05,dEN ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-86,NGC0525,30.7,4,0.0, ,21.1724,9.8724,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-87,NGC0524,23.3,4,0.0, ,21.1941,9.1329,21.68,0.88,0.44,0.67, ,4.03,0.47,-42.67,25.17,25.95,dE  ,NGC0502,NGC0524,,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-88,NGC0524,23.3,4,0.0, ,21.216,9.1138,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dI  ,NGC0502,NGC0524,,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-89,NGC0525,30.7,4,0.0, ,21.2179,9.843,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0,dE  ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
MATLAS-90,NGC0524,23.3,4,0.0, ,21.2233,9.2294,20.04,0.47,0.34,0.84, ,6.91,0.87,70.4,24.7,25.48,dE  ,NGC0502,NGC0525,NGC0524,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-91,NGC0524,23.3,4,0.0, ,21.2401,9.6221,21.87,0.0,0.24,1.01, ,3.72,1.0,-18.6,25.19,25.97,dE  ,NGC0502,NGC0525,NGC0524,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-92,NGC0524,23.3,4,0.0, ,21.2582,9.3754,20.77,0.53,0.37,0.9, ,4.11,0.61,7.21,24.3,25.09,dE  ,NGC0502,NGC0525,NGC0524,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-93,NGC0524,23.3,4,0.0, ,21.2836,9.6079,18.38,0.78,0.52,1.02, ,7.09,0.93,53.54,23.09,23.88,dEN ,NGC0525,NGC0524,,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-94,NGC0524,23.3,4,0.0, ,21.2896,9.1832,20.91,0.39,0.05,0.67, ,4.38,0.43,73.73,24.58,25.36,dE  ,NGC0525,NGC0524,,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-95,NGC0524,23.3,4,0.0, ,21.3583,9.623,19.34,0.73,0.49,0.79, ,8.82,0.71,-88.02,24.53,25.31,dE  ,NGC0525,NGC0524,,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-96,NGC0524,23.3,4,0.0, ,21.3662,9.5847,19.86,0.77,0.53,0.87, ,4.15,0.83,-16.54,23.41,24.2,dE  ,NGC0525,NGC0524,,21.198778,9.538793,2403.0,23.3,-24.71,0.36,1.64,0.0,NGC0524,1875.8192291252903
MATLAS-97,NGC0525,30.7,4,0.0, ,21.3665,9.8415,20.78,0.46,0.41,1.25, ,3.68,0.97,-18.54,25.07,25.85,dEN ,NGC0525,NGC0524,,21.220442,9.70324,2139.0,30.7,-21.86,0.38,1.06,0.0,NGC0525,1875.809723255605
