host,ID,ra,dec,morph,re,zspec
NGC1222,MATLAS-244,47.4304,-2.3704,dI  ,5.79,
NGC1222,MATLAS-245,47.4745,-2.452,dI  ,3.13,
NGC1222,MATLAS-246,47.4778,-2.6788,dE  ,3.67,
NGC1222,MATLAS-247,47.5761,-2.4325,dI  ,3.11,
NGC1222,MATLAS-248,47.6031,-3.392,dE  ,1.89,
NGC1222,MATLAS-249,47.6317,-2.5239,dE  ,2.76,
NGC1222,MATLAS-250,47.6586,-2.6199,dE  ,5.7,
NGC1222,MATLAS-251,47.6718,-2.5654,dI  ,2.84,
NGC1222,MATLAS-252,47.6931,-3.0933,dI  ,0.0,
NGC1222,MATLAS-253,47.7249,-2.7254,dE  ,2.65,
NGC1222,MATLAS-254,47.7281,-2.5939,dE  ,4.57,
NGC1222,MATLAS-255,47.7285,-2.5026,dI  ,4.55,
NGC1222,MATLAS-256,47.7353,-2.6138,dI  ,2.82,
NGC1222,MATLAS-257,47.7439,-2.5877,dI  ,2.43,
NGC1222,MATLAS-258,47.7466,-2.6701,dE  ,3.07,
NGC1248,MATLAS-259,47.7804,-5.1398,dI  ,2.73,
NGC1248,MATLAS-260,47.8938,-4.9253,dI  ,0.0,
NGC1248,MATLAS-261,47.9684,-5.5804,dI  ,3.64,
NGC1248,MATLAS-262,47.9769,-4.8931,dE  ,18.56,
NGC1248,MATLAS-263,47.9838,-5.1792,dI  ,0.0,
NGC1248,MATLAS-264,48.3326,-5.5547,dE  ,2.22,
NGC1248,MATLAS-265,48.3369,-4.8584,dI  ,3.09,
NGC1248,MATLAS-266,48.4587,-5.2802,dI  ,0.0,
NGC1248,MATLAS-267,48.4757,-5.7275,dI  ,3.53,
NGC1266,MATLAS-270,48.6153,-2.853,dI  ,5.63,
NGC1266,MATLAS-271,48.6505,-2.0727,dI  ,3.08,
NGC1266,MATLAS-272,48.9049,-1.9127,dE  ,2.5,
NGC1266,MATLAS-273,48.9098,-2.9508,dE  ,6.27,
NGC1266,MATLAS-274,48.9342,-2.038,dE  ,2.14,
NGC1266,MATLAS-275,48.9579,-2.6336,dI  ,0.0,
NGC1266,MATLAS-276,49.004,-2.1581,dI  ,2.49,
NGC1266,MATLAS-277,49.0345,-2.3053,dI  ,0.0,
NGC1289,MATLAS-278,49.2056,-1.8737,dE  ,7.4,
NGC1266,MATLAS-279,49.2192,-2.8516,dI  ,0.0,
NGC1266,MATLAS-280,49.2201,-2.0723,dI  ,0.0,
NGC1289,MATLAS-281,49.2505,-1.7089,dI  ,3.65,
NGC1266,MATLAS-282,49.256,-2.03,dE  ,1.91,
NGC1289,MATLAS-283,49.2994,-1.536,dI  ,0.0,
NGC1289,MATLAS-284,49.3195,-1.8777,dI  ,3.33,
NGC1289,MATLAS-285,49.3879,-1.9985,dE  ,3.47,
NGC1289,MATLAS-286,49.4247,-1.7771,dE  ,2.38,
NGC1289,MATLAS-287,49.4458,-1.7518,dI  ,0.0,
NGC1289,MATLAS-288,49.4584,-1.8984,dEN ,2.61,
NGC1289,MATLAS-289,49.4821,-1.6688,dE  ,5.74,
NGC1289,MATLAS-290,49.5108,-1.6533,dE  ,8.24,
NGC1289,MATLAS-291,49.5189,-1.7532,dE  ,0.0,
NGC1289,MATLAS-292,49.5301,-2.4138,dI  ,3.07,
NGC1289,MATLAS-293,49.6913,-1.6598,dI  ,4.2,
NGC1289,MATLAS-294,49.7032,-1.7793,dI  ,0.0,
NGC1289,MATLAS-295,49.7083,-1.6296,dI  ,2.98,
NGC1289,MATLAS-296,49.809,-1.715,dE  ,3.91,
NGC1289,MATLAS-297,49.8175,-2.0236,dI  ,3.31,
NGC1289,MATLAS-298,49.8818,-2.2922,dI  ,2.31,
NGC1289,MATLAS-299,49.8991,-2.1396,dI  ,0.0,
NGC1289,MATLAS-300,49.952,-2.3088,dE  ,3.1,
NGC1289,MATLAS-301,49.9624,-2.3299,dI  ,2.33,
NGC1289,MATLAS-302,50.0002,-1.9627,dE  ,3.17,
NGC1289,MATLAS-303,50.0618,-1.7127,dE  ,5.6,
NGC1289,MATLAS-304,50.0773,-2.1344,dE  ,4.48,
NGC1289,MATLAS-305,50.0939,-1.4343,dI  ,4.5,
NGC1289,MATLAS-306,50.105,-2.4782,dI  ,0.0,
NGC1289,MATLAS-307,50.1428,-2.0431,dE  ,4.04,
NGC1289,MATLAS-308,50.1568,-2.1935,dE  ,4.15,
NGC1289,MATLAS-309,50.1639,-2.3096,dE  ,3.66,
NGC1289,MATLAS-310,50.1679,-1.9146,dE  ,2.79,
NGC1289,MATLAS-311,50.2172,-2.0707,dE  ,3.86,
NGC1289,MATLAS-312,50.2249,-1.6312,dI  ,2.9,
NGC1665,MATLAS-313,71.6313,-5.2406,dI  ,6.41,
PGC016060,MATLAS-314,71.8249,-3.9729,dI  ,0.0,
PGC016060,MATLAS-315,71.8287,-3.9094,dI  ,0.0,
NGC1665,MATLAS-316,71.9385,-5.7466,dI  ,0.0,
NGC1665,MATLAS-317,72.0865,-5.0365,dI  ,0.0,
NGC1665,MATLAS-319,72.1352,-5.1646,dI  ,0.0,
PGC016060,MATLAS-320,72.417,-4.2329,dE  ,4.08,
PGC016060,MATLAS-321,72.461,-3.5938,dE  ,4.8,
NGC1665,MATLAS-322,72.5446,-5.8006,dI  ,2.47,
PGC016060,MATLAS-323,72.6134,-3.6137,dE  ,4.86,
PGC016060,MATLAS-324,72.6729,-3.8295,dE  ,4.1,
UGC03960,MATLAS-325,115.013,23.1273,dE  ,4.53,
UGC03960,MATLAS-327,115.3553,22.8487,dI  ,3.28,
UGC03960,MATLAS-328,115.3694,22.7496,dI  ,5.11,
UGC03960,MATLAS-330,115.5207,22.6884,dE  ,3.01,
NGC2481,MATLAS-331,118.8555,23.7373,dE  ,6.99,
NGC2481,MATLAS-332,118.8715,23.8933,dE  ,5.66,
NGC2481,MATLAS-333,118.975,23.669,dE  ,0.0,
NGC2481,MATLAS-334,119.0014,24.2887,dE  ,2.51,
NGC2481,MATLAS-335,119.1202,23.9351,dI  ,2.81,
NGC2481,MATLAS-336,119.1212,23.5653,dE  ,4.97,
NGC2481,MATLAS-337,119.197,23.3419,dI  ,0.0,
NGC2481,MATLAS-338,119.351,23.7441,dI  ,0.0,
NGC2481,MATLAS-339,119.3583,23.6024,dEN ,5.45,
NGC2481,MATLAS-340,119.446,23.5518,dI  ,0.0,
NGC2481,MATLAS-341,119.5059,23.8068,dEN ,8.13,
NGC2481,MATLAS-343,119.571,23.8273,dE  ,0.0,
NGC2481,MATLAS-344,119.8858,23.6082,dEN ,4.81,
NGC2549,MATLAS-345,124.0215,58.1807,dE  ,4.79,
NGC2549,MATLAS-346,124.098,57.2727,dI  ,0.0,
NGC2549,MATLAS-347,124.136,58.1901,dE  ,24.6,
NGC2549,MATLAS-348,124.2205,58.0489,dEN ,6.29,
NGC2549,MATLAS-349,124.443,58.149,dI  ,0.0,
NGC2549,MATLAS-350,124.5221,57.4476,dE  ,7.2,
NGC2549,MATLAS-351,124.552,57.9697,dE  ,3.16,
NGC2549,MATLAS-352,124.5566,57.3898,dE  ,3.25,
NGC2549,MATLAS-353,124.5697,58.0192,dE  ,4.71,
NGC2549,MATLAS-354,124.6103,57.7939,dE  ,5.3,
NGC2549,MATLAS-355,124.667,57.3307,dI  ,0.0,
NGC2549,MATLAS-356,124.7066,57.9889,dE  ,2.91,
NGC2549,MATLAS-357,124.8246,58.3139,dE  ,2.94,
NGC2549,MATLAS-358,124.844,57.9862,dI  ,0.0,
NGC2549,MATLAS-359,124.9989,58.1234,dEN ,5.43,
NGC2549,MATLAS-360,125.077,58.327,dE  ,0.0,
NGC2577,MATLAS-361,125.1898,22.2861,dE  ,2.7,
NGC2577,MATLAS-362,125.196,22.0275,dIN ,0.0,
NGC2577,MATLAS-364,125.2657,22.1646,dE  ,3.78,
NGC2577,MATLAS-366,125.54,22.5731,dI  ,0.0,
NGC2577,MATLAS-367,125.571,22.6091,dI  ,0.0,
NGC2577,MATLAS-371,125.6009,22.3747,dI  ,2.53,
NGC2549,MATLAS-372,125.636,57.3251,dI  ,2.36,
NGC2577,MATLAS-373,125.749,22.6716,dE  ,0.0,
NGC2577,MATLAS-374,125.773,22.5747,dE  ,0.0,
NGC2577,MATLAS-376,125.8322,22.5021,dE  ,1.97,
NGC2577,MATLAS-383,126.1496,22.1016,dE  ,3.76,
NGC2592,MATLAS-384,126.262,25.8922,dE  ,4.46,
NGC2592,MATLAS-386,126.66,26.422,dE  ,0.0,
NGC2594,MATLAS-391,126.8164,25.9594,dE  ,3.19,
NGC2592,MATLAS-392,126.817,26.1504,dE  ,0.0,
NGC2594,MATLAS-399,126.981,25.9673,dE  ,2.54,
NGC2592,MATLAS-400,127.0581,26.1969,dE  ,6.69,
NGC2594,MATLAS-403,127.341,25.8862,dI  ,0.0,
UGC04551,MATLAS-407,130.923,49.846,dE  ,5.2,
UGC04551,MATLAS-414,131.304,50.2209,dI  ,0.0,
UGC04551,MATLAS-415,131.388,49.2537,dE  ,3.38,
UGC04551,MATLAS-416,131.508,49.9323,dI  ,0.0,
NGC2679,MATLAS-418,132.883,30.9677,dE  ,0.0,
NGC2679,MATLAS-419,133.111,30.7267,dE  ,0.0,
NGC2695,MATLAS-420,133.3598,-2.5094,dE  ,4.56,
NGC2695,MATLAS-421,133.372,-2.767,dE  ,5.49,
NGC2695,MATLAS-422,133.451,-3.5133,dI  ,0.0,
NGC2685,MATLAS-425,133.594,58.9676,dI  ,0.0,
NGC2695,MATLAS-426,133.6322,-3.1385,dE  ,5.33,
NGC2695,MATLAS-427,133.65,-2.8057,dI  ,0.0,
NGC2695,MATLAS-429,133.7407,-2.939,dE  ,3.05,
NGC2685,MATLAS-430,133.766,58.2889,dI  ,0.0,
NGC2699,MATLAS-431,133.832,-2.9414,dI  ,0.0,
NGC2699,MATLAS-434,133.9285,-3.0635,dE  ,6.38,
NGC2699,MATLAS-435,133.991,-2.803,dIN ,0.0,
NGC2699,MATLAS-438,134.0753,-2.5617,dE  ,3.95,
NGC2699,MATLAS-439,134.078,-3.1813,dI  ,0.0,
NGC2699,MATLAS-442,134.1675,-3.6268,dE  ,4.73,
NGC2699,MATLAS-448,134.2757,-3.3425,dE  ,3.25,
NGC2699,MATLAS-449,134.2951,-3.2802,dE  ,3.82,
NGC2685,MATLAS-450,134.417,59.0503,dI  ,0.0,
NGC2685,MATLAS-451,134.438,59.0371,dI  ,0.0,
NGC2699,MATLAS-452,134.471,-3.4851,dI  ,0.0,
NGC2685,MATLAS-453,134.4924,59.0925,dE  ,5.34,
NGC2764,MATLAS-454,136.656,21.2069,dI  ,0.0,
NGC2768,MATLAS-455,136.9426,59.7566,dE  ,3.34,
NGC2764,MATLAS-457,137.0044,21.8647,dI  ,3.94,
NGC2764,MATLAS-459,137.1791,21.6072,dI  ,3.59,
NGC2778,MATLAS-462,137.607,34.4982,dE  ,0.0,
NGC2768,MATLAS-463,137.6315,60.3875,dE  ,5.0,
NGC2778,MATLAS-464,137.6866,34.5667,dI  ,6.08,
NGC2768,MATLAS-465,137.701,60.0568,dI  ,0.0,
NGC2778,MATLAS-466,137.763,35.2162,dI  ,0.0,
NGC2768,MATLAS-467,137.8062,60.4212,dE  ,2.63,
NGC2778,MATLAS-470,138.0426,34.7017,dI  ,7.12,
NGC2778,MATLAS-471,138.108,34.8636,dE  ,0.0,
NGC2778,MATLAS-473,138.1387,35.1922,dE  ,3.02,
NGC2778,MATLAS-474,138.17,34.746,dE  ,6.79,
NGC2778,MATLAS-476,138.198,35.1593,dI  ,0.0,
NGC2768,MATLAS-477,138.2034,60.3319,dE  ,4.83,
NGC2778,MATLAS-482,138.3213,35.5495,dE  ,4.87,
NGC2778,MATLAS-484,138.446,35.1915,dEN ,5.39,
NGC2778,MATLAS-485,138.485,34.8349,dI  ,0.0,
NGC2778,MATLAS-486,138.5965,34.7226,dI  ,2.42,
NGC2778,MATLAS-487,138.6034,35.4336,dE  ,4.62,
NGC2778,MATLAS-489,138.6416,35.2037,dI  ,2.3,
NGC2824,MATLAS-491,139.4191,26.5041,dE  ,5.03,
NGC2824,MATLAS-492,139.7488,26.1163,dE  ,5.53,
NGC2824,MATLAS-493,139.8251,26.4447,dE  ,5.88,
NGC2824,MATLAS-494,139.909,26.8441,dI  ,0.0,
NGC2824,MATLAS-495,140.02,26.1765,dI  ,0.0,
NGC2852,MATLAS-500,140.5262,40.1194,dE  ,2.93,
NGC2852,MATLAS-501,140.5447,40.3414,dEN ,9.49,
NGC2859,MATLAS-502,140.577,34.5017,dE  ,0.0,
NGC2859,MATLAS-504,140.6702,34.6966,dE  ,5.4,
NGC2859,MATLAS-505,140.6976,34.8351,dE  ,4.97,
NGC2859,MATLAS-506,140.734,34.7658,dE  ,0.0,
NGC2852,MATLAS-507,140.76,39.8204,dI  ,0.0,
NGC2859,MATLAS-508,140.7893,34.1793,dE  ,3.07,
NGC2852,MATLAS-509,140.8308,40.2327,dE  ,3.57,
NGC2859,MATLAS-510,140.853,34.7881,dE  ,0.0,
NGC2859,MATLAS-513,141.0093,34.1657,dE  ,2.77,
NGC2852,MATLAS-516,141.0333,39.9257,dEN ,4.84,
NGC2859,MATLAS-517,141.0711,34.6907,dI  ,5.43,
NGC2852,MATLAS-518,141.0934,40.2972,dEN ,3.89,
NGC2852,MATLAS-520,141.097,40.3811,dI  ,0.0,
NGC2859,MATLAS-521,141.1063,34.5474,dEN ,4.62,
NGC2852,MATLAS-522,141.125,40.0027,dE  ,4.56,
NGC2859,MATLAS-523,141.3129,34.278,dI  ,3.39,
NGC2859,MATLAS-525,141.377,34.572,dI  ,0.0,
NGC2859,MATLAS-527,141.484,34.0937,dI  ,0.0,
NGC2859,MATLAS-528,141.509,34.0324,dI  ,0.0,
NGC2880,MATLAS-530,142.1019,62.5537,dE  ,4.98,
NGC2880,MATLAS-531,142.1614,62.414,dE  ,3.66,
NGC2880,MATLAS-532,142.2871,61.9755,dE  ,5.3,
NGC2880,MATLAS-533,142.366,62.5123,dE  ,0.0,
NGC2880,MATLAS-535,142.7398,61.9603,dE  ,4.08,
NGC2880,MATLAS-536,142.786,62.4536,dIN ,0.0,
NGC2880,MATLAS-537,143.12,62.4058,dE  ,3.88,
NGC2880,MATLAS-538,143.1963,62.2968,dE  ,2.23,
NGC2962,MATLAS-539,144.9239,5.1556,dEN ,3.21,
NGC2950,MATLAS-540,145.008,58.5354,dE  ,0.0,
NGC2962,MATLAS-542,145.0995,5.1587,dE  ,3.85,
NGC2962,MATLAS-543,145.1041,5.4696,dE  ,4.82,
NGC2962,MATLAS-545,145.156,5.1769,dEN ,5.62,
NGC2962,MATLAS-547,145.2496,5.2421,dE  ,3.07,
NGC2950,MATLAS-548,145.2689,58.4219,dE  ,3.9,
NGC2974,MATLAS-549,145.2786,-3.4218,dE  ,6.03,
NGC2962,MATLAS-551,145.3115,5.3975,dI  ,3.84,
NGC2974,MATLAS-552,145.3268,-4.1527,dE  ,3.88,
NGC2974,MATLAS-554,145.4454,-3.6552,dE  ,2.32,
NGC2974,MATLAS-555,145.4618,-3.7863,dE  ,3.24,
NGC2950,MATLAS-556,145.5148,59.0431,dEN ,5.16,
NGC2974,MATLAS-557,145.5466,-3.7082,dE  ,3.22,
NGC2974,MATLAS-558,145.5932,-4.1309,dE  ,3.42,
NGC2974,MATLAS-560,145.696,-3.6624,dI  ,0.0,
NGC2962,MATLAS-561,145.712,4.8897,dI  ,0.0,
NGC2974,MATLAS-564,145.8438,-3.1588,dE  ,3.56,
NGC2950,MATLAS-565,145.846,58.5246,dI  ,0.0,
IC0560,MATLAS-566,145.973,0.2045,dIN ,0.0,
NGC2974,MATLAS-567,145.9793,-3.1538,dEN ,4.54,
NGC2950,MATLAS-568,145.983,58.6887,dI  ,0.0,
NGC2974,MATLAS-569,146.017,-3.4501,dI  ,0.0,
IC0560,MATLAS-571,146.051,-0.5265,dI  ,4.45,
IC0560,MATLAS-572,146.0654,0.2154,dEN ,4.0,
NGC2974,MATLAS-573,146.0772,-3.8955,dI  ,4.88,
NGC2974,MATLAS-574,146.115,-3.3048,dE  ,7.22,
IC0560,MATLAS-575,146.1236,-0.2625,dE  ,2.55,
IC0560,MATLAS-576,146.191,-0.2418,dE  ,2.67,
IC0560,MATLAS-577,146.193,-0.688,dI  ,0.0,
IC0560,MATLAS-579,146.2528,0.1797,dE  ,2.24,
IC0560,MATLAS-581,146.343,0.196,dE  ,0.0,
IC0560,MATLAS-582,146.3835,-0.1228,dE  ,2.07,
IC0560,MATLAS-583,146.3961,-0.1491,dI  ,2.65,
IC0560,MATLAS-584,146.405,-0.2238,dE  ,0.0,
NGC2950,MATLAS-586,146.4623,58.9937,dE  ,4.05,
IC0560,MATLAS-587,146.5034,-0.322,dE  ,1.99,
IC0560,MATLAS-589,146.602,-0.0424,dI  ,0.0,
IC0560,MATLAS-590,146.6798,-0.37,dI  ,5.01,
IC0560,MATLAS-591,146.752,-0.2125,dE  ,0.0,
IC0560,MATLAS-592,146.9701,0.005,dE  ,2.49,
NGC3032,MATLAS-594,147.7631,29.7794,dE  ,3.13,
NGC3032,MATLAS-596,148.183,29.3482,dI  ,0.0,
NGC3032,MATLAS-597,148.239,29.3117,dI  ,0.0,
PGC028887,MATLAS-598,149.4492,11.9483,dI  ,2.45,
NGC3073,MATLAS-599,149.457,55.4059,dI  ,0.0,
PGC028887,MATLAS-600,149.5579,11.5116,dE  ,3.05,
PGC028887,MATLAS-601,149.59,11.3289,dE  ,0.0,
PGC028887,MATLAS-602,149.666,11.4196,dI  ,0.0,
PGC028887,MATLAS-605,149.8338,12.1781,dE  ,2.63,
PGC028887,MATLAS-606,149.8506,11.8783,dE  ,3.44,
PGC028887,MATLAS-607,149.901,11.7743,dI  ,0.0,
PGC028887,MATLAS-608,149.93,11.6949,dE  ,4.47,
NGC3073,MATLAS-610,149.944,55.8862,dE  ,0.0,
PGC028887,MATLAS-611,149.9641,12.0568,dE  ,5.62,
PGC028887,MATLAS-612,149.969,11.6454,dI  ,0.0,
PGC028887,MATLAS-613,149.978,11.6654,dI  ,0.0,
NGC3098,MATLAS-614,150.21,24.6096,dI  ,0.0,
UGC05408,MATLAS-615,150.34,59.4016,dI  ,0.0,
PGC028887,MATLAS-617,150.3973,11.3543,dE  ,2.73,
NGC3098,MATLAS-618,150.4384,24.2727,dE  ,3.77,
NGC3073,MATLAS-619,150.4618,55.793,dE  ,6.33,
NGC3098,MATLAS-620,150.539,24.9818,dE  ,0.0,
UGC05408,MATLAS-621,150.596,59.7429,dI  ,0.0,
NGC3073,MATLAS-623,150.695,56.1317,dI  ,2.38,
NGC3098,MATLAS-624,150.707,24.7457,dE  ,4.67,
NGC3073,MATLAS-625,150.8899,55.61,dE  ,3.28,
PGC029321,MATLAS-629,151.2723,13.1925,dE  ,3.27,
PGC029321,MATLAS-630,151.449,13.238,dI  ,0.0,
PGC029321,MATLAS-631,151.501,13.0586,dI  ,0.0,
PGC029321,MATLAS-632,151.576,13.188,dI  ,0.0,
PGC029321,MATLAS-633,151.6539,13.1723,dE  ,5.26,
PGC029321,MATLAS-634,151.868,12.4552,dI  ,0.0,
UGC05408,MATLAS-635,151.887,58.9995,dI  ,0.0,
PGC029321,MATLAS-636,151.986,13.5038,dI  ,0.0,
NGC3156,MATLAS-637,152.6733,3.2491,dE  ,2.6,
NGC3156,MATLAS-638,152.759,3.5745,dI  ,0.0,
IC0598,MATLAS-639,152.97,43.4087,dIN ,0.0,
IC0598,MATLAS-640,152.981,43.2143,dI  ,0.0,
NGC3156,MATLAS-641,152.9971,3.3051,dE  ,4.72,
IC0598,MATLAS-643,153.178,42.9928,dI  ,0.0,
NGC3156,MATLAS-648,153.524,3.348,dI  ,0.0,
NGC3156,MATLAS-651,153.584,3.3952,dI  ,0.0,
IC0598,MATLAS-653,153.765,43.0098,dI  ,0.0,
NGC3193,MATLAS-654,154.323,22.1612,dI  ,0.0,
NGC3193,MATLAS-656,154.37,21.6,dE  ,0.0,
NGC3193,MATLAS-657,154.3974,21.4017,dE  ,4.61,
NGC3193,MATLAS-659,154.495,21.5875,dE  ,2.85,
NGC3193,MATLAS-663,154.5626,22.2713,dE  ,4.72,
NGC3182,MATLAS-664,154.571,58.7323,dE  ,0.0,
NGC3193,MATLAS-665,154.5852,21.6005,dE  ,2.99,
NGC3193,MATLAS-668,154.65,21.7088,dE  ,0.0,
NGC3193,MATLAS-669,154.6504,21.7517,dE  ,6.57,
NGC3193,MATLAS-671,154.69,22.3602,dE  ,0.0,
NGC3193,MATLAS-674,154.7732,21.8198,dI  ,5.24,
NGC3182,MATLAS-676,154.9184,58.5073,dE  ,2.71,
NGC3182,MATLAS-677,154.928,58.4535,dE  ,0.0,
NGC3182,MATLAS-678,154.9449,58.6357,dE  ,5.72,
NGC3193,MATLAS-679,155.021,21.5511,dE  ,4.3,
NGC3193,MATLAS-680,155.0599,21.7777,dE  ,3.34,
NGC3230,MATLAS-682,155.5875,12.9975,dI  ,5.69,
NGC3230,MATLAS-683,155.6414,13.0051,dE  ,3.58,
NGC3230,MATLAS-684,155.662,12.8705,dE  ,0.0,
NGC3182,MATLAS-685,155.667,58.0906,dI  ,0.0,
NGC3226,MATLAS-686,155.6774,19.8128,dE  ,6.87,
NGC3230,MATLAS-687,155.715,12.991,dI  ,0.0,
NGC3226,MATLAS-688,155.7211,19.5771,dI  ,8.88,
NGC3230,MATLAS-689,155.7432,12.8991,dEN ,3.76,
NGC3230,MATLAS-690,155.7871,12.9339,dI  ,4.38,
NGC3226,MATLAS-693,155.868,20.0825,dI  ,0.0,
NGC3230,MATLAS-694,155.8712,12.7229,dE  ,5.41,
NGC3230,MATLAS-695,155.8892,12.8971,dE  ,3.73,
NGC3230,MATLAS-697,155.945,12.3758,dE  ,0.0,
NGC3230,MATLAS-698,155.9443,13.1468,dE  ,4.28,
NGC3230,MATLAS-700,155.9689,12.8909,dE  ,5.69,
NGC3230,MATLAS-701,156.0248,12.8169,dE  ,2.61,
NGC3230,MATLAS-703,156.1251,12.3263,dE  ,3.82,
NGC3245,MATLAS-711,156.3208,28.0336,dEN ,6.05,
NGC3245,MATLAS-714,156.414,28.6802,dE  ,0.0,
NGC3245,MATLAS-715,156.4404,28.1317,dI  ,2.95,
NGC3248,MATLAS-718,156.691,22.7719,dE  ,0.0,
NGC3248,MATLAS-720,156.808,23.0312,dEN ,0.0,
NGC3245,MATLAS-721,156.812,28.7555,dE  ,3.5,
NGC3248,MATLAS-723,157.074,23.1075,dE  ,3.78,
NGC3248,MATLAS-724,157.1045,22.9087,dE  ,2.59,
NGC3245,MATLAS-727,157.211,28.9329,dE  ,0.0,
NGC3245,MATLAS-728,157.267,28.3655,dI  ,0.0,
NGC3301,MATLAS-729,158.6915,21.5819,dE  ,4.69,
NGC3301,MATLAS-730,158.951,21.605,dI  ,0.0,
NGC3301,MATLAS-731,159.197,21.7036,dE  ,0.0,
NGC3301,MATLAS-732,159.244,21.7029,dI  ,0.0,
NGC3379,MATLAS-734,161.4611,11.6811,dI  ,4.32,
NGC3377,MATLAS-737,161.5098,13.5873,dE  ,5.81,
NGC3384,MATLAS-742,161.674,13.0059,dE  ,0.0,
NGC3377,MATLAS-743,161.6814,13.972,dE  ,3.87,
NGC3384,MATLAS-744,161.7201,12.7422,dI  ,13.39,
NGC3377,MATLAS-747,161.7504,13.7417,dI  ,4.38,
NGC3379,MATLAS-750,161.7982,11.76,dE  ,2.1,
NGC3377,MATLAS-752,161.865,13.8897,dI  ,0.0,
NGC3379,MATLAS-755,161.935,12.1138,dE  ,3.6,
NGC3377,MATLAS-757,162.1187,14.3578,dE  ,2.58,
NGC3377,MATLAS-759,162.165,14.0735,dIN ,0.0,
NGC3377,MATLAS-760,162.185,13.8469,dE  ,0.0,
NGC3377,MATLAS-761,162.2273,14.0275,dE  ,2.67,
NGC3414,MATLAS-762,162.2645,27.6488,dE  ,3.42,
NGC3379,MATLAS-764,162.2664,11.9834,dI  ,4.01,
NGC3377,MATLAS-767,162.314,14.0451,dE  ,0.0,
NGC3379,MATLAS-768,162.321,12.4223,dE  ,0.0,
NGC3384,MATLAS-769,162.321,13.1962,dE  ,3.01,
NGC3379,MATLAS-770,162.356,12.0261,dE  ,0.0,
NGC3377,MATLAS-772,162.3983,14.0709,dI  ,7.41,
NGC3414,MATLAS-773,162.4142,27.7724,dE  ,4.25,
NGC3379,MATLAS-774,162.4172,12.2874,dE  ,4.07,
NGC3379,MATLAS-776,162.4788,11.7808,dE  ,9.73,
NGC3414,MATLAS-777,162.483,28.2361,dI  ,0.0,
NGC3414,MATLAS-778,162.5051,28.235,dE  ,3.24,
NGC3414,MATLAS-781,162.5655,28.2471,dE  ,3.15,
NGC3412,MATLAS-782,162.5845,13.8966,dE  ,18.34,
NGC3414,MATLAS-785,162.706,28.0583,dI  ,0.0,
NGC3412,MATLAS-786,162.722,12.9304,dIN ,0.0,
NGC3414,MATLAS-789,162.7864,28.0428,dE  ,3.19,
NGC3414,MATLAS-790,162.8734,28.0201,dE  ,3.4,
NGC3414,MATLAS-793,162.9341,28.1567,dE  ,3.55,
NGC3412,MATLAS-794,162.945,13.9766,dE  ,0.0,
NGC3414,MATLAS-796,162.959,28.3632,dI  ,0.0,
NGC3412,MATLAS-797,162.9739,13.1695,dE  ,4.26,
NGC3414,MATLAS-798,162.9956,28.15,dE  ,4.16,
NGC3457,MATLAS-802,163.089,17.9353,dEN ,12.41,
NGC3457,MATLAS-803,163.09,17.1189,dI  ,0.0,
NGC3457,MATLAS-804,163.146,17.1448,dE  ,0.0,
NGC3458,MATLAS-805,163.19,57.5914,dI  ,0.0,
NGC3457,MATLAS-809,163.311,17.8415,dI  ,0.0,
NGC3458,MATLAS-810,163.3195,56.9606,dE  ,3.27,
NGC3414,MATLAS-811,163.3546,27.7357,dE  ,4.34,
NGC3458,MATLAS-812,163.4685,57.1003,dE  ,3.11,
NGC3457,MATLAS-813,163.5412,17.0644,dE  ,4.05,
NGC3457,MATLAS-814,163.5582,18.0239,dE  ,2.73,
NGC3457,MATLAS-815,163.5777,17.3286,dE  ,5.12,
NGC3458,MATLAS-816,163.587,57.0618,dI  ,0.0,
NGC3458,MATLAS-817,163.7028,57.1949,dE  ,4.32,
NGC3457,MATLAS-818,163.7208,17.6705,dE  ,2.95,
NGC3458,MATLAS-819,163.723,57.367,dI  ,0.0,
NGC3457,MATLAS-820,163.7387,17.4823,dE  ,4.82,
NGC3457,MATLAS-821,163.7416,17.57,dE  ,4.42,
NGC3457,MATLAS-822,163.748,17.6264,dE  ,0.0,
NGC3457,MATLAS-824,163.777,17.4623,dIN ,0.0,
NGC3458,MATLAS-825,163.7916,56.7258,dE  ,4.49,
NGC3457,MATLAS-826,164.083,17.0852,dI  ,0.0,
UGC06062,MATLAS-827,164.1918,9.4379,dE  ,4.54,
UGC06062,MATLAS-828,164.192,8.9877,dI  ,0.0,
UGC06062,MATLAS-829,164.2337,9.499,dE  ,3.86,
NGC3458,MATLAS-830,164.2693,56.9697,dE  ,3.09,
UGC06062,MATLAS-832,164.3925,9.2148,dEN ,4.94,
NGC3458,MATLAS-833,164.415,56.8865,dI  ,0.0,
UGC06062,MATLAS-834,164.5683,9.1429,dI  ,2.13,
NGC3489,MATLAS-835,164.6885,14.3624,dE  ,4.27,
UGC06062,MATLAS-838,164.759,9.042,dI  ,0.0,
UGC06062,MATLAS-839,164.815,9.0001,dI  ,0.0,
UGC06062,MATLAS-840,164.856,8.6086,dI  ,0.0,
UGC06062,MATLAS-841,164.906,9.2805,dI  ,0.0,
UGC06062,MATLAS-842,164.937,8.9039,dI  ,0.0,
NGC3489,MATLAS-843,165.019,14.0199,dE  ,0.0,
UGC06062,MATLAS-844,165.137,9.2813,dIN ,0.0,
