,ID,ra,dec,re
527,FDSLSB224,54.8996,-35.2981,2
528,FDSLSB225,54.6987,-35.7256,2.1
529,FDSLSB226,54.1612,-35.6114,5.6
530,FDSLSB227,54.9853,-35.6224,10
531,FDSLSB228,55.0187,-35.0727,3.1
532,FDSLSB229,55.0776,-35.1374,7.4
533,FDSLSB230,54.0424,-35.6712,5
534,FDSLSB231,54.3629,-35.3058,1.9
535,FDSLSB233,54.87,-35.5724,8.8
536,FDSLSB234,54.5171,-35.2822,2.2
537,FDSLSB235,54.4353,-35.7036,3.3
538,FDSLSB236,52.9489,-36.3478,2.1
539,FDSLSB237,53.5472,-36.7498,3.3
540,FDSLSB238,53.4926,-36.1911,7.3
541,FDSLSB239,53.343,-36.0801,2.3
542,FDSLSB240,53.1326,-36.799,2.7
543,FDSLSB241,52.8611,-36.0963,4.4
544,FDSLSB242,53.9198,-36.7436,2.4
545,FDSLSB243,53.0112,-36.3821,4.4
546,FDSLSB244,53.6025,-35.9681,3.1
547,FDSLSB245,53.7451,-36.1969,4.9
548,FDSLSB246,53.4932,-36.0942,3.3
549,FDSLSB247,53.9987,-36.5739,14.7
550,FDSLSB248,53.4285,-36.0248,2.7
551,FDSLSB249,55.0757,-36.0585,4
552,FDSLSB250,54.9632,-36.0123,3.3
553,FDSLSB251,55.1372,-36.5799,5.7
554,FDSLSB252,54.2289,-36.3533,3.4
555,FDSLSB253,54.7655,-36.5593,3.8
556,FDSLSB254,54.5354,-36.0085,4.1
557,FDSLSB255,54.5976,-36.5513,18.9
558,FDSLSB256,54.5137,-36.7422,3.4
559,FDSLSB257,54.034,-36.2891,2.2
560,FDSLSB258,54.3144,-36.8423,3
561,FDSLSB259,54.0352,-35.9868,3.3
562,FDSLSB260,54.7263,-35.9862,4.2
563,FDSLSB261,55.0864,-36.7496,2.7
564,FDSLSB262,55.1396,-36.5548,6.7
565,FDSLSB263,55.0605,-36.6135,3.5
566,FDSLSB264,54.8491,-36.9491,2.4
567,FDSLSB265,54.3615,-36.7165,1.8
568,FDS22_DWARF084 ,51.9395,-37.6044,13.46382
569,FDS22_DWARF120 ,51.8949,-37.5048,7.57148
570,FDS22_DWARF104 ,51.7313,-37.5477,8.81826
571,FDS22_DWARF173 ,52.1472,-37.3568,5.31806
572,FDS22_DWARF162 ,51.9757,-37.3759,8.68672
573,FDS28_DWARF027 ,49.377,-37.8437,7.66988
574,FDS28_DWARF054 ,49.6341,-37.7692,2.7905
575,FDS28_DWARF055 ,49.636,-37.7657,5.69258
576,FDS28_DWARF003 ,49.146,-37.884,3.50884
577,FDS28_DWARF157 ,49.3168,-37.476,5.5378
578,FDS28_DWARF184 ,49.2999,-37.4085,3.55422
579,FDS28_DWARF203 ,49.2407,-37.3616,2.50102
580,FDS26_DWARF040 ,50.7985,-37.8369,3.42606
581,FDS26_DWARF039 ,50.8686,-37.8478,4.34296
582,FDS26_DWARF024 ,50.6496,-37.873,2.36402
583,FDS26_DWARF111 ,50.7136,-37.5271,4.80908
584,FDS26_DWARF141 ,50.5946,-37.3976,16.62014
585,FDS26_DWARF170 ,50.6591,-37.3134,2.62206
586,FDS26_DWARF103 ,51.5051,-37.5703,3.91142
587,FDS26_DWARF101 ,51.1627,-37.5848,5.93592
588,FDS26_DWARF097 ,51.2249,-37.5983,4.20614
589,FDS22_DWARF153 ,51.7227,-37.393,3.89026
590,FDS22_DWARF182 ,51.6484,-37.3152,4.67918
591,FDS22_DWARF189 ,51.6811,-37.299,10.38706
592,FDS22_DWARF207 ,51.6696,-37.2296,2.88858
593,FDS22_DWARF267 ,51.7985,-37.0626,3.2898
594,FDS22_DWARF244 ,51.6043,-37.1278,8.51306
595,FDS26_DWARF203 ,51.3969,-37.2382,3.32208
596,FDS22_DWARF295 ,51.6173,-36.9536,3.89422
597,FDS21_DWARF009 ,51.6373,-36.9172,3.05938
598,FDS26_DWARF000 ,50.9767,-37.51,17.902201
599,FDS26_DWARF176 ,51.1212,-37.3025,5.67984
600,FDS26_DWARF233 ,50.8036,-37.1394,6.13538
601,FDS26_DWARF277 ,50.8899,-36.9829,8.69732
602,FDS25_DWARF013 ,50.9728,-36.9231,2.60236
603,FDS26_DWARF265 ,51.3421,-37.0723,4.1013
604,FDS26_DWARF003 ,51.2432,-37.0096,16.88938
605,FDS25_DWARF008 ,51.2673,-36.9277,13.03918
606,FDS25_DWARF065 ,51.5032,-36.7942,2.98522
607,FDS25_DWARF094 ,51.476,-36.7136,6.09742
608,FDS25_DWARF117 ,51.1297,-36.6452,6.46334
609,FDS25_DWARF080 ,51.3535,-36.7448,7.62508
610,FDS25_DWARF100 ,51.2822,-36.6868,3.70852
611,FDS25_DWARF146 ,51.2894,-36.5533,8.56012
612,FDS28_DWARF052 ,49.9835,-37.7865,6.19022
613,FDS28_DWARF176 ,49.9993,-37.4599,3.4274
614,FDS26_DWARF229 ,50.5258,-37.1427,9.31088
615,FDS28_DWARF219 ,49.5228,-37.3395,3.02154
616,FDS28_DWARF255 ,49.4239,-37.1442,14.60388
617,FDS28_DWARF315 ,49.9675,-37.008,3.2936
618,FDS27_DWARF103 ,50.1276,-36.6828,2.45936
619,FDS27_DWARF104 ,50.0598,-36.6753,3.62094
620,FDS26_DWARF468 ,50.6273,-36.9723,2.35958
621,FDS25_DWARF020 ,50.8529,-36.888,7.3326
622,FDS25_DWARF015 ,50.7609,-36.9032,9.38724
623,FDS25_DWARF043 ,50.8788,-36.8255,6.2546
624,FDS25_DWARF141 ,50.5864,-36.5701,3.2067
625,FDS25_DWARF498 ,51.0285,-36.382,3.52974
626,FDS25_DWARF182 ,50.8636,-36.4554,3.25748
627,FDS25_DWARF191 ,50.8626,-36.4384,5.6864
628,FDS27_DWARF211 ,50.3001,-36.2656,8.45672
629,FDS25_DWARF512 ,50.4308,-36.2087,11.55432
630,FDS25_DWARF296 ,50.4294,-36.208,12.17424
631,FDS25_DWARF420 ,50.7118,-35.961,4.75126
632,FDS13_DWARF004 ,55.01,-37.9414,3.4978
633,FDS13_DWARF042 ,55.2303,-37.8376,10.92316
634,FDS13_DWARF054 ,55.1427,-37.8518,6.11928
635,FDS13_DWARF058 ,55.1262,-37.828,7.26844
636,FDS13_DWARF074 ,54.2367,-37.8208,9.94792
637,FDS13_DWARF496 ,54.2365,-37.8208,11.51404
638,FDS13_DWARF044 ,54.4815,-37.856,10.57016
639,FDS13_DWARF130 ,54.9101,-37.7097,2.65218
640,FDS13_DWARF162 ,55.0871,-37.6449,13.77978
641,FDS13_DWARF165 ,55.0854,-37.6441,13.58604
642,FDS13_DWARF230 ,55.0774,-37.4994,8.44634
643,FDS13_DWARF318 ,54.9292,-37.2884,2.38512
644,FDS33_DWARF121 ,57.3021,-36.974,18.096239
645,FDS33_DWARF088 ,56.6567,-37.1595,14.72654
646,FDS33_DWARF081 ,56.5214,-37.1716,2.64124
647,FDS33_DWARF129 ,56.9447,-36.9578,4.05442
648,FDS13_DWARF224 ,55.2271,-37.5166,7.09864
649,FDS13_DWARF258 ,55.185,-37.4083,9.2233
650,FDS7_DWARF021  ,55.2864,-36.9319,3.08504
651,FDS7_DWARF023  ,55.3802,-36.9228,8.7785
652,FDS7_DWARF185  ,55.3477,-36.6537,3.40788
653,FDS7_DWARF158  ,55.6096,-36.6868,14.28166
654,FDS7_DWARF193  ,55.4577,-36.6304,6.94492
655,FDS7_DWARF001  ,56.3087,-36.9367,14.76926
656,FDS7_DWARF015  ,56.2442,-36.8949,13.171
657,FDS7_DWARF183  ,56.2867,-36.6485,10.74562
658,FDS7_DWARF244  ,56.2284,-36.4972,7.75964
659,FDS7_DWARF640  ,56.2947,-36.464,1.79936
660,FDS7_DWARF310  ,56.4391,-36.3461,7.25624
661,FDS7_DWARF234  ,56.052,-36.5273,7.47654
662,FDS7_DWARF275  ,55.5918,-36.4473,2.853
663,FDS7_DWARF360  ,55.7601,-36.2734,32.652882
664,FDS7_DWARF326  ,56.2496,-36.3198,20.82498
665,FDS7_DWARF696  ,56.0428,-36.1788,5.15994
666,FDS7_DWARF486  ,56.1216,-36.0358,15.484
667,FDS7_DWARF509  ,56.1636,-35.9826,15.1911
668,FDS7_DWARF000  ,56.2649,-35.9727,7.60046
669,FDS6_DWARF030  ,56.1047,-35.8568,11.12248
670,FDS2_DWARF002  ,57.4542,-35.9457,13.567
671,FDS2_DWARF000  ,57.653,-35.9094,14.54166
672,FDS2_DWARF028  ,57.5544,-35.8844,2.29778
673,FDS2_DWARF012  ,57.3075,-35.9268,5.36672
674,FDS6_DWARF118  ,56.3935,-35.6885,5.42466
675,FDS6_DWARF175  ,56.4129,-35.6106,2.21908
676,FDS2_DWARF133  ,56.9455,-35.6598,5.74684
677,FDS2_DWARF277  ,57.1846,-35.3532,4.54444
678,FDS2_DWARF282  ,57.2676,-35.3547,4.95906
679,FDS2_DWARF393  ,56.9114,-35.1427,3.84766
680,FDS2_DWARF436  ,56.9761,-35.0381,5.77654
681,FDS2_DWARF433  ,57.0092,-35.0265,10.68414
682,FDS2_DWARF321  ,57.5965,-35.248,8.5648
683,FDS18_DWARF140 ,53.8485,-37.6183,3.18466
684,FDS18_DWARF058 ,53.3121,-37.8212,16.94416
685,FDS18_DWARF045 ,53.1881,-37.8363,10.86432
686,FDS18_DWARF098 ,53.4826,-37.7348,2.63558
687,FDS18_DWARF129 ,53.1954,-37.6419,8.40748
688,FDS18_DWARF185 ,53.4053,-37.5102,2.91106
689,FDS18_DWARF225 ,53.4086,-37.4087,4.16732
690,FDS13_DWARF176 ,54.02,-37.6152,4.3804
691,FDS13_DWARF284 ,54.1532,-37.3653,6.10256
692,FDS13_DWARF299 ,54.5557,-37.2899,26.886539
693,FDS13_DWARF302 ,54.4736,-37.2797,13.85384
694,FDS13_DWARF357 ,54.4277,-37.2086,11.47126
695,FDS13_DWARF378 ,54.0998,-37.1639,9.36214
696,FDS18_DWARF335 ,53.5091,-37.1817,3.43236
697,FDS13_DWARF398 ,54.1048,-37.1252,3.22026
698,FDS12_DWARF052 ,54.4113,-36.8111,4.3958
699,FDS18_DWARF111 ,52.9416,-37.6969,8.12398
700,FDS18_DWARF143 ,52.8433,-37.6135,10.76716
701,FDS22_DWARF099 ,52.6151,-37.5897,1.61864
702,FDS18_DWARF333 ,53.0699,-37.1772,2.84516
703,FDS22_DWARF169 ,52.2576,-37.3606,7.9862
704,FDS22_DWARF256 ,52.1956,-37.1012,2.05348
705,FDS18_DWARF408 ,52.8387,-37.0002,3.38134
706,FDS17_DWARF121 ,53.5682,-36.5897,2.78482
707,FDS17_DWARF082 ,53.3448,-36.6831,4.9836
708,FDS17_DWARF110 ,53.3924,-36.6056,18.218479
709,FDS17_DWARF127 ,53.8014,-36.5754,6.80878
710,FDS12_DWARF236 ,54.1342,-36.427,9.05058
711,FDS17_DWARF188 ,53.8503,-36.3638,6.79322
712,FDS17_DWARF166 ,53.713,-36.4629,9.59382
713,FDS17_DWARF161 ,53.5293,-36.466,8.67426
714,FDS17_DWARF185 ,53.4868,-36.382,3.76038
715,FDS17_DWARF226 ,53.7149,-36.3231,5.00298
716,FDS17_DWARF251 ,53.7889,-36.2697,2.81288
717,FDS17_DWARF283 ,53.855,-36.179,10.80642
718,FDS17_DWARF167 ,53.2638,-36.4431,15.69474
719,FDS17_DWARF220 ,52.9811,-36.3162,4.72504
720,FDS17_DWARF242 ,52.9127,-36.2769,12.43062
721,FDS17_DWARF265 ,53.044,-36.2196,12.31258
722,FDS17_DWARF243 ,53.5495,-36.2876,7.74154
723,FDS17_DWARF317 ,53.6519,-36.054,4.38224
724,FDS17_DWARF316 ,53.5328,-36.0699,9.15132
725,FDS17_DWARF288 ,53.2025,-36.1531,5.8655
726,FDS17_DWARF303 ,53.3191,-36.0942,2.83424
727,FDS17_DWARF325 ,53.3031,-36.0174,15.04296
728,FDS17_DWARF345 ,53.3507,-35.9868,7.17018
729,FDS17_DWARF304 ,53.1243,-36.0883,15.70448
730,FDS16_DWARF003 ,53.2022,-35.9459,6.79008
731,FDS17_DWARF359 ,53.3654,-35.9648,3.224
732,FDS16_DWARF533 ,53.5596,-35.8194,8.00204
733,FDS16_DWARF024 ,53.4305,-35.8594,39.785
734,FDS16_DWARF051 ,53.4518,-35.8361,9.69522
735,FDS13_DWARF462 ,54.9065,-36.9834,1.96114
736,FDS12_DWARF015 ,54.9174,-36.9128,2.29604
737,FDS12_DWARF098 ,54.6736,-36.7273,5.57012
738,FDS12_DWARF148 ,54.8545,-36.6222,5.41572
739,FDS12_DWARF183 ,54.9077,-36.5537,6.35268
740,FDS12_DWARF135 ,54.7332,-36.6622,2.60326
741,FDS12_DWARF154 ,54.723,-36.6142,4.86152
742,FDS7_DWARF286  ,55.2363,-36.4283,2.30142
743,FDS7_DWARF324  ,55.4155,-36.3629,5.70478
744,FDS12_DWARF172 ,55.0292,-36.5599,9.45722
745,FDS12_DWARF178 ,55.0716,-36.5348,10.72626
746,FDS12_DWARF194 ,55.1125,-36.4989,11.85954
747,FDS12_DWARF296 ,55.0806,-36.3139,10.19852
748,FDS12_DWARF339 ,55.0256,-36.2336,12.99702
749,FDS12_DWARF366 ,55.1832,-36.1853,19.590481
750,FDS12_DWARF399 ,55.1571,-36.1211,9.38174
751,FDS12_DWARF080 ,54.4319,-36.7264,8.6936
752,FDS12_DWARF190 ,54.3851,-36.5444,4.08192
753,FDS12_DWARF176 ,54.6641,-36.5583,6.46392
754,FDS12_DWARF286 ,54.7536,-36.3386,5.21316
755,FDS12_DWARF241 ,54.5868,-36.4127,19.2609
756,FDS12_DWARF586 ,54.5871,-36.4125,21.23596
757,FDS12_DWARF608 ,54.7168,-36.301,2.03492
758,FDS12_DWARF197 ,54.2198,-36.4861,14.2836
759,FDS12_DWARF327 ,54.3038,-36.2579,5.90904
760,FDS12_DWARF287 ,54.546,-36.3377,4.63048
761,FDS12_DWARF314 ,54.5644,-36.2812,6.7684
762,FDS12_DWARF383 ,54.42,-36.174,11.15168
763,FDS12_DWARF433 ,54.8846,-36.0994,4.66732
764,FDS12_DWARF396 ,54.9691,-36.1419,3.3882
765,FDS12_DWARF436 ,55.0014,-36.0936,5.16304
766,FDS12_DWARF406 ,54.7741,-36.0989,6.36788
767,FDS12_DWARF429 ,54.5801,-36.0656,6.48598
768,FDS12_DWARF463 ,54.5262,-36.0501,4.6393
769,FDS11_DWARF013 ,54.6552,-35.9171,4.40076
770,FDS11_DWARF079 ,54.8321,-35.7247,17.04566
771,FDS7_DWARF520b ,55.6462,-35.985,7.06932
772,FDS7_DWARF529  ,55.6538,-35.9558,7.5557
773,FDS7_DWARF461  ,55.3496,-36.0806,8.44546
774,FDS6_DWARF003  ,55.3391,-35.9487,8.8514
775,FDS6_DWARF024  ,55.6608,-35.8679,8.96784
776,FDS7_DWARF504  ,55.8876,-36.0059,8.55946
777,FDS6_DWARF098  ,56.1851,-35.6837,6.97452
778,FDS6_DWARF223  ,56.0341,-35.5492,6.42032
779,FDS6_DWARF129  ,55.8975,-35.6743,8.25314
780,FDS6_DWARF154  ,55.9535,-35.6256,13.97898
781,FDS6_DWARF249  ,55.8064,-35.5189,8.9532
782,FDS11_DWARF032 ,55.1401,-35.8882,4.7987
783,FDS11_DWARF040 ,55.1807,-35.8608,4.90598
784,FDS11_DWARF027 ,55.1278,-35.8779,8.30076
785,FDS11_DWARF069 ,55.21,-35.7485,11.13204
786,FDS6_DWARF100b ,55.366,-35.7203,7.19324
787,FDS6_DWARF082  ,55.2533,-35.7425,14.22658
788,FDS6_DWARF115  ,55.2789,-35.6905,6.05102
789,FDS6_DWARF134  ,55.2666,-35.6475,5.76372
790,FDS6_DWARF170  ,55.3823,-35.5896,10.26596
791,FDS11_DWARF052b,55.0407,-35.8362,6.20318
792,FDS11_DWARF140 ,55.0653,-35.6629,4.78506
793,FDS11_DWARF134 ,54.9808,-35.6621,9.1263
794,FDS11_DWARF519 ,55.0411,-35.6291,42.298458
795,FDS11_DWARF110 ,55.1763,-35.661,10.3819
796,FDS6_DWARF267  ,55.2805,-35.5144,13.59686
797,FDS11_DWARF277 ,55.1115,-35.4198,4.86688
798,FDS6_DWARF201  ,55.6051,-35.5949,7.10868
799,FDS6_DWARF216  ,55.5797,-35.5608,6.8339
800,FDS6_DWARF208  ,55.5719,-35.5407,12.04596
801,FDS6_DWARF244  ,55.6372,-35.5322,6.79064
802,FDS6_DWARF234  ,55.6788,-35.5407,4.67064
803,FDS6_DWARF251  ,55.4586,-35.5353,5.497
804,FDS6_DWARF352  ,55.7296,-35.3435,8.86162
805,FDS6_DWARF303  ,55.396,-35.4401,5.65102
806,FDS6_DWARF347  ,55.4976,-35.3489,4.91398
807,FDS6_DWARF374  ,55.4894,-35.2925,14.67334
808,FDS6_DWARF350  ,55.4193,-35.3517,6.1769
809,FDS6_DWARF002  ,55.5949,-35.1541,11.4426
810,FDS6_DWARF455  ,55.4222,-35.1703,6.91094
811,FDS12_DWARF349 ,54.2052,-36.2297,13.37974
812,FDS17_DWARF259 ,54.0045,-36.258,3.59364
813,FDS12_DWARF367 ,54.0536,-36.1665,9.94824
814,FDS12_DWARF492 ,54.3645,-35.9629,5.85866
815,FDS17_DWARF312 ,53.8491,-36.0914,6.10422
816,FDS17_DWARF343 ,53.9429,-35.9893,18.848539
817,FDS11_DWARF029 ,54.2929,-35.8883,6.42064
818,FDS11_DWARF010 ,54.098,-35.9114,13.95088
819,FDS11_DWARF044 ,54.0285,-35.8423,13.16486
820,FDS12_DWARF491 ,54.4249,-35.9553,9.42268
821,FDS11_DWARF049 ,54.3918,-35.8292,12.01982
822,FDS11_DWARF047 ,54.6526,-35.834,4.99074
823,FDS11_DWARF075 ,54.657,-35.7576,8.94512
824,FDS11_DWARF186 ,54.676,-35.5521,4.70514
825,FDS11_DWARF071b,54.3166,-35.7882,1.9085
826,FDS11_DWARF064 ,54.2642,-35.8007,5.94844
827,FDS11_DWARF093 ,54.2266,-35.7471,4.99546
828,FDS11_DWARF155 ,54.2689,-35.5901,12.20224
829,FDS11_DWARF185 ,54.5784,-35.5309,20.28978
830,FDS11_DWARF204 ,54.5694,-35.5077,9.70014
831,FDS11_DWARF229 ,54.5827,-35.4825,2.741
832,FDS11_DWARF235 ,54.5273,-35.4399,13.28242
833,FDS16_DWARF027 ,53.684,-35.8615,14.61616
834,FDS11_DWARF108 ,54.1051,-35.7032,8.91196
835,FDS16_DWARF141 ,53.7167,-35.6233,2.94072
836,FDS16_DWARF108 ,53.5665,-35.7044,2.51996
837,FDS16_DWARF159 ,53.6228,-35.5465,17.495899
838,FDS16_DWARF185a,53.9283,-35.5141,11.91012
839,FDS16_DWARF170 ,53.7197,-35.5695,4.34112
840,FDS16_DWARF172 ,53.7195,-35.5694,4.23684
841,FDS16_DWARF227 ,53.7727,-35.4506,8.52268
842,FDS16_DWARF230b,53.8001,-35.4342,5.92204
843,FDS11_DWARF246 ,54.1792,-35.4356,16.06896
844,FDS11_DWARF294 ,54.1553,-35.3859,20.52392
845,FDS11_DWARF296 ,54.2917,-35.3865,5.13894
846,FDS11_DWARF299 ,54.4107,-35.3854,6.05256
847,FDS11_DWARF330 ,54.4213,-35.2962,6.19126
848,FDS11_DWARF279 ,54.2263,-35.3747,9.6731
849,FDS11_DWARF306 ,54.2492,-35.3432,14.49308
850,FDS11_DWARF289 ,54.0169,-35.3889,13.59262
851,FDS16_DWARF272 ,53.9912,-35.348,4.01544
852,FDS16_DWARF257 ,53.9282,-35.3383,15.40952
853,FDS16_DWARF281 ,53.798,-35.3229,5.41692
854,FDS11_DWARF365 ,54.1165,-35.2107,8.65192
855,FDS11_DWARF200 ,54.9236,-35.5317,5.82826
856,FDS11_DWARF203 ,54.9587,-35.5229,6.09422
857,FDS11_DWARF283 ,54.8055,-35.3714,16.09984
858,FDS11_DWARF327 ,55.098,-35.2766,14.07648
859,FDS11_DWARF311 ,54.9643,-35.3221,11.01516
860,FDS11_DWARF339 ,54.5895,-35.2597,6.57772
861,FDS11_DWARF423 ,54.7796,-35.1228,3.33788
862,FDS6_DWARF462  ,55.3036,-35.1587,18.88386
863,FDS11_DWARF458 ,55.141,-35.0229,14.51536
864,FDS11_DWARF554 ,55.2074,-35.0236,7.84982
865,FDS6_DWARF584  ,55.266,-34.9542,6.01098
866,FDS5_DWARF000  ,55.3856,-34.8888,16.473021
867,FDS5_DWARF093  ,55.4137,-34.833,4.9609
868,FDS11_DWARF475 ,54.9596,-35.0219,22.0856
869,FDS11_DWARF488 ,55.1096,-35.0034,6.27546
870,FDS10_DWARF004 ,55.1693,-34.9489,6.98548
871,FDS5_DWARF182  ,55.2364,-34.713,3.29386
872,FDS11_DWARF403 ,54.5364,-35.1648,11.84496
873,FDS11_DWARF396 ,54.5802,-35.1291,9.59314
874,FDS11_DWARF411b,54.4616,-35.1512,2.27596
875,FDS11_DWARF461 ,54.4422,-35.0526,2.5532
876,FDS10_DWARF017 ,54.5934,-34.9266,3.85946
877,FDS10_DWARF003 ,54.2219,-34.9384,9.66426
878,FDS10_DWARF014 ,54.3472,-34.9001,12.77846
879,FDS10_DWARF034 ,54.2611,-34.8755,5.33378
880,FDS10_DWARF023 ,54.4777,-34.8821,8.05108
881,FDS10_DWARF077 ,55.0053,-34.7581,9.30016
882,FDS10_DWARF056 ,54.7262,-34.8256,7.63798
883,FDS10_DWARF109 ,55.0023,-34.7231,6.35858
884,FDS10_DWARF123 ,54.9773,-34.6961,3.96264
885,FDS10_DWARF147 ,55.0213,-34.6521,4.40016
886,FDS10_DWARF228 ,55.0418,-34.4468,15.82464
887,FDS10_DWARF137b,54.5753,-34.6744,4.6632
888,FDS21_DWARF006 ,52.0689,-36.9289,3.76846
889,FDS21_DWARF055a,51.7213,-36.7987,9.51024
890,FDS21_DWARF105 ,52.3934,-36.7032,5.14328
891,FDS21_DWARF192 ,52.6636,-36.4861,6.79406
892,FDS21_DWARF212 ,52.4249,-36.4105,7.27274
893,FDS21_DWARF202 ,52.2386,-36.4371,10.10118
894,FDS21_DWARF255 ,52.3002,-36.3266,6.02544
895,FDS21_DWARF306 ,52.4254,-36.2214,15.14142
896,FDS21_DWARF084 ,51.7066,-36.7475,2.43698
897,FDS21_DWARF129 ,51.776,-36.6368,4.45114
898,FDS21_DWARF170 ,51.6484,-36.5273,3.61826
899,FDS21_DWARF198 ,51.833,-36.4542,6.10342
900,FDS25_DWARF181 ,51.3818,-36.4713,6.98792
901,FDS25_DWARF496 ,51.4985,-36.3978,19.585239
902,FDS25_DWARF232 ,51.4989,-36.3977,18.7159
903,FDS21_DWARF253 ,52.0118,-36.3334,4.53556
904,FDS21_DWARF328 ,52.2798,-36.1615,13.12116
905,FDS21_DWARF334 ,51.8989,-36.1416,2.53014
906,FDS21_DWARF333 ,51.8403,-36.1466,10.2605
907,FDS21_DWARF371 ,51.9301,-36.0164,2.67394
908,FDS20_DWARF008 ,51.8657,-35.9239,9.98736
909,FDS20_DWARF014 ,51.866,-35.9238,10.02542
910,FDS20_DWARF048 ,51.974,-35.8075,4.0368
911,FDS17_DWARF227 ,52.7845,-36.2901,8.08564
912,FDS16_DWARF055 ,52.8362,-35.8195,5.7334
913,FDS16_DWARF072 ,53.114,-35.7754,8.90032
914,FDS16_DWARF081 ,53.2883,-35.7181,17.770679
915,FDS16_DWARF075 ,53.2392,-35.7374,17.58486
916,FDS16_DWARF102 ,53.3877,-35.7042,3.6872
917,FDS16_DWARF127 ,53.384,-35.6618,8.07802
918,FDS16_DWARF145 ,53.3425,-35.6056,4.06626
919,FDS16_DWARF138 ,53.2537,-35.6093,6.9046
920,FDS16_DWARF109 ,52.946,-35.6761,10.2467
921,FDS16_DWARF152 ,52.9532,-35.5825,4.90954
922,FDS16_DWARF246 ,53.0917,-35.4061,9.0905
923,FDS16_DWARF232 ,53.0219,-35.4257,6.16724
924,FDS20_DWARF031 ,52.3891,-35.8676,9.86638
925,FDS20_DWARF100 ,52.5474,-35.6736,5.70542
926,FDS20_DWARF118 ,52.3591,-35.6041,4.2106
927,FDS20_DWARF472 ,52.3585,-35.5434,1.96466
928,FDS20_DWARF193 ,52.4087,-35.4,9.2481
929,FDS20_DWARF205 ,52.4393,-35.3785,11.73832
930,FDS20_DWARF138 ,52.6925,-35.5501,19.21814
931,FDS16_DWARF204 ,52.8627,-35.4935,10.50618
932,FDS20_DWARF198 ,52.6908,-35.3943,2.5167
933,FDS20_DWARF498 ,52.5455,-35.3461,4.842
934,FDS20_DWARF212 ,52.6943,-35.3546,13.86796
935,FDS20_DWARF502 ,52.6383,-35.3239,1.78474
936,FDS20_DWARF264 ,52.6612,-35.2274,4.52804
937,FDS20_DWARF360 ,52.6526,-35.0417,8.79622
938,FDS25_DWARF001 ,51.3331,-36.3849,66.50518
939,FDS25_DWARF241 ,51.2893,-36.3652,33.889919
940,FDS20_DWARF058 ,51.611,-35.7658,7.49582
941,FDS20_DWARF144 ,51.7254,-35.5186,23.989679
942,FDS20_DWARF146 ,52.0754,-35.5376,1.7927
943,FDS20_DWARF142 ,52.0672,-35.5377,5.84056
944,FDS20_DWARF254 ,51.8854,-35.2496,6.5151
945,FDS20_DWARF253 ,52.0277,-35.2364,9.56432
946,FDS20_DWARF320 ,52.0003,-35.0791,5.8955
947,FDS20_DWARF296 ,52.3617,-35.1247,2.85248
948,FDS20_DWARF333 ,52.5748,-35.0754,5.11034
949,FDS20_DWARF384 ,52.674,-34.9869,2.27046
950,FDS19_DWARF613a,52.5432,-34.8011,2.4353
951,FDS19_DWARF613b,52.5418,-34.7998,2.47272
952,FDS19_DWARF094 ,52.2105,-34.835,2.66494
953,FDS19_DWARF100 ,52.3539,-34.8241,2.85066
954,FDS20_DWARF238 ,51.7095,-35.2739,2.8475
955,FDS20_DWARF522 ,51.7796,-35.1934,1.87138
956,FDS20_DWARF334 ,51.6781,-35.0405,11.8233
957,FDS19_DWARF004 ,51.9882,-34.9483,2.21796
958,FDS19_DWARF003 ,51.8698,-34.9473,4.7011
959,FDS19_DWARF202 ,52.0396,-34.6044,2.72574
960,FDS19_DWARF184 ,52.1155,-34.6332,3.3729
961,FDS19_DWARF001 ,51.8251,-34.5265,14.63574
962,FDS16_DWARF190 ,53.549,-35.5236,2.55996
963,FDS16_DWARF253 ,53.584,-35.3624,11.27868
964,FDS16_DWARF280 ,53.751,-35.3224,5.73084
965,FDS16_DWARF283 ,53.525,-35.2769,6.47084
966,FDS16_DWARF328 ,53.5507,-35.2285,4.6207
967,FDS16_DWARF248 ,53.286,-35.3969,6.37822
968,FDS16_DWARF307 ,53.3277,-35.2631,10.2369
969,FDS16_DWARF330 ,53.7728,-35.2184,5.36188
970,FDS16_DWARF329 ,53.74,-35.2235,4.31206
971,FDS16_DWARF346 ,53.7354,-35.1909,9.48692
972,FDS16_DWARF002 ,53.7467,-35.1711,9.81058
973,FDS16_DWARF441 ,53.7426,-35.0427,8.51
974,FDS16_DWARF788b,53.9048,-34.9795,2.82904
975,FDS15_DWARF039 ,54.0011,-34.8781,7.90424
976,FDS15_DWARF085 ,53.9712,-34.8581,3.26058
977,FDS15_DWARF113 ,53.9825,-34.8282,13.8963
978,FDS15_DWARF111 ,53.8915,-34.8047,7.83318
979,FDS15_DWARF132 ,53.6763,-34.7999,4.8148
980,FDS15_DWARF107 ,53.2794,-34.8056,18.923321
981,FDS16_DWARF417 ,52.9485,-35.0514,19.77038
982,FDS16_DWARF486 ,52.8204,-34.9616,6.4767
983,FDS16_DWARF472 ,52.8447,-34.9714,7.10998
984,FDS15_DWARF148 ,53.0559,-34.7502,2.68152
985,FDS15_DWARF223 ,53.5904,-34.5925,6.52074
986,FDS15_DWARF209 ,53.4889,-34.612,9.85016
987,FDS15_DWARF232 ,53.4841,-34.5618,5.12614
988,FDS15_DWARF155 ,53.2787,-34.7407,2.79616
