,ID,ra,dec,re
324,FDSLSB21 ,50.2844,-36.2315,6.7
325,FDSLSB22 ,55.447,-36.225,11.4
326,FDSLSB23 ,55.9284,-36.6955,3
327,FDSLSB24 ,56.4098,-36.8765,4.5
328,FDSLSB25 ,55.8587,-36.5741,2.5
329,FDSLSB26 ,55.2997,-36.0694,3.3
330,FDSLSB27 ,55.5631,-36.1292,2.1
331,FDSLSB28 ,55.6177,-36.3764,2.5
332,FDSLSB29 ,55.7543,-36.7478,5.2
333,FDSLSB30 ,55.784,-36.9201,1.9
334,FDSLSB31 ,55.7149,-36.9225,4.3
335,FDSLSB32 ,55.9664,-36.8245,2.8
336,FDSLSB33 ,55.5304,-36.2307,3.9
337,FDSLSB34 ,55.5893,-36.37,1.9
338,FDSLSB35 ,53.7528,-35.4221,2
339,FDSLSB36 ,53.681,-35.5211,3.9
340,FDSLSB37 ,53.2988,-35.0358,18.4
341,FDSLSB38 ,53.5977,-35.845,12.2
342,FDSLSB39 ,53.7429,-35.2584,2.4
343,FDSLSB40 ,53.6185,-35.8104,2.2
344,FDSLSB41 ,52.992,-35.6223,15.6
345,FDSLSB42 ,53.5288,-35.38,6.1
346,FDSLSB43 ,53.9473,-35.3619,3.9
347,FDSLSB44 ,53.672,-35.5069,2
348,FDSLSB45 ,54.0074,-35.3107,3
349,FDSLSB46 ,54.0009,-35.9357,5
350,FDSLSB47 ,53.0229,-35.8266,6.3
351,FDSLSB48 ,53.4312,-35.7332,3.3
352,FDSLSB49 ,53.3099,-35.0282,7.1
353,FDSLSB50 ,53.0341,-35.0201,2.2
354,FDSLSB51 ,53.6354,-35.0436,6.4
355,FDSLSB52 ,53.2295,-35.1676,2.5
356,FDSLSB53 ,53.5389,-35.5169,27.7
357,FDSLSB54 ,53.566,-35.6524,2.5
358,FDSLSB55 ,53.7357,-35.6876,3.8
359,FDSLSB56 ,53.8768,-35.2518,9.3
360,FDSLSB57 ,53.3168,-35.5975,2
361,FDSLSB58 ,53.5294,-35.4772,6.7
362,FDSLSB59 ,52.8304,-35.1651,9.1
363,FDSLSB60 ,49.7165,-37.6186,8.2
364,FDSLSB61 ,49.4516,-37.7279,2.1
365,FDSLSB62 ,49.9106,-37.5116,3.8
366,FDSLSB63 ,49.8864,-37.9017,2.8
367,FDSLSB64 ,49.1818,-37.7864,2.2
368,FDSLSB65 ,55.5373,-33.6824,2
369,FDSLSB66 ,55.2884,-33.2877,5.5
370,FDSLSB67 ,55.6536,-33.2762,2.3
371,FDSLSB68 ,56.2275,-33.8784,3.3
372,FDSLSB69 ,57.0479,-35.1963,2.6
373,FDSLSB70 ,50.5979,-35.9923,3
374,FDSLSB71 ,51.5055,-36.7063,3.5
375,FDSLSB72 ,50.8568,-36.4333,3.1
376,FDSLSB73 ,51.0545,-36.9495,2.3
377,FDSLSB74 ,50.7396,-36.8201,15.6
378,FDSLSB75 ,51.5151,-36.9045,2.3
379,FDSLSB76 ,50.3274,-36.3647,1.9
380,FDSLSB77 ,50.8317,-36.3323,2.1
381,FDSLSB78 ,51.4506,-36.7888,4
382,FDSLSB79 ,50.7483,-36.7659,2.4
383,FDSLSB80 ,50.5114,-36.2942,2.3
384,FDSLSB81 ,51.3378,-36.6807,2.3
385,FDSLSB82 ,51.8952,-33.2916,10.6
386,FDSLSB83 ,51.7036,-33.6964,2.5
387,FDSLSB84 ,52.427,-33.1533,2.6
388,FDSLSB85 ,54.4904,-37.1183,12.9
389,FDSLSB86 ,54.6608,-37.3551,2.3
390,FDSLSB87 ,52.4294,-37.0699,2.6
391,FDSLSB88 ,52.5748,-37.206,2
392,FDSLSB89 ,51.9759,-37.5268,2.2
393,FDSLSB90 ,52.7242,-37.6584,2.2
394,FDSLSB91 ,52.2679,-37.3374,5.5
395,FDSLSB92 ,51.7981,-37.4906,3.3
396,FDSLSB93 ,53.6916,-34.8925,3.2
397,FDSLSB94 ,53.042,-34.265,3.3
398,FDSLSB95 ,53.6687,-34.3541,7.8
399,FDSLSB96 ,53.97,-34.2429,2.7
400,FDSLSB97 ,53.6189,-34.9441,3.8
401,FDSLSB98 ,53.6202,-34.4403,5.7
402,FDSLSB99 ,53.3951,-34.4668,3.1
403,FDSLSB100,53.1264,-34.3485,8.6
404,FDSLSB101,52.9643,-34.8473,3.2
405,FDSLSB102,53.95,-34.6997,1.9
406,FDSLSB103,57.0408,-37.5259,10.9
407,FDSLSB104,57.3918,-37.4947,2.1
408,FDSLSB105,56.8123,-37.365,3.3
409,FDSLSB106,56.4795,-37.181,2.9
410,FDSLSB107,53.6081,-37.4844,2.6
411,FDSLSB108,53.4529,-37.3406,2.1
412,FDSLSB109,53.8799,-37.0395,1.8
413,FDSLSB110,53.7147,-36.9777,1.8
414,FDSLSB111,53.4324,-37.1163,3.1
415,FDSLSB112,53.7615,-37.9078,2.1
416,FDSLSB113,55.5294,-34.5646,2
417,FDSLSB114,55.6718,-34.6799,2.1
418,FDSLSB115,56.4555,-34.4325,2.2
419,FDSLSB116,55.6079,-34.335,2.1
420,FDSLSB117,55.5056,-34.9253,3.7
421,FDSLSB118,55.8614,-34.245,5.2
422,FDSLSB119,55.3953,-34.3258,2
423,FDSLSB120,56.4226,-33.9961,2.4
424,FDSLSB121,56.0955,-34.6224,3.7
425,FDSLSB122,55.362,-34.9168,2.7
426,FDSLSB123,56.3071,-34.5639,2.3
427,FDSLSB124,55.7328,-34.2253,3.3
428,FDSLSB125,55.2634,-34.6959,6.8
429,FDSLSB126,55.9068,-34.7768,6.5
430,FDSLSB127,55.4163,-34.3223,2.3
431,FDSLSB128,56.2521,-34.7438,4.9
432,FDSLSB129,56.4537,-34.8818,4
433,FDSLSB130,55.6863,-34.5956,2.1
434,FDSLSB131,56.2053,-34.5313,2.2
435,FDSLSB132,55.8359,-34.2107,2.1
436,FDSLSB133,56.2334,-34.2963,1.9
437,FDSLSB134,54.446,-33.4367,6.2
438,FDSLSB135,54.8153,-33.918,1.9
439,FDSLSB136,54.8844,-33.6094,8.4
440,FDSLSB137,55.1504,-33.8045,2.5
441,FDSLSB138,54.9325,-33.7768,2.4
442,FDSLSB139,54.8873,-33.1938,3.1
443,FDSLSB140,54.2437,-33.1621,3.6
444,FDSLSB141,54.1041,-33.7279,2.2
445,FDSLSB142,54.9394,-33.1648,5.8
446,FDSLSB143,54.6376,-33.6633,4.2
447,FDSLSB144,54.8474,-33.66,2
448,FDSLSB145,54.5351,-33.0257,2.4
449,FDSLSB146,53.6502,-33.7073,2
450,FDSLSB147,53.4327,-33.2345,2.7
451,FDSLSB148,53.5915,-33.758,2.6
452,FDSLSB149,53.8811,-33.24,2.6
453,FDSLSB150,53.7292,-33.2091,6
454,FDSLSB151,53.7623,-33.6911,1.8
455,FDSLSB152,54.9274,-34.2764,3.6
456,FDSLSB153,54.5553,-34.7763,2.1
457,FDSLSB154,54.1914,-34.4138,3.7
458,FDSLSB155,54.3574,-34.3708,2.4
459,FDSLSB156,54.6988,-34.5563,2.1
460,FDSLSB157,54.6617,-34.2846,1.8
461,FDSLSB158,54.6512,-34.5335,1.9
462,FDSLSB159,54.9457,-34.6873,7.3
463,FDSLSB160,54.3129,-34.7013,2.3
464,FDSLSB161,54.5196,-34.383,5.9
465,FDSLSB162,54.6312,-34.7748,2.6
466,FDSLSB163,54.0734,-34.3187,2
467,FDSLSB164,54.4036,-34.7416,2.2
468,FDSLSB165,55.1751,-34.1209,2.6
469,FDSLSB166,54.2889,-34.2914,2.5
470,FDSLSB167,54.6022,-34.6486,3.4
471,FDSLSB168,54.8934,-34.0901,3.1
472,FDSLSB169,55.1183,-34.7862,4.1
473,FDSLSB170,55.2243,-34.2882,3.6
474,FDSLSB171,54.5274,-34.415,2.4
475,FDSLSB172,54.1924,-34.7949,3
476,FDSLSB173,50.8385,-37.1134,2.8
477,FDSLSB174,50.7553,-37.4212,2.6
478,FDSLSB175,50.5267,-37.5427,30.8
479,FDSLSB176,51.2619,-37.0043,4.5
480,FDSLSB177,50.4838,-37.6262,3.1
481,FDSLSB178,50.9157,-37.0949,3.5
482,FDSLSB179,51.5189,-37.1087,3.9
483,FDSLSB180,52.5645,-34.4251,6.3
484,FDSLSB181,52.1851,-34.0664,5.3
485,FDSLSB182,52.4906,-34.3831,2.9
486,FDSLSB183,52.7456,-34.6933,5.9
487,FDSLSB184,52.3776,-34.4024,3.7
488,FDSLSB185,51.7101,-34.0405,2.1
489,FDSLSB186,51.6453,-34.4981,7.7
490,FDSLSB187,51.7205,-36.0858,2.6
491,FDSLSB188,52.5953,-36.2247,6.3
492,FDSLSB189,52.0379,-36.9367,2.2
493,FDSLSB190,51.7612,-36.0912,4.4
494,FDSLSB191,51.9483,-36.8,2
495,FDSLSB192,52.4633,-36.3971,7.3
496,FDSLSB193,51.869,-36.7143,2.7
497,FDSLSB194,52.7521,-35.5127,2.9
498,FDSLSB195,51.9203,-35.026,2.5
499,FDSLSB196,51.8255,-34.9959,2.1
500,FDSLSB197,51.6527,-35.0265,2.8
501,FDSLSB198,51.9623,-35.04,2.9
502,FDSLSB199,51.6682,-35.1853,3
503,FDSLSB200,51.6471,-35.1005,2.4
504,FDSLSB201,51.6391,-35.1544,2.8
505,FDSLSB202,51.7765,-35.0054,2.8
506,FDSLSB203,51.973,-35.0688,4
507,FDSLSB204,52.0993,-35.7632,3.2
508,FDSLSB205,51.7815,-35.1349,3.9
509,FDSLSB206,52.755,-35.6377,4
510,FDSLSB207,56.7047,-34.7795,1.7
511,FDSLSB208,56.6831,-34.3944,2.2
512,FDSLSB209,57.6524,-34.8997,2.8
513,FDSLSB210,56.5458,-34.3528,2.2
514,FDSLSB211,54.238,-35.8365,10.1
515,FDSLSB212,55.0121,-35.465,12.8
516,FDSLSB213,54.746,-35.7412,2.5
517,FDSLSB214,55.2134,-35.1481,2.1
518,FDSLSB215,55.189,-35.5021,3.9
519,FDSLSB216,54.7312,-35.2371,9.7
520,FDSLSB217,54.6159,-35.0399,20.5
521,FDSLSB218,54.3163,-35.3574,6.8
522,FDSLSB219,55.0521,-35.2887,5.6
523,FDSLSB220,54.2494,-35.1373,10.6
524,FDSLSB221,54.325,-35.6993,6.5
525,FDSLSB222,55.2069,-35.3884,3.7
526,FDSLSB223,54.051,-35.7463,3.5
