---,ID,ra,dec,re,E_Re,Re-bias,e_Re,f_Re,b/a,E_b/a,b/a-bias,e_b/a,f_b/a,n,E_n,n-bias,e_n,f_n,PA,E_PA,PA-bias,e_PA,f_PA,mu0g,E_mu0g,mu0g-bias,e_mu0g,f_mu0g,mu0r,E_mu0r,mu0r-bias,e_mu0r,f_mu0r,mu0z,E_mu0z,mu0z-bias,e_mu0z,f_mu0z,gmag,E_gmag,gmag-bias,e_gmag,f_gmag,rmag,E_rmag,rmag-bias,e_rmag,f_rmag,zmag,E_zmag,zmag-bias,e_zmag,f_zmag,VC,SFD,Ag,Ar,Az,comp,f_comp,cz,n_cz,sigma,MassTot,sigEnv,Nenv,Ref
SMDG,0241590-011551,40.49587,-1.26412,7.14,0.23,-3.3,8.48,0,0.78,-0.08,-0.02,0.08,0,1.61,0.01,-0.48,0.94,0,-13.52,-18.73,0,16.24,0,24.62,-1.01,0.48,0.02,0,23.86,-0.96,0.44,-0.01,0,23.32,-0.9,0.4,0,0,20.85,-0.83,0.43,-0.06,0,20.09,-0.76,0.36,-0.03,0,19.55,-0.65,0.26,0.02,0,0,0.03,0.1,0.07,0.04,0.23,1,0,none  ,0,0,0,0,D 
SMDG,0242065-122118,40.52716,-12.35488,17.4,-0.39,0.08,0.34,0,0.51,-0.01,0,0.01,0,0.56,-0.02,0.01,0.02,0,-70.9,-0.72,0,0.72,0,24.23,-0.15,0.02,0.02,0,23.85,-0.14,0.01,0.03,0,23.64,-0.15,0.02,0.04,0,17.2,-0.15,0.02,0.04,0,16.82,-0.15,0.02,0.04,0,16.61,-0.15,0.02,0.04,0,0,0.03,0.11,0.07,0.04,0.45,0,4382,z_est ,45.7,11.28,174,3,D 
SMDG,0242077-413214,40.53197,-41.5372,5.83,-0.23,-0.62,3.14,0,0.55,-0.08,0,0.08,0,0.67,-0.07,-0.13,0.57,0,-62.22,-6.92,0,6.57,0,25.96,-0.68,0.19,0.08,0,25.47,-0.66,0.2,0.08,0,24.95,-0.51,0.16,0.1,0,21.38,-0.69,0.18,0.05,0,20.89,-0.69,0.19,0.05,0,20.37,-0.54,0.14,0.09,0,0,0.02,0.07,0.05,0.03,0.28,0,0,none  ,0,0,0,0,D 
SMDG,0242104-265852,40.54331,-26.98111,5.79,-0.29,-0.02,0.59,0,0.56,-0.04,0.01,0.04,0,0.91,-0.05,-0.01,0.14,0,51.3,-2.39,0,2.3,0,24.28,-0.28,0.06,0.06,0,23.98,-0.31,0.07,0.07,0,23.71,-0.31,0.07,0.11,0,20.07,-0.19,0.01,0.08,0,19.76,-0.2,0.01,0.09,0,19.49,-0.2,0.01,0.13,0,0,0.01,0.05,0.03,0.02,0.53,0,0,none  ,0,0,0,0,D 
SMDG,0242248-092654,40.60326,-9.44824,7.31,-0.34,-0.05,0.63,0,0.52,-0.04,0.01,0.04,0,0.8,-0.06,-0.01,0.1,0,-60.27,-1.97,0,2.03,0,24.6,-0.23,0.04,0.07,0,24.02,-0.21,0.04,0.06,0,23.7,-0.21,0.04,0.1,0,19.8,-0.19,0.01,0.08,0,19.22,-0.17,0,0.08,0,18.89,-0.17,0,0.12,0,0,0.03,0.09,0.06,0.03,0.54,0,0,none  ,0,0,0,0,D 
SMDG,0242305-405226,40.6271,-40.87397,5.79,-0.28,0.01,0.44,0,0.54,-0.04,0.01,0.04,0,0.89,-0.05,-0.01,0.11,0,-58.1,-1.9,0,1.85,0,24.13,-0.25,0.04,0.06,0,23.48,-0.22,0.04,0.06,0,23.09,-0.2,0.03,0.08,0,19.95,-0.17,0,0.08,0,19.29,-0.14,-0.02,0.08,0,18.9,-0.13,-0.02,0.11,0,0,0.02,0.07,0.05,0.03,0.54,0,0,none  ,0,0,0,0,D 
SMDG,0242359-080234,40.64945,-8.04273,10,-0.28,-1.04,3.88,0,0.86,-0.03,-0.01,0.03,0,1.32,-0.02,-0.11,0.36,0,-49.89,-9.5,0,9.45,0,24.16,-0.4,0.14,0,0,23.54,-0.38,0.14,0.01,0,22.27,-0.3,0.07,-0.01,1,19,-0.46,0.16,0.02,0,18.38,-0.42,0.13,0.03,0,17.12,-0.19,0.04,0.04,1,0,0.02,0.08,0.06,0.03,0.55,0,0,none  ,0,0,0,0,D 
SMDG,0242373-455934,40.65546,-45.9927,5.85,-0.28,0.02,0.43,0,0.56,-0.04,0.01,0.04,0,0.82,-0.06,0,0.09,0,20.55,-2.15,0,2.07,0,24.31,-0.23,0.04,0.06,0,23.97,-0.24,0.04,0.07,0,23.64,-0.24,0.04,0.1,0,19.94,-0.17,0,0.08,0,19.6,-0.17,-0.01,0.09,0,19.27,-0.16,0,0.13,0,0,0.02,0.06,0.04,0.02,0.55,0,0,none  ,0,0,0,0,D 
SMDG,0242380-072017,40.65814,-7.33805,22.63,-1.65,1.43,-0.04,1,0.83,-0.01,0,0.01,1,0.6,-0.03,0.04,0.01,1,74.27,-1.99,0,2.26,1,24.02,-0.08,-0.01,0.04,1,23.68,-0.15,-0.01,0.05,1,23.49,-0.13,0,0.07,1,15.94,0,-0.1,0.21,1,15.6,0.03,-0.14,0.16,1,15.42,-0.07,-0.11,0.21,1,0,0.02,0.07,0.05,0.03,0.12,1,0,none  ,0,0,0,0,D 
SMDG,0242384-090109,40.66016,-9.01923,5.75,-0.15,-0.98,4.82,0,0.7,-0.08,-0.01,0.08,0,0.8,-0.04,-0.19,0.72,0,39.8,-13.74,0,13.65,0,25.8,-0.75,0.24,0.06,0,25.11,-0.64,0.18,0.07,0,24.8,-0.59,0.19,0.09,0,21.2,-0.82,0.26,0.02,0,20.51,-0.65,0.16,0.05,0,20.2,-0.61,0.18,0.07,0,0,0.03,0.08,0.06,0.03,0.31,0,0,none  ,0,0,0,0,D 
SMDG,0242471-074619,40.69625,-7.77204,8.7,-0.32,0.03,0.46,0,0.61,-0.02,0,0.02,0,0.77,-0.04,0,0.05,0,-44.95,-1.81,0,1.83,0,24.34,-0.18,0.02,0.04,0,23.79,-0.16,0.02,0.05,0,23.48,-0.16,0.02,0.07,0,18.93,-0.18,0,0.06,0,18.37,-0.16,0,0.05,0,18.06,-0.16,0,0.08,0,0,0.02,0.08,0.06,0.03,0.57,0,0,none  ,0,0,0,0,D 
SMDG,0242572-033709,40.73823,-3.61907,5.35,-0.31,-0.16,1,0,0.84,-0.05,0,0.05,0,1.1,-0.04,-0.07,0.26,0,-5.28,-10.94,0,9.82,0,24.21,-0.4,0.12,0.03,0,23.54,-0.37,0.1,0.03,0,23.14,-0.32,0.09,0.05,0,20.06,-0.29,0.05,0.06,0,19.39,-0.23,0.03,0.07,0,18.99,-0.21,0.03,0.09,0,0,0.03,0.1,0.07,0.04,0.51,0,0,none  ,0,0,0,0,D 
SMDG,0242594-122351,40.7476,-12.39751,8.03,0.05,-2.09,6.85,0,0.71,-0.07,-0.02,0.07,0,0.86,-0.02,-0.23,0.59,0,-56.2,-13.72,0,13.7,0,26.04,-0.63,0.26,0.03,0,25.67,-0.72,0.3,0.01,0,24.9,-0.53,0.21,0.06,0,20.78,-0.89,0.39,-0.07,0,20.41,-0.99,0.48,-0.12,0,19.65,-0.67,0.27,0.01,0,0,0.03,0.11,0.08,0.04,0.26,0,0,none  ,0,0,0,0,D 
SMDG,0243033-080050,40.76357,-8.01397,6.98,-0.35,-0.03,0.64,0,0.52,-0.04,0.01,0.04,0,0.5,-0.07,0,0.09,0,-13.28,-2.73,0,2.74,0,25.58,-0.22,0.03,0.1,0,25.21,-0.24,0.04,0.11,0,24.96,-0.3,0.07,0.13,0,20.45,-0.21,0.01,0.1,0,20.08,-0.22,0.02,0.1,0,19.82,-0.3,0.06,0.12,0,0,0.03,0.08,0.06,0.03,0.48,0,0,none  ,0,0,0,0,D 
SMDG,0243045-512439,40.76876,-51.41077,10.28,0.1,-2.85,7.04,0,0.74,-0.06,-0.02,0.06,0,1.16,-0.01,-0.21,0.48,0,42.99,-10.56,0,10.35,0,25.46,-0.48,0.2,0.06,0,24.81,-0.47,0.2,0.05,0,24.26,-0.44,0.19,0.05,0,20.13,-0.71,0.37,-0.05,0,19.48,-0.67,0.32,-0.04,0,18.93,-0.6,0.25,0.01,0,1,0.03,0.09,0.06,0.03,0.34,0,0,none  ,0,0,0,0,D 
SMDG,0243049+002637,40.77035,0.44365,6.29,-0.17,0.02,0.15,0,0.49,-0.03,0.01,0.03,0,0.32,-0.06,0.03,-0.01,0,-19.59,-1.06,0,1.08,0,24.85,-0.15,0.01,0.07,0,24.37,-0.13,0,0.07,0,24.15,-0.14,0,0.11,0,19.79,-0.14,0,0.06,0,19.3,-0.14,0,0.07,0,19.09,-0.14,0,0.1,0,0,0.03,0.1,0.07,0.04,0.57,0,0,none  ,0,0,0,0,D 
SMDG,0243052+014745,40.77147,1.79576,9.19,-0.32,-0.59,2.54,0,0.74,-0.05,0,0.05,0,0.69,-0.05,-0.06,0.22,0,-82.04,-7.78,0,8.51,0,25.81,-0.34,0.09,0.07,0,25.27,-0.3,0.09,0.07,0,25.1,-0.41,0.15,0.06,0,19.96,-0.47,0.14,0.03,0,19.41,-0.43,0.12,0.04,0,19.24,-0.52,0.2,0.02,0,0,0.04,0.13,0.09,0.05,0.4,0,0,none  ,0,0,0,0,D 
SMDG,0243104+031214,40.79328,3.204,96.07,-99.99,-99.99,-99.99,1,0.77,-99.99,-99.99,-99.99,1,0.86,-99.99,-99.99,-99.99,1,-35.4,-99.99,-99.99,-99.99,1,-99.99,-99.99,-99.99,-99.99,1,23.41,-99.99,-99.99,-99.99,1,23.85,-99.99,-99.99,-99.99,1,-99.99,-99.99,-99.99,-99.99,1,12.67,-99.99,-99.99,-99.99,1,13.12,-99.99,-99.99,-99.99,1,1,0.03,0.1,0.07,0.04,-99.99,1,0,none  ,0,0,0,0,D 
SMDG,0243218-075033,40.84089,-7.84239,16.02,-0.55,-0.03,0.72,0,0.44,-0.01,0,0.01,0,0.82,-0.03,0,0.04,0,53.76,-0.8,0,0.77,0,24.29,-0.15,0.02,0.03,0,23.67,-0.16,0.02,0.04,0,23.32,-0.15,0.02,0.05,0,17.98,-0.16,0.02,0.05,0,17.36,-0.15,0.01,0.06,0,17.01,-0.15,0.01,0.06,0,0,0.03,0.09,0.06,0.03,0.5,0,0,none  ,0,0,0,0,D 
SMDG,0243288-075223,40.87002,-7.87317,8.3,-0.3,-0.68,2.77,0,0.63,-0.06,0,0.06,0,0.7,-0.05,-0.07,0.3,0,43.34,-6.19,0,6.18,0,25.88,-0.4,0.11,0.09,0,25.23,-0.34,0.09,0.09,0,24.99,-0.4,0.13,0.09,0,20.42,-0.48,0.15,0.04,0,19.78,-0.39,0.1,0.06,0,19.53,-0.46,0.16,0.06,0,0,0.03,0.09,0.06,0.03,0.37,0,0,none  ,0,0,0,0,D 
SMDG,0243325-010837,40.88558,-1.14348,10.85,-0.24,0.05,0.21,0,0.69,-0.01,0,0.01,0,0.54,-0.03,0.01,0.02,0,-85.74,-1.44,0,1.45,0,24.2,-0.2,0,0.04,0,23.89,-0.16,0,0.05,0,23.75,-0.16,0.01,0.07,0,17.83,-0.18,0,0.04,0,17.52,-0.17,-0.01,0.05,0,17.38,-0.16,0,0.07,0,0,0.03,0.11,0.07,0.04,0.56,0,0,none  ,0,0,0,0,D 
SMDG,0243432-065519,40.93012,-6.92193,8.64,-0.39,-0.09,0.89,0,0.87,-0.04,-0.01,0.04,0,0.56,-0.05,-0.01,0.09,0,85.62,-13.52,0,15.06,0,25.65,-0.21,0.05,0.06,0,25.13,-0.22,0.05,0.06,0,24.84,-0.25,0.08,0.06,0,19.57,-0.26,0.06,0.06,0,19.04,-0.24,0.06,0.06,0,18.76,-0.28,0.08,0.05,0,0,0.03,0.09,0.06,0.03,0.47,0,0,none  ,0,0,0,0,D 
SMDG,0243483-162803,40.95127,-16.46752,7.73,-0.27,0.04,0.24,0,0.69,-0.02,0,0.02,0,0.77,-0.04,0,0.04,0,35.26,-2.05,0,1.99,0,24.09,-0.17,0.02,0.04,0,23.73,-0.17,0.02,0.04,0,23.49,-0.16,0.02,0.07,0,18.8,-0.18,0,0.05,0,18.44,-0.16,0,0.05,0,18.2,-0.16,0,0.07,0,0,0.02,0.08,0.06,0.03,0.58,0,0,none  ,0,0,0,0,D 
SMDG,0244000-161213,40.99973,-16.2037,5.9,-0.19,-0.37,1.54,0,0.95,-0.11,0.02,0.11,0,0.72,-0.06,-0.04,0.22,0,-54.91,-47.66,0,42.05,0,25.57,-0.36,0.1,0.04,0,24.97,-0.31,0.1,0.05,0,24.58,-0.31,0.1,0.06,0,20.45,-0.4,0.11,0.03,0,19.85,-0.35,0.1,0.03,0,19.47,-0.34,0.08,0.06,0,0,0.03,0.08,0.06,0.03,0.45,0,0,none  ,0,0,0,0,D 
SMDG,0244110+033657,41.04594,3.61594,7.67,-0.26,-0.86,3.3,0,0.88,-0.05,-0.01,0.05,0,0.91,-0.04,-0.11,0.37,0,-28.82,-24.28,0,24.35,0,25.35,-0.42,0.15,0.03,0,24.96,-0.46,0.17,0.05,0,24.73,-0.49,0.2,0.04,0,20.06,-0.55,0.18,0.02,0,19.66,-0.61,0.22,0,0,19.43,-0.65,0.26,0,0,0,0.03,0.11,0.08,0.04,0.45,0,0,none  ,0,0,0,0,D 
SMDG,0244131-071031,41.05465,-7.17527,5.81,-0.28,-0.1,0.74,0,0.95,-0.04,0.01,0.04,0,1.12,-0.04,-0.05,0.17,0,-4.18,-32.58,0,29.77,0,24,-0.32,0.1,0.01,0,23.72,-0.37,0.12,0.01,0,23.49,-0.38,0.13,0.03,0,19.57,-0.24,0.05,0.03,0,19.28,-0.28,0.07,0.04,0,19.05,-0.31,0.07,0.05,0,0,0.03,0.09,0.06,0.04,0.56,0,0,none  ,0,0,0,0,D 
SMDG,0244234-285709,41.09756,-28.95254,6.23,-0.34,-0.14,0.97,0,0.8,-0.06,-0.01,0.06,0,0.64,-0.06,-0.03,0.18,0,-16.16,-11.39,0,12.57,0,25.61,-0.31,0.07,0.08,0,24.99,-0.27,0.06,0.08,0,24.73,-0.3,0.08,0.11,0,20.44,-0.32,0.07,0.07,0,19.82,-0.28,0.05,0.07,0,19.56,-0.31,0.07,0.1,0,0,0.02,0.05,0.04,0.02,0.45,0,0,none  ,0,0,0,0,D 
SMDG,0244245-174438,41.10214,-17.7438,7.96,-2.7,0.4,-5.62,1,0.66,0.07,0.07,-0.07,1,1.6,0.42,0.06,-0.02,1,-73.06,85.76,0,-11.02,1,-99.99,-99.99,-99.99,-99.99,1,24.54,-1.02,0.43,0.14,0,25.05,-1.43,0.77,-0.17,1,-99.99,-99.99,-99.99,-99.99,1,20.7,-0.93,0.54,-0.13,0,21.21,-1.51,0.95,-0.5,1,0,0.04,0.13,0.09,0.05,-0.22,1,0,none  ,0,0,0,0,D 
SMDG,0244338-001601,41.1409,-0.26698,9.59,-0.39,-0.03,0.56,0,0.86,-0.03,0,0.03,0,0.51,-0.04,0,0.05,0,-62.12,-9.31,0,10.64,0,25.48,-0.18,0.03,0.05,0,24.95,-0.17,0.03,0.06,0,24.63,-0.19,0.05,0.06,0,19.09,-0.21,0.03,0.05,0,18.57,-0.21,0.03,0.06,0,18.25,-0.21,0.05,0.06,0,0,0.03,0.1,0.07,0.04,0.5,0,0,none  ,0,0,0,0,D 
SMDG,0244346-163215,41.14419,-16.53737,6.82,-0.31,0.02,0.39,0,0.54,-0.03,0.01,0.03,0,0.86,-0.05,0,0.07,0,-68.16,-1.41,0,1.46,0,24.05,-0.2,0.03,0.05,0,23.7,-0.21,0.04,0.05,0,23.43,-0.22,0.04,0.08,0,19.46,-0.16,-0.01,0.07,0,19.11,-0.15,-0.01,0.08,0,18.84,-0.16,0,0.11,0,0,0.02,0.08,0.05,0.03,0.58,0,0,none  ,0,0,0,0,D 
SMDG,0244385-071034,41.16048,-7.17617,12.31,-0.31,0.05,0.31,0,0.43,-0.01,0,0.01,0,0.67,-0.03,0.01,0.02,0,48.12,-0.71,0,0.7,0,24.13,-0.16,0.02,0.03,0,23.75,-0.16,0.01,0.04,0,23.61,-0.16,0.02,0.06,0,18.21,-0.13,0,0.05,0,17.83,-0.15,0,0.06,0,17.68,-0.14,0,0.07,0,0,0.03,0.09,0.06,0.04,0.54,0,0,none  ,0,0,0,0,D 
SMDG,0244514-554927,41.21413,-55.82419,8.98,-0.32,-0.77,3.08,0,0.77,-0.06,-0.01,0.06,0,0.65,-0.05,-0.07,0.26,0,80.59,-11.46,0,12.9,0,26.13,-0.39,0.11,0.06,0,25.57,-0.37,0.1,0.06,0,25.44,-0.56,0.24,0.01,0,20.21,-0.56,0.19,0.01,0,19.65,-0.53,0.18,0.02,0,19.52,-0.68,0.31,-0.05,0,0,0.03,0.1,0.07,0.04,0.32,0,0,none  ,0,0,0,0,D 
SMDG,0245069-571900,41.27866,-57.3164,6.77,-0.37,-0.21,1.25,0,0.56,-0.06,0.01,0.06,0,0.64,-0.07,-0.03,0.19,0,10.39,-4.13,0,4.11,0,25.54,-0.31,0.07,0.1,0,25.09,-0.3,0.07,0.11,0,25,-0.43,0.13,0.11,0,20.57,-0.29,0.05,0.09,0,20.12,-0.3,0.05,0.09,0,20.03,-0.46,0.13,0.08,0,0,0.02,0.08,0.06,0.03,0.46,0,0,none  ,0,0,0,0,D 
SMDG,0245106-275109,41.29427,-27.8525,5.46,-0.32,-0.09,0.88,0,0.81,-0.06,0,0.06,0,0.77,-0.06,-0.04,0.2,0,-59.33,-11.19,0,11.95,0,25.13,-0.32,0.08,0.06,0,24.35,-0.26,0.06,0.06,0,23.99,-0.26,0.06,0.09,0,20.43,-0.3,0.05,0.07,0,19.65,-0.22,0.03,0.08,0,19.29,-0.22,0.02,0.11,0,0,0.02,0.05,0.04,0.02,0.48,0,0,none  ,0,0,0,0,D 
SMDG,0245206-172726,41.33592,-17.45726,6.86,-0.37,-0.09,0.81,0,0.77,-0.05,0,0.05,0,0.6,-0.06,-0.01,0.13,0,58.57,-8.08,0,9.19,0,25.56,-0.25,0.05,0.08,0,24.94,-0.23,0.04,0.08,0,24.61,-0.24,0.06,0.11,0,20.16,-0.25,0.05,0.08,0,19.54,-0.23,0.03,0.07,0,19.21,-0.23,0.04,0.1,0,0,0.02,0.08,0.06,0.03,0.47,0,0,none  ,0,0,0,0,D 
SMDG,0245256-070742,41.35687,-7.12826,7.97,-0.14,0.02,0.05,0,0.57,-0.01,0,0.01,0,0.25,-0.04,0.02,-0.01,0,36.87,-0.93,0,0.86,0,24.26,-0.13,0,0.04,0,23.86,-0.13,0,0.04,0,23.37,-0.11,0,0.05,0,18.45,-0.11,0,0.04,0,18.05,-0.11,-0.01,0.05,0,17.56,-0.1,-0.01,0.06,0,0,0.03,0.09,0.06,0.03,0.56,0,0,none  ,0,0,0,0,D 
SMDG,0245320-525347,41.38315,-52.89625,7.62,-0.37,-0.24,1.36,0,0.56,-0.05,0.01,0.05,0,0.76,-0.06,-0.04,0.19,0,5.26,-3.48,0,3.21,0,25.21,-0.28,0.06,0.09,0,24.98,-0.33,0.09,0.09,0,24.88,-0.44,0.14,0.09,0,20.16,-0.27,0.05,0.08,0,19.93,-0.34,0.08,0.08,0,19.83,-0.49,0.16,0.06,0,0,0.04,0.15,0.1,0.06,0.48,0,0,none  ,0,0,0,0,D 
SMDG,0245563-073858,41.48449,-7.64943,8.29,-0.26,0.02,0.4,0,0.64,-0.02,0.01,0.02,0,0.89,-0.04,0,0.06,0,47.22,-1.8,0,1.77,0,24,-0.19,0.03,0.03,0,23.82,-0.2,0.04,0.05,0,23.64,-0.22,0.04,0.08,0,18.84,-0.18,0.01,0.05,0,18.67,-0.19,0.01,0.06,0,18.48,-0.19,0.02,0.08,0,0,0.03,0.09,0.06,0.03,0.58,0,0,none  ,0,0,0,0,D 
SMDG,0246044-150807,41.51842,-15.13536,5.69,-0.29,-0.1,0.79,0,0.76,-0.04,0,0.04,0,1.01,-0.05,-0.04,0.2,0,28.3,-5.55,0,5.8,0,24.27,-0.34,0.09,0.04,0,23.6,-0.31,0.07,0.04,0,23.16,-0.28,0.06,0.06,0,19.94,-0.25,0.03,0.07,0,19.27,-0.21,0.02,0.07,0,18.83,-0.18,0.01,0.09,0,0,0.02,0.08,0.06,0.03,0.54,0,0,none  ,0,0,0,0,D 
SMDG,0246094-552810,41.53926,-55.46942,7.24,-0.37,-0.19,1.21,0,0.64,-0.05,0,0.05,0,0.62,-0.06,-0.02,0.16,0,-40.78,-4.98,0,4.98,0,25.58,-0.29,0.06,0.09,0,25.07,-0.27,0.05,0.1,0,24.75,-0.29,0.07,0.13,0,20.29,-0.28,0.05,0.08,0,19.78,-0.28,0.05,0.08,0,19.46,-0.29,0.06,0.12,0,0,0.03,0.09,0.06,0.03,0.46,0,0,none  ,0,0,0,0,D 
SMDG,0246109-285720,41.54534,-28.95568,6.25,-0.06,-1.49,6.03,0,0.62,-0.09,-0.01,0.09,0,0.67,-0.03,-0.25,0.79,0,-85.36,-13.27,0,12.58,0,26.51,-1.03,0.39,0,0,25.95,-0.98,0.37,0,0,25.96,-1.2,0.64,-0.23,0,21.66,-1.09,0.47,-0.09,1,21.09,-1.11,0.43,-0.09,0,21.1,-1.26,0.69,-0.29,1,0,0.02,0.05,0.04,0.02,0.17,0,0,none  ,0,0,0,0,D 
SMDG,0246324+032900,41.63482,3.48338,6.69,-0.14,-1.19,4.89,0,0.73,-0.07,-0.01,0.07,0,0.96,-0.03,-0.19,0.61,0,-30.12,-10.78,0,12.34,0,25.34,-0.64,0.2,0.05,0,24.71,-0.57,0.17,0.06,0,24.4,-0.55,0.18,0.08,0,20.62,-0.66,0.21,0.02,0,19.99,-0.59,0.17,0.04,0,19.68,-0.55,0.17,0.06,0,0,0.04,0.12,0.08,0.05,0.4,0,0,none  ,0,0,0,0,D 
SMDG,0247018-355037,41.75769,-35.84372,6.93,-0.32,0.02,0.48,0,0.54,-0.03,0.01,0.03,0,0.83,-0.05,0,0.08,0,46.97,-1.74,0,1.78,0,24.3,-0.21,0.04,0.05,0,23.76,-0.2,0.03,0.05,0,23.44,-0.2,0.03,0.08,0,19.62,-0.18,0,0.08,0,19.08,-0.15,-0.01,0.07,0,18.76,-0.15,0,0.11,0,0,0.02,0.07,0.05,0.03,0.56,0,0,none  ,0,0,0,0,D 
SMDG,0247054-300906,41.77261,-30.15171,5.55,-0.3,0.05,0.31,0,0.77,-0.05,0,0.05,0,0.65,-0.06,0,0.08,0,-67.41,-6.12,0,5.62,0,24.93,-0.21,0.04,0.07,0,24.34,-0.19,0.03,0.07,0,24.1,-0.22,0.03,0.1,0,20.06,-0.18,0.01,0.08,0,19.46,-0.18,0,0.08,0,19.22,-0.18,0.01,0.11,0,0,0.02,0.07,0.05,0.03,0.53,0,0,none  ,0,0,0,0,D 
SMDG,0247134-244900,41.80566,-24.81645,7.31,-0.36,-0.06,0.71,0,0.81,-0.04,0,0.04,0,0.69,-0.05,-0.02,0.12,0,77.5,-8.39,0,9.04,0,25.23,-0.23,0.05,0.06,0,24.58,-0.21,0.04,0.06,0,24.24,-0.21,0.04,0.08,0,19.75,-0.24,0.04,0.07,0,19.11,-0.22,0.03,0.07,0,18.77,-0.21,0.03,0.09,0,0,0.02,0.06,0.04,0.02,0.5,0,0,none  ,0,0,0,0,D 
SMDG,0247165-081732,41.81877,-8.29222,6.09,-0.3,0.04,0.48,0,0.7,-0.04,0,0.04,0,0.81,-0.05,-0.01,0.1,0,-0.45,-3.79,0,3.25,0,24.46,-0.24,0.04,0.05,0,23.91,-0.22,0.04,0.05,0,23.58,-0.22,0.03,0.07,0,19.74,-0.2,0.01,0.07,0,19.19,-0.17,0,0.07,0,18.86,-0.17,0,0.1,0,0,0.03,0.08,0.06,0.03,0.56,0,0,none  ,0,0,0,0,D 
SMDG,0247233-403545,41.84719,-40.5957,11.35,-0.46,-0.17,1.29,0,0.49,-0.03,0.01,0.03,0,1,-0.04,-0.02,0.12,0,-27.95,-1.23,0,1.29,0,24.29,-0.2,0.05,0.04,0,23.67,-0.19,0.04,0.04,0,23.36,-0.2,0.05,0.06,0,18.93,-0.2,0.02,0.07,0,18.31,-0.18,0.02,0.07,0,18,-0.18,0.02,0.08,0,0,0.02,0.06,0.04,0.02,0.55,0,0,none  ,0,0,0,0,D 
SMDG,0247266-301922,41.8609,-30.32288,11.1,-0.34,-1,3.61,0,0.72,-0.05,0,0.05,0,0.82,-0.05,-0.07,0.24,0,49.77,-5.82,0,5.96,0,25.54,-0.29,0.09,0.06,0,25.05,-0.3,0.09,0.06,0,24.71,-0.33,0.12,0.06,0,19.5,-0.48,0.16,0.03,0,19.02,-0.48,0.16,0.04,0,18.68,-0.48,0.17,0.03,0,0,0.02,0.06,0.04,0.02,0.43,0,0,none  ,0,0,0,0,D 
SMDG,0247356-301942,41.89844,-30.32844,6.37,-0.35,0.03,0.49,0,0.64,-0.04,0.01,0.04,0,0.67,-0.06,0,0.09,0,14.44,-3.41,0,2.94,0,24.89,-0.23,0.03,0.07,0,24.34,-0.2,0.03,0.07,0,24.04,-0.21,0.03,0.11,0,19.95,-0.19,0.01,0.08,0,19.4,-0.17,0,0.09,0,19.1,-0.18,0.01,0.12,0,0,0.02,0.06,0.04,0.02,0.54,0,0,none  ,0,0,0,0,D 
SMDG,0247362-141439,41.90083,-14.24408,5.53,-0.32,-0.13,0.84,0,0.7,-0.05,0.01,0.05,0,1.08,-0.04,-0.05,0.23,0,69.16,-4.44,0,4.54,0,24.07,-0.37,0.09,0.04,0,23.47,-0.35,0.09,0.04,0,23.18,-0.34,0.08,0.07,0,20,-0.25,0.03,0.07,0,19.4,-0.21,0.01,0.08,0,19.11,-0.2,0.01,0.1,0,0,0.02,0.08,0.06,0.03,0.52,0,0,none  ,0,0,0,0,D 
SMDG,0247397-231757,41.91537,-23.29905,11.87,-0.33,0,0.5,0,0.95,-0.02,0,0.02,0,0.74,-0.02,0,0.03,0,3,-14.17,0,14.55,0,24.13,-0.17,0.02,0.02,0,23.67,-0.17,0.02,0.02,0,23.48,-0.15,0.02,0.03,0,17.52,-0.2,0.02,0.03,0,17.06,-0.2,0.03,0.03,0,16.87,-0.19,0.03,0.04,0,0,0.02,0.08,0.06,0.03,0.56,0,6824,specz ,49.3,11.4,0,0,D 
SMDG,0247402-120023,41.91764,-12.00628,5.81,-0.2,0.07,0.05,0,0.84,-0.02,0,0.02,0,0.44,-0.05,0.02,0,0,-40.27,-4.5,0,4.7,0,24.62,-0.14,0.01,0.05,0,24.25,-0.13,0,0.06,0,24.04,-0.14,0.01,0.08,0,19.27,-0.14,0,0.05,0,18.9,-0.13,0,0.05,0,18.68,-0.14,0,0.07,0,0,0.03,0.09,0.06,0.04,0.57,0,0,none  ,0,0,0,0,D 
SMDG,0247410-161428,41.92091,-16.24115,5.48,-0.27,0.04,0.35,0,0.77,-0.04,0,0.04,0,0.88,-0.05,-0.01,0.1,0,-57.23,-4.57,0,4.92,0,24.25,-0.24,0.05,0.04,0,24.08,-0.31,0.07,0.06,0,23.98,-0.35,0.09,0.09,0,19.77,-0.19,0.01,0.07,0,19.6,-0.23,0.03,0.08,0,19.5,-0.27,0.04,0.11,0,0,0.03,0.08,0.06,0.03,0.55,0,0,none  ,0,0,0,0,D 
SMDG,0247432-310316,41.93014,-31.05431,11.15,-0.46,-0.22,1.31,0,0.89,-0.02,0,0.02,0,0.92,-0.03,-0.02,0.1,0,-43.07,-9.56,0,8.64,0,24.47,-0.2,0.05,0.03,0,23.99,-0.19,0.04,0.03,0,23.7,-0.19,0.05,0.03,0,18.35,-0.25,0.06,0.04,0,17.86,-0.27,0.06,0.05,0,17.58,-0.26,0.07,0.05,0,0,0.02,0.07,0.05,0.02,0.56,0,0,none  ,0,0,0,0,D 
