host,ID,ra,dec,morph,re
NGC5355,MATLAS-1648,208.559,40.4773,dI  ,0.0
NGC5355,MATLAS-1649,208.634,40.1853,dE  ,3.73
NGC5379,MATLAS-1650,208.6615,59.7556,dE  ,2.49
UGC08876,MATLAS-1651,208.6705,46.4223,dE  ,4.81
NGC5379,MATLAS-1652,208.684,60.0756,dI  ,0.0
NGC5379,MATLAS-1653,208.684,60.0969,dE  ,0.0
NGC5355,MATLAS-1654,208.689,40.2371,dEN ,3.39
NGC5355,MATLAS-1655,208.7095,40.3116,dE  ,4.4
NGC5355,MATLAS-1656,208.719,39.9656,dI  ,0.0
NGC5379,MATLAS-1657,208.723,59.5401,dE  ,9.54
NGC5355,MATLAS-1658,208.7242,40.4471,dE  ,6.22
NGC5355,MATLAS-1659,208.726,40.5544,dI  ,0.0
NGC5355,MATLAS-1660,208.729,39.9775,dI  ,0.0
NGC5355,MATLAS-1661,208.7313,39.8204,dE  ,4.7
NGC5355,MATLAS-1662,208.7526,40.055,dEN ,7.18
NGC5355,MATLAS-1663,208.77,40.5714,dI  ,0.0
NGC5355,MATLAS-1664,208.7838,40.4447,dE  ,3.38
NGC5355,MATLAS-1665,208.7834,40.5842,dEN ,3.89
UGC08876,MATLAS-1666,208.813,46.5644,dI  ,0.0
NGC5379,MATLAS-1667,208.8193,59.7469,dE  ,9.94
NGC5355,MATLAS-1668,208.8242,40.1445,dE  ,5.26
NGC5355,MATLAS-1669,208.8267,40.5898,dE  ,5.52
NGC5355,MATLAS-1670,208.8591,40.2743,dE  ,5.72
NGC5355,MATLAS-1671,208.9059,40.2497,dE  ,3.49
NGC5355,MATLAS-1672,208.9065,40.6107,dE  ,2.55
NGC5355,MATLAS-1673,208.9275,39.8597,dE  ,3.23
NGC5379,MATLAS-1674,208.928,59.4668,dE  ,0.0
NGC5355,MATLAS-1675,208.9528,40.5707,dEN ,6.52
NGC5355,MATLAS-1676,208.998,40.5364,dE  ,0.0
NGC5355,MATLAS-1677,209.04,40.3016,dE  ,22.08
NGC5379,MATLAS-1678,209.1515,59.5647,dE  ,5.96
NGC5379,MATLAS-1679,209.157,59.3886,dI  ,0.0
NGC5379,MATLAS-1680,209.17,59.1508,dE  ,0.0
NGC5379,MATLAS-1681,209.278,59.4229,dE  ,0.0
NGC5379,MATLAS-1682,209.6448,60.1982,dE  ,2.79
NGC5422,MATLAS-1683,209.7205,55.2814,dE  ,3.26
NGC5379,MATLAS-1684,209.7374,59.9644,dE  ,3.26
UGC08876,MATLAS-1685,209.7549,46.1162,dEN ,6.24
NGC5422,MATLAS-1686,209.8044,55.594,dE  ,2.88
NGC5379,MATLAS-1687,209.8714,59.5691,dE  ,4.4
NGC5379,MATLAS-1688,209.9674,59.1399,dE  ,6.38
NGC5422,MATLAS-1689,210.143,55.2553,dI  ,0.0
NGC5422,MATLAS-1690,210.242,55.5681,dIN ,0.0
NGC5422,MATLAS-1691,210.4179,55.0157,dE  ,5.63
NGC5422,MATLAS-1692,210.5835,55.6552,dEN ,7.61
NGC5422,MATLAS-1693,210.7015,54.8219,dEN ,4.21
NGC5422,MATLAS-1694,210.7023,54.7372,dE  ,4.91
NGC5422,MATLAS-1695,210.7638,55.2078,dE  ,3.04
NGC5422,MATLAS-1696,210.7635,54.7867,dE  ,3.73
NGC5422,MATLAS-1697,210.7666,55.7082,dEN ,11.33
NGC5422,MATLAS-1698,210.9077,55.6645,dE  ,4.05
NGC5422,MATLAS-1699,210.9398,55.6648,dE  ,5.06
NGC5422,MATLAS-1700,210.9403,55.3929,dI  ,3.15
NGC5422,MATLAS-1701,210.969,55.5915,dI  ,0.0
NGC5485,MATLAS-1702,210.9818,55.0296,dE  ,3.34
NGC5422,MATLAS-1703,211.054,55.7265,dE  ,4.22
NGC5485,MATLAS-1704,211.1035,55.1039,dEN ,7.77
NGC5481,MATLAS-1705,211.1208,50.9266,dE  ,4.3
NGC5481,MATLAS-1706,211.135,51.235,dI  ,0.0
NGC5481,MATLAS-1707,211.2971,50.7018,dE  ,5.76
NGC5485,MATLAS-1708,211.3255,54.8978,dI  ,7.32
NGC5481,MATLAS-1709,211.3272,50.7322,dEN ,5.56
NGC5485,MATLAS-1710,211.387,54.4603,dI  ,0.0
NGC5481,MATLAS-1711,211.3908,50.6809,dE  ,3.9
NGC5485,MATLAS-1712,211.4119,55.1363,dE  ,3.85
NGC5481,MATLAS-1713,211.484,50.7846,dE  ,3.57
NGC5481,MATLAS-1714,211.4852,50.4324,dE  ,6.44
NGC5485,MATLAS-1715,211.538,55.2242,dEN ,0.0
NGC5481,MATLAS-1716,211.5515,50.8984,dE  ,6.87
NGC5481,MATLAS-1717,211.5553,50.8211,dE  ,3.37
NGC5485,MATLAS-1718,211.559,54.6876,dE  ,0.0
NGC5485,MATLAS-1719,211.5741,55.2737,dE  ,5.27
NGC5481,MATLAS-1720,211.5957,51.2501,dE  ,6.48
NGC5481,MATLAS-1721,211.6154,50.7532,dE  ,4.39
NGC5481,MATLAS-1722,211.6769,51.038,dI  ,3.44
NGC5485,MATLAS-1723,211.701,55.4024,dI  ,0.0
NGC5481,MATLAS-1724,211.7018,50.6492,dEN ,5.83
NGC5485,MATLAS-1725,211.7217,54.7774,dI  ,3.1
NGC5481,MATLAS-1726,211.7623,50.7208,dEN ,5.45
NGC5485,MATLAS-1727,211.777,54.9774,dEN ,0.0
NGC5481,MATLAS-1728,211.7829,50.6644,dEN ,6.61
NGC5485,MATLAS-1729,211.8134,54.8309,dEN ,4.39
NGC5485,MATLAS-1730,211.8376,55.0641,dE  ,5.33
NGC5481,MATLAS-1731,211.8529,50.7322,dI  ,3.18
NGC5485,MATLAS-1732,211.8655,55.2046,dE  ,3.73
NGC5485,MATLAS-1733,211.8658,54.6237,dEN ,3.25
NGC5485,MATLAS-1734,211.869,55.0837,dI  ,0.0
NGC5481,MATLAS-1735,211.8739,50.8408,dEN ,9.55
NGC5485,MATLAS-1736,211.888,55.5567,dE  ,4.19
NGC5481,MATLAS-1737,211.8981,50.5286,dE  ,3.64
NGC5485,MATLAS-1738,211.9,54.8744,dEN ,0.0
NGC5481,MATLAS-1739,211.902,50.417,dI  ,0.0
NGC5481,MATLAS-1740,211.9091,50.5051,dE  ,10.42
NGC5485,MATLAS-1741,211.9236,54.5887,dE  ,5.59
NGC5481,MATLAS-1742,211.9335,50.5533,dE  ,4.55
NGC5481,MATLAS-1743,211.963,50.9021,dI  ,0.0
NGC5481,MATLAS-1744,211.97,50.3967,dEN ,0.0
NGC5481,MATLAS-1745,211.978,50.5934,dE  ,0.0
NGC5485,MATLAS-1746,211.978,54.7036,dI  ,0.0
NGC5481,MATLAS-1747,211.993,50.8636,dI  ,0.0
NGC5485,MATLAS-1748,212.0389,55.1857,dE  ,5.25
NGC5485,MATLAS-1749,212.0904,55.4797,dE  ,3.21
NGC5485,MATLAS-1750,212.111,54.9092,dI  ,0.0
NGC5485,MATLAS-1751,212.1273,54.8802,dE  ,5.15
NGC5485,MATLAS-1752,212.1405,55.4471,dE  ,4.82
NGC5485,MATLAS-1753,212.1577,54.5375,dEN ,4.38
NGC5485,MATLAS-1754,212.182,55.1673,dI  ,9.16
NGC5485,MATLAS-1755,212.1908,55.287,dE  ,6.09
NGC5485,MATLAS-1756,212.1927,55.0838,dE  ,3.87
NGC5485,MATLAS-1757,212.205,54.8561,dEN ,6.34
NGC5485,MATLAS-1758,212.2323,55.0221,dEN ,6.22
NGC5500,MATLAS-1759,212.238,48.9504,dI  ,0.0
NGC5485,MATLAS-1760,212.2574,55.4689,dI  ,2.61
NGC5485,MATLAS-1761,212.2583,54.8627,dEN ,6.72
NGC5485,MATLAS-1762,212.2622,55.4256,dE  ,2.81
NGC5485,MATLAS-1763,212.287,54.6445,dI  ,0.0
NGC5485,MATLAS-1764,212.3196,55.0348,dE  ,3.43
NGC5485,MATLAS-1765,212.3413,55.3041,dE  ,4.1
NGC5493,MATLAS-1766,212.375,-5.3253,dE  ,5.33
NGC5500,MATLAS-1767,212.394,49.0443,dIN ,0.0
NGC5493,MATLAS-1768,212.427,-4.9312,dI  ,0.0
NGC5481,MATLAS-1769,212.4398,51.0588,dE  ,7.66
NGC5485,MATLAS-1770,212.5186,54.4422,dE  ,3.98
NGC5485,MATLAS-1771,212.5278,54.8025,dE  ,2.68
NGC5485,MATLAS-1772,212.5511,55.3732,dE  ,5.55
NGC5485,MATLAS-1773,212.5538,54.4463,dE  ,4.72
NGC5485,MATLAS-1774,212.5834,54.7639,dE  ,5.5
NGC5500,MATLAS-1775,212.6088,48.4432,dE  ,2.84
NGC5485,MATLAS-1776,212.6157,54.579,dE  ,3.79
NGC5500,MATLAS-1777,212.693,48.0887,dI  ,0.0
NGC5493,MATLAS-1778,212.7431,-4.4971,dE  ,3.03
NGC5493,MATLAS-1779,212.7722,-5.2221,dEN ,15.3
NGC5500,MATLAS-1780,212.794,48.3834,dI  ,0.0
NGC5493,MATLAS-1781,212.7999,-5.1036,dEN ,5.75
NGC5500,MATLAS-1782,212.811,48.6583,dE  ,0.0
NGC5500,MATLAS-1783,212.825,48.1951,dI  ,0.0
NGC5500,MATLAS-1784,212.825,48.1831,dI  ,0.0
NGC5500,MATLAS-1785,212.871,48.2844,dI  ,0.0
NGC5493,MATLAS-1786,212.9077,-4.5589,dE  ,4.82
NGC5493,MATLAS-1787,213.008,-4.8795,dE  ,3.84
NGC5493,MATLAS-1788,213.098,-4.7975,dI  ,0.0
NGC5493,MATLAS-1789,213.2297,-5.3862,dE  ,2.19
NGC5507,MATLAS-1790,213.235,-3.4556,dI  ,0.0
NGC5493,MATLAS-1791,213.2877,-4.7681,dE  ,3.47
NGC5507,MATLAS-1792,213.4056,-3.0932,dE  ,3.43
NGC5507,MATLAS-1793,213.4112,-3.3354,dEN ,6.43
NGC5507,MATLAS-1794,213.4693,-3.0559,dE  ,12.39
NGC5507,MATLAS-1795,213.557,-3.0563,dI  ,2.34
NGC5507,MATLAS-1796,213.594,-3.0318,dI  ,0.0
NGC5557,MATLAS-1797,213.8768,36.2751,dI  ,6.72
NGC5557,MATLAS-1798,213.9279,36.4422,dEN ,3.4
NGC5557,MATLAS-1799,213.9563,36.2237,dE  ,3.49
NGC5557,MATLAS-1800,213.9893,36.2363,dE  ,3.12
NGC5557,MATLAS-1801,214.0784,36.3921,dE  ,7.06
NGC5557,MATLAS-1802,214.1941,35.9536,dE  ,4.42
NGC5557,MATLAS-1803,214.243,36.4538,dE  ,3.8
NGC5557,MATLAS-1804,214.324,36.693,dI  ,0.0
NGC5557,MATLAS-1805,214.3458,36.1995,dE  ,5.81
NGC5557,MATLAS-1806,214.3624,36.2744,dE  ,5.17
NGC5557,MATLAS-1807,214.3776,36.2944,dE  ,5.06
NGC5557,MATLAS-1808,214.3837,36.4094,dE  ,4.51
NGC5557,MATLAS-1809,214.4398,37.0001,dE  ,4.67
NGC5557,MATLAS-1810,214.47,36.3059,dI  ,0.0
NGC5557,MATLAS-1811,214.484,36.5248,dE  ,0.0
NGC5557,MATLAS-1812,214.5147,36.3412,dEN ,5.17
NGC5557,MATLAS-1813,214.5174,36.1843,dE  ,5.07
NGC5557,MATLAS-1814,214.5518,36.3723,dE  ,2.52
NGC5557,MATLAS-1815,214.5807,36.8616,dE  ,6.43
NGC5557,MATLAS-1816,214.5844,36.737,dE  ,5.21
NGC5557,MATLAS-1817,214.5931,36.6891,dE  ,5.73
NGC5557,MATLAS-1818,214.5972,36.8154,dE  ,3.34
NGC5557,MATLAS-1819,214.6004,36.425,dEN ,6.43
NGC5557,MATLAS-1820,214.6033,36.5575,dE  ,5.3
NGC5557,MATLAS-1821,214.6529,36.3636,dE  ,2.66
NGC5557,MATLAS-1822,214.6596,36.2621,dE  ,4.68
NGC5557,MATLAS-1823,214.7274,36.1899,dE  ,6.75
NGC5557,MATLAS-1824,214.7337,36.4832,dE  ,12.37
NGC5582,MATLAS-1825,214.7395,40.1889,dE  ,2.82
NGC5557,MATLAS-1826,214.761,36.6535,dE  ,5.76
NGC5582,MATLAS-1827,214.78,39.8142,dI  ,0.0
NGC5582,MATLAS-1828,214.8079,39.8419,dEN ,3.46
NGC5574,MATLAS-1829,214.8124,3.1244,dE  ,21.81
NGC5557,MATLAS-1830,214.853,36.502,dE  ,0.0
NGC5557,MATLAS-1831,214.8651,37.0045,dE  ,4.6
NGC5582,MATLAS-1832,214.8798,39.2676,dEN ,8.47
NGC5574,MATLAS-1833,214.8875,3.5137,dE  ,3.85
NGC5574,MATLAS-1834,214.9241,3.0774,dEN ,8.14
NGC5574,MATLAS-1835,214.9999,3.5544,dE  ,3.89
NGC5574,MATLAS-1836,215.002,2.9278,dE  ,0.0
NGC5574,MATLAS-1837,215.0036,3.0697,dE  ,4.19
NGC5557,MATLAS-1838,215.005,36.7696,dI  ,0.0
NGC5557,MATLAS-1839,215.0253,36.913,dI  ,3.31
NGC5574,MATLAS-1840,215.0334,3.556,dE  ,5.55
NGC5582,MATLAS-1841,215.106,39.6474,dE  ,6.32
NGC5582,MATLAS-1842,215.1111,39.7869,dE  ,7.77
NGC5574,MATLAS-1843,215.1743,3.4606,dE  ,8.96
NGC5574,MATLAS-1844,215.1884,3.7809,dEN ,6.28
NGC5582,MATLAS-1845,215.2138,39.8003,dE  ,5.17
NGC5582,MATLAS-1846,215.2204,39.868,dI  ,2.64
NGC5574,MATLAS-1847,215.2256,3.371,dE  ,17.12
NGC5582,MATLAS-1848,215.228,39.9142,dI  ,0.0
NGC5582,MATLAS-1849,215.2608,39.9099,dE  ,5.68
NGC5582,MATLAS-1850,215.2992,39.7051,dEN ,7.52
NGC5574,MATLAS-1851,215.3011,3.8354,dE  ,6.0
NGC5574,MATLAS-1852,215.307,3.4202,dE  ,0.0
NGC5574,MATLAS-1853,215.4657,3.0737,dE  ,6.4
NGC5574,MATLAS-1854,215.4987,2.7875,dEN ,7.1
NGC5574,MATLAS-1855,215.5181,3.5866,dEN ,13.9
NGC5582,MATLAS-1856,215.5204,40.3408,dE  ,6.69
NGC5574,MATLAS-1857,215.5374,3.2727,dE  ,2.7
NGC5574,MATLAS-1858,215.6389,2.7878,dE  ,4.02
NGC5574,MATLAS-1859,215.6714,3.2984,dE  ,7.9
NGC5574,MATLAS-1860,215.6903,3.0183,dE  ,9.69
NGC5611,MATLAS-1861,215.722,32.7616,dI  ,0.0
NGC5631,MATLAS-1862,215.8373,57.2318,dE  ,8.27
NGC5611,MATLAS-1863,215.8407,32.9398,dE  ,2.36
NGC5582,MATLAS-1864,215.8504,40.3375,dE  ,3.93
NGC5631,MATLAS-1865,215.8694,56.2322,dE  ,11.8
NGC5582,MATLAS-1866,215.9446,39.5725,dE  ,6.08
NGC5611,MATLAS-1867,216.054,33.0283,dE  ,5.88
NGC5631,MATLAS-1868,216.0789,57.1279,dE  ,5.34
NGC5611,MATLAS-1869,216.1066,32.9949,dE  ,4.14
NGC5611,MATLAS-1870,216.188,33.6521,dE  ,0.0
NGC5611,MATLAS-1871,216.1911,32.8303,dE  ,2.87
NGC5631,MATLAS-1872,216.2551,56.9813,dE  ,2.96
NGC5611,MATLAS-1873,216.2926,33.3552,dEN ,3.79
NGC5631,MATLAS-1874,216.3177,56.9393,dEN ,3.98
NGC5611,MATLAS-1875,216.4086,32.8244,dE  ,2.37
NGC5631,MATLAS-1876,216.4444,57.2402,dE  ,4.2
NGC5631,MATLAS-1877,216.448,57.1552,dI  ,0.0
NGC5631,MATLAS-1878,216.4986,56.9972,dE  ,7.64
NGC5611,MATLAS-1879,216.592,33.2381,dEN ,3.22
NGC5611,MATLAS-1880,216.6349,33.2057,dEN ,6.09
NGC5631,MATLAS-1881,216.6796,56.4313,dE  ,7.78
NGC5631,MATLAS-1882,216.923,56.4026,dI  ,0.0
NGC5631,MATLAS-1883,216.9266,56.596,dEN ,6.21
NGC5631,MATLAS-1884,216.9481,56.7941,dEN ,6.93
NGC5631,MATLAS-1885,217.0548,56.4373,dE  ,3.79
NGC5631,MATLAS-1886,217.3111,56.9955,dE  ,3.68
NGC5631,MATLAS-1887,217.3437,57.2349,dI  ,3.61
NGC5631,MATLAS-1888,217.3904,56.5239,dE  ,10.71
IC1024,MATLAS-1889,217.3925,3.4059,dE  ,3.59
IC1024,MATLAS-1890,217.3955,3.0188,dEN ,8.37
IC1024,MATLAS-1891,217.4529,3.1835,dE  ,2.1
IC1024,MATLAS-1892,217.4782,3.2534,dE  ,7.47
IC1024,MATLAS-1893,217.5333,2.5096,dE  ,2.61
IC1024,MATLAS-1894,217.534,3.4596,dE  ,0.0
IC1024,MATLAS-1895,217.5502,3.1438,dE  ,7.37
IC1024,MATLAS-1896,217.551,3.6021,dE  ,0.0
IC1024,MATLAS-1897,217.5618,2.6539,dI  ,3.27
IC1024,MATLAS-1898,217.581,2.8468,dI  ,0.0
IC1024,MATLAS-1899,217.6127,3.0851,dEN ,4.83
IC1024,MATLAS-1900,217.6255,3.5796,dE  ,5.32
IC1024,MATLAS-1901,217.6295,3.195,dE  ,1.79
IC1024,MATLAS-1902,217.6811,3.3457,dI  ,15.34
IC1024,MATLAS-1903,217.6906,3.0401,dI  ,2.15
IC1024,MATLAS-1904,217.6946,3.1644,dE  ,3.93
IC1024,MATLAS-1905,217.7009,3.0097,dE  ,2.33
IC1024,MATLAS-1906,217.7065,2.6865,dE  ,1.9
IC1024,MATLAS-1907,217.7121,3.2066,dE  ,13.15
IC1024,MATLAS-1908,217.8791,3.4805,dE  ,2.57
IC1024,MATLAS-1909,217.8848,2.9004,dE  ,3.81
IC1024,MATLAS-1910,217.9146,3.3547,dE  ,5.1
IC1024,MATLAS-1911,217.9212,3.1076,dE  ,5.11
IC1024,MATLAS-1912,217.9425,3.1903,dE  ,3.08
IC1024,MATLAS-1913,217.971,3.3801,dIN ,0.0
IC1024,MATLAS-1914,218.0182,3.0302,dI  ,2.35
IC1024,MATLAS-1915,218.065,3.4771,dE  ,0.0
IC1024,MATLAS-1916,218.0821,3.1937,dE  ,2.76
IC1024,MATLAS-1917,218.1115,2.7578,dE  ,5.35
IC1024,MATLAS-1918,218.148,3.2812,dEN ,0.0
IC1024,MATLAS-1919,218.175,3.1638,dI  ,0.0
IC1024,MATLAS-1920,218.2181,3.5104,dE  ,2.24
IC1024,MATLAS-1921,218.238,3.2169,dI  ,0.0
IC1024,MATLAS-1922,218.2573,3.554,dE  ,3.0
IC1024,MATLAS-1923,218.328,3.4772,dI  ,0.0
IC1024,MATLAS-1924,218.367,2.8835,dI  ,0.0
IC1024,MATLAS-1925,218.373,3.51,dE  ,0.0
UGC09519,MATLAS-1926,221.264,34.477,dI  ,0.0
UGC09519,MATLAS-1927,221.398,34.5556,dI  ,0.0
UGC09519,MATLAS-1928,221.401,34.1787,dE  ,0.0
UGC09519,MATLAS-1929,221.6279,34.5826,dE  ,1.9
NGC5813,MATLAS-1930,224.7794,2.0624,dE  ,4.14
NGC5813,MATLAS-1931,224.8114,1.3007,dI  ,4.58
NGC5813,MATLAS-1932,224.9364,2.1313,dEN ,8.48
NGC5813,MATLAS-1933,224.9386,1.9372,dEN ,4.57
NGC5813,MATLAS-1934,224.997,1.1669,dEN ,0.0
NGC5813,MATLAS-1935,225.0354,1.5288,dE  ,4.62
NGC5813,MATLAS-1936,225.0535,1.5486,dE  ,4.21
NGC5813,MATLAS-1937,225.0718,1.9188,dI  ,8.16
NGC5813,MATLAS-1938,225.1376,2.2304,dEN ,12.92
NGC5813,MATLAS-1939,225.1386,1.3804,dE  ,5.24
NGC5813,MATLAS-1940,225.1748,1.7285,dEN ,5.32
NGC5813,MATLAS-1941,225.1937,1.5512,dEN ,4.7
NGC5813,MATLAS-1942,225.219,1.4051,dEN ,15.64
NGC5813,MATLAS-1943,225.2283,1.3419,dE  ,3.43
NGC5813,MATLAS-1944,225.2473,1.8768,dEN ,7.07
NGC5813,MATLAS-1945,225.2473,1.6492,dEN ,6.1
NGC5813,MATLAS-1946,225.2666,2.0427,dIN ,2.67
NGC5813,MATLAS-1947,225.2789,2.0905,dEN ,9.46
NGC5813,MATLAS-1948,225.311,1.8908,dE  ,0.0
NGC5813,MATLAS-1949,225.3139,1.4982,dEN ,10.29
NGC5813,MATLAS-1950,225.3157,1.7738,dEN ,15.02
NGC5813,MATLAS-1951,225.321,1.5923,dE  ,3.89
NGC5813,MATLAS-1952,225.3305,1.6053,dE  ,10.03
NGC5813,MATLAS-1953,225.409,1.7572,dI  ,0.0
NGC5813,MATLAS-1954,225.41,1.7223,dEN ,7.86
NGC5813,MATLAS-1955,225.4109,1.8703,dEN ,7.47
NGC5813,MATLAS-1956,225.4562,1.9313,dEN ,6.66
NGC5813,MATLAS-1957,225.4779,1.6258,dEN ,10.67
NGC5813,MATLAS-1958,225.487,1.2532,dI  ,0.0
NGC5831,MATLAS-1959,225.5174,1.127,dE  ,7.78
NGC5813,MATLAS-1960,225.535,2.2903,dI  ,0.0
NGC5831,MATLAS-1961,225.578,1.3238,dEN ,8.31
NGC5831,MATLAS-1962,225.6171,1.3644,dEN ,4.98
NGC5813,MATLAS-1963,225.6377,1.9357,dEN ,11.94
NGC5831,MATLAS-1964,225.6583,0.8137,dE  ,3.36
NGC5831,MATLAS-1965,225.662,1.4414,dEN ,5.24
NGC5831,MATLAS-1966,225.6719,1.3856,dE  ,6.15
NGC5831,MATLAS-1967,225.694,1.4327,dEN ,3.42
NGC5831,MATLAS-1968,225.7079,1.2742,dE  ,3.58
NGC5831,MATLAS-1969,225.718,1.4166,dE  ,0.0
NGC5813,MATLAS-1970,225.7351,1.677,dE  ,6.22
NGC5831,MATLAS-1971,225.7626,1.0795,dE  ,5.53
NGC5831,MATLAS-1972,225.7681,1.227,dEN ,7.33
NGC5831,MATLAS-1973,225.7791,1.6597,dE  ,4.6
NGC5866,MATLAS-1974,225.7827,55.4832,dE  ,4.52
NGC5831,MATLAS-1975,225.8389,1.4309,dEN ,12.54
NGC5831,MATLAS-1976,225.871,1.707,dEN ,5.9
NGC5831,MATLAS-1977,225.9013,1.4291,dE  ,4.07
NGC5831,MATLAS-1978,225.9234,0.9058,dE  ,7.1
NGC5838,MATLAS-1979,225.9344,2.5524,dEN ,7.88
NGC5866,MATLAS-1980,225.9495,56.2564,dE  ,3.4
NGC5831,MATLAS-1981,225.958,0.9771,dI  ,0.0
NGC5831,MATLAS-1982,225.9634,1.707,dE  ,3.79
NGC5831,MATLAS-1983,225.9881,1.4103,dEN ,7.87
NGC5838,MATLAS-1984,226.0015,2.0066,dE  ,12.22
NGC5831,MATLAS-1985,226.0105,1.3671,dE  ,14.48
NGC5838,MATLAS-1986,226.024,1.9501,dE  ,3.99
NGC5831,MATLAS-1987,226.035,1.5243,dIN ,0.0
NGC5831,MATLAS-1988,226.0365,0.9636,dE  ,4.15
NGC5831,MATLAS-1989,226.067,1.594,dEN ,6.16
NGC5831,MATLAS-1990,226.072,1.3105,dE  ,3.93
NGC5845,MATLAS-1991,226.0792,1.7555,dE  ,12.52
NGC5838,MATLAS-1992,226.0804,1.8849,dEN ,3.66
NGC5838,MATLAS-1993,226.0842,2.2689,dEN ,3.05
NGC5838,MATLAS-1994,226.1028,2.1147,dEN ,8.0
NGC5831,MATLAS-1995,226.1099,1.5957,dE  ,3.77
NGC5838,MATLAS-1996,226.109,1.9246,dE  ,14.87
NGC5838,MATLAS-1997,226.12,2.4122,dE  ,3.07
NGC5831,MATLAS-1998,226.1378,1.4941,dE  ,5.76
NGC5831,MATLAS-1999,226.1388,1.2017,dE  ,5.03
NGC5831,MATLAS-2000,226.1429,1.0326,dEN ,6.98
NGC5831,MATLAS-2001,226.1549,1.2486,dEN ,4.9
NGC5831,MATLAS-2002,226.1787,1.291,dEN ,10.87
NGC5831,MATLAS-2003,226.1798,0.9606,dE  ,4.62
NGC5831,MATLAS-2004,226.1816,1.1782,dEN ,4.04
NGC5838,MATLAS-2005,226.202,1.981,dI  ,0.0
NGC5866,MATLAS-2006,226.2085,55.6452,dE  ,10.7
NGC5838,MATLAS-2007,226.2123,2.2131,dEN ,4.8
NGC5838,MATLAS-2008,226.2224,2.0679,dE  ,5.94
NGC5838,MATLAS-2009,226.235,2.2574,dE  ,4.8
NGC5831,MATLAS-2010,226.2448,0.873,dEN ,3.73
NGC5845,MATLAS-2011,226.254,1.6097,dIN ,0.0
NGC5845,MATLAS-2012,226.2648,1.7719,dEN ,9.14
NGC5838,MATLAS-2013,226.269,1.9641,dI  ,0.0
NGC5838,MATLAS-2014,226.2866,2.1576,dEN ,6.21
NGC5831,MATLAS-2015,226.304,1.2908,dE  ,0.0
NGC5845,MATLAS-2016,226.314,1.5621,dEN ,0.0
NGC5866,MATLAS-2017,226.3168,55.828,dEN ,9.28
NGC5866,MATLAS-2018,226.3326,56.1174,dE  ,7.77
NGC5845,MATLAS-2019,226.334,1.8127,dE**,17.16
NGC5845,MATLAS-2020,226.3336,1.3962,dE  ,3.93
NGC5838,MATLAS-2021,226.34,2.1722,dE  ,17.79
NGC5831,MATLAS-2022,226.3487,1.2434,dEN ,7.38
NGC5845,MATLAS-2023,226.3665,1.5944,dEN ,3.61
NGC5831,MATLAS-2024,226.369,1.2922,dI  ,0.0
NGC5845,MATLAS-2025,226.3777,1.5085,dEN ,3.47
NGC5866,MATLAS-2026,226.378,55.8666,dE  ,0.0
NGC5845,MATLAS-2027,226.3826,1.5877,dEN ,6.88
NGC5838,MATLAS-2028,226.3947,1.9098,dE  ,4.64
NGC5838,MATLAS-2029,226.4044,2.2509,dEN ,5.74
NGC5845,MATLAS-2030,226.4072,1.3032,dEN ,6.35
NGC5845,MATLAS-2031,226.4094,1.4406,dE  ,5.52
NGC5838,MATLAS-2032,226.4181,2.3331,dE  ,5.09
NGC5838,MATLAS-2033,226.429,2.0024,dE  ,0.0
NGC5831,MATLAS-2034,226.4437,1.0159,dE  ,5.91
NGC5838,MATLAS-2035,226.448,1.9442,dE  ,0.0
NGC5845,MATLAS-2036,226.4527,1.8044,dE  ,3.78
NGC5845,MATLAS-2037,226.456,1.4072,dEN ,0.0
NGC5831,MATLAS-2038,226.4585,0.8594,dE  ,4.69
NGC5845,MATLAS-2039,226.46,1.6326,dE  ,5.19
NGC5845,MATLAS-2040,226.4606,1.9084,dEN ,8.86
NGC5838,MATLAS-2041,226.465,2.1516,dE  ,5.3
NGC5838,MATLAS-2042,226.465,2.0114,dEN ,3.39
NGC5866,MATLAS-2043,226.4681,55.5333,dE  ,5.65
NGC5838,MATLAS-2044,226.472,2.0077,dI  ,0.0
NGC5838,MATLAS-2045,226.478,2.2025,dEN ,0.0
NGC5831,MATLAS-2046,226.4807,0.7188,dEN ,7.7
NGC5845,MATLAS-2047,226.4971,1.5859,dE  ,4.48
NGC5845,MATLAS-2048,226.5034,1.8737,dE  ,3.44
NGC5845,MATLAS-2049,226.5062,1.7298,dEN ,5.39
NGC5838,MATLAS-2050,226.5127,2.2616,dE  ,2.92
NGC5845,MATLAS-2051,226.5172,1.7324,dE  ,5.69
NGC5838,MATLAS-2052,226.5247,2.3876,dE  ,5.4
NGC5866,MATLAS-2053,226.5253,55.9577,dE  ,6.3
NGC5845,MATLAS-2054,226.5246,1.4281,dEN ,6.86
NGC5838,MATLAS-2055,226.553,2.1695,dEN ,5.29
NGC5845,MATLAS-2056,226.5624,1.8433,dE  ,6.01
NGC5845,MATLAS-2057,226.5655,1.4873,dE  ,4.74
NGC5845,MATLAS-2058,226.5698,1.873,dI  ,7.68
NGC5838,MATLAS-2059,226.5711,2.1011,dE  ,4.12
NGC5845,MATLAS-2060,226.5718,1.4277,dE  ,5.55
NGC5866,MATLAS-2061,226.5839,56.2992,dE  ,4.41
NGC5845,MATLAS-2062,226.5977,1.7273,dEN ,4.62
NGC5845,MATLAS-2063,226.6397,1.6553,dE  ,5.91
