SMDG0004371-330904   1.15462 -33.15106   7.00  -0.29   0.04   0.24 0 0.46  -0.03   0.01   0.03 0 0.71  -0.05   0.01   0.03 0 -53.89  -0.99   0.00   1.01 0  24.15  -0.17   0.02   0.05 0  24.02  -0.19   0.03   0.07 0  23.89  -0.20   0.03   0.11 0  19.44  -0.14  -0.01   0.07 0  19.31  -0.15  -0.01   0.09 0  19.17  -0.15  -0.01   0.14 0 0 0.01 0.04 0.03 0.01   0.58 0     0 none     0.0  0.00    0   0 D
SMDG0004466-043513   1.19430  -4.58690   8.57  -0.39  -0.18   1.06 0 0.67  -0.05  -0.00   0.05 0 0.44  -0.06  -0.01   0.11 0 -43.06  -5.69   0.00   5.69 0  26.19  -0.30   0.06   0.10 0  25.34  -0.21   0.03   0.09 0  24.91  -0.22   0.05   0.10 0  20.25  -0.33   0.07   0.06 0  19.39  -0.22   0.03   0.08 0  18.97  -0.24   0.05   0.10 0 1 0.03 0.10 0.07 0.04   0.36 0     0 none     0.0  0.00    0   0 D
SMDG0004530+053332   1.22090   5.55875   5.82  -0.29  -0.07   0.75 0 0.57  -0.05   0.01   0.05 0 0.88  -0.06  -0.02   0.17 0  19.78  -2.76   0.00   2.66 0  24.53  -0.29   0.06   0.07 0  24.14  -0.32   0.07   0.07 0  23.84  -0.32   0.07   0.11 0  20.25  -0.21   0.01   0.09 0  19.86  -0.21   0.01   0.10 0  19.56  -0.22   0.02   0.14 0 0 0.03 0.11 0.07 0.04   0.51 0     0 none     0.0  0.00    0   0 D
SMDG0005108-522542   1.29509 -52.42829   5.48  -0.24  -0.35   1.82 0 0.92  -0.05  -0.00   0.05 0 1.19  -0.03  -0.12   0.40 0 -71.45 -28.79   0.00  30.35 0  24.34  -0.54   0.18   0.00 0  23.74  -0.50   0.16   0.01 0  23.35  -0.44   0.15   0.03 0  20.20  -0.40   0.11   0.04 0  19.59  -0.35   0.09   0.04 0  19.20  -0.31   0.07   0.06 0 0 0.02 0.05 0.03 0.02   0.49 0 10222 z_est   36.8 10.94  402   9 D
SMDG0005158+155132   1.31594  15.85897   6.84  -0.24  -0.68   2.65 1 0.57  -0.08  -0.01   0.08 1 0.46  -0.07  -0.11   0.46 1 -52.75  -9.17   0.00   9.00 1  26.88  -0.83   0.31  -0.01 1  26.15  -0.63   0.22   0.04 1 -99.99 -99.99 -99.99 -99.99 1  21.61  -0.92   0.37  -0.08 1  20.88  -0.78   0.28  -0.01 0 -99.99 -99.99 -99.99 -99.99 1 0 0.05 0.16 0.11 0.06   0.16 2     0 none     0.0  0.00    0   0 D
SMDG0005174-600821   1.32253 -60.13914   7.71  -0.25   0.05   0.12 0 0.48  -0.02   0.01   0.02 0 0.64  -0.05   0.02   0.01 0  56.13  -0.86   0.00   0.85 0  24.03  -0.15   0.01   0.04 0  23.92  -0.15   0.01   0.06 0  23.60  -0.16   0.01   0.08 0  18.95  -0.13  -0.01   0.06 0  18.84  -0.13  -0.01   0.07 0  18.52  -0.14  -0.01   0.10 0 0 0.01 0.04 0.02 0.01   0.57 0     0 none     0.0  0.00    0   0 D
SMDG0005367-442226   1.40275 -44.37396   6.80  -0.25   0.05   0.19 0 0.73  -0.02   0.00   0.02 0 0.74  -0.04   0.01   0.03 0 -85.86  -2.36   0.00   2.32 0  24.09  -0.17   0.01   0.04 0  23.60  -0.16   0.02   0.04 0  23.33  -0.16   0.02   0.06 0  18.98  -0.16  -0.00   0.05 0  18.50  -0.15  -0.00   0.05 0  18.23  -0.14  -0.00   0.07 0 0 0.01 0.04 0.03 0.01   0.58 0 11877 z_est   47.3 11.33  189   5 D
SMDG0005453-034258   1.43874  -3.71612   9.93  -0.29  -0.56   2.53 0 0.65  -0.03   0.01   0.03 0 1.25  -0.02  -0.07   0.27 0  70.76  -2.68   0.00   2.78 0  24.03  -0.35   0.11   0.02 0  23.44  -0.33   0.10   0.03 0  23.04  -0.29   0.09   0.02 0  19.07  -0.33   0.08   0.05 0  18.49  -0.29   0.06   0.05 0  18.09  -0.26   0.06   0.06 0 0 0.04 0.12 0.08 0.05   0.56 0     0 none     0.0  0.00    0   0 D
SMDG0005512-500020   1.46346 -50.00562   8.22  -0.35   0.03   0.31 0 0.41  -0.02   0.01   0.02 0 0.70  -0.05   0.01   0.04 0  26.95  -0.99   0.00   0.96 0  24.43  -0.18   0.02   0.06 0  24.09  -0.18   0.02   0.07 0  23.93  -0.20   0.03   0.10 0  19.47  -0.14  -0.01   0.08 0  19.14  -0.14  -0.01   0.09 0  18.98  -0.16  -0.00   0.12 0 0 0.01 0.04 0.03 0.02   0.55 0 10045 z_est   48.0 11.37  246  10 D
SMDG0006084-132723   1.53507 -13.45652   6.21  -0.34   0.02   0.55 0 0.68  -0.05   0.00   0.05 0 0.70  -0.06  -0.01   0.10 0  67.09  -4.21   0.00   4.02 0  24.93  -0.25   0.04   0.07 0  24.39  -0.22   0.03   0.07 0  24.17  -0.25   0.04   0.11 0  20.02  -0.21   0.02   0.08 0  19.49  -0.19   0.01   0.09 0  19.27  -0.21   0.01   0.12 0 0 0.03 0.10 0.07 0.04   0.53 0     0 none     0.0  0.00    0   0 D
