tile,bands,u_n_valid_pixels,u_sum_pixel_values,u_sum_pixel_values_squared,u_min,u_max,u_frac_zeros,u_kurtosis,g_n_valid_pixels,g_sum_pixel_values,g_sum_pixel_values_squared,g_min,g_max,g_frac_zeros,g_kurtosis,r_n_valid_pixels,r_sum_pixel_values,r_sum_pixel_values_squared,r_min,r_max,r_frac_zeros,r_kurtosis,i_n_valid_pixels,i_sum_pixel_values,i_sum_pixel_values_squared,i_min,i_max,i_frac_zeros,i_kurtosis,z_n_valid_pixels,z_sum_pixel_values,z_sum_pixel_values_squared,z_min,z_max,z_frac_zeros,z_kurtosis
"(149, 288)",ugriz,100000000.0,131398787.76985258,1785597883465.694,-5441.46142578125,41022.97265625,4.11e-06,45640.99868363868,100000000.0,7328311.036574046,944062333.0012913,-93.60092163085938,1338.1842041015625,0.0,32346.258863199553,100000000.0,303547849.0999674,1241344418395.7559,-1837.1226806640625,11456.8701171875,4.614e-05,3725.020294098285,100000000.0,33365720115.263256,2.3095660376839864e+16,-209685.171875,1032743.4375,0.0,2143.0644326462207,100000000.0,-911602.8218434877,215942947379.6311,-538.9224243164062,1764.9178466796875,0.0,33.010424969764145
"(275, 284)",ugriz,100000000.0,106557843.3526431,1293589238115.9717,-978.8606567382812,33281.7421875,0.00010888,56932.640686285624,100000000.0,4986029.042644895,549622973.7178329,-10.989542007446289,1239.126220703125,0.0,42726.71520076844,100000000.0,264527190.4372967,1269552032839.4822,-1673.5430908203125,10595.6650390625,1.099e-05,3856.807726773992,100000000.0,30280351976.403343,1.7132228313886458e+16,-136634.53125,769571.125,0.0,1923.788882716096,100000000.0,-2855864.543236889,8173105937.301912,-195.26487731933594,1979.353271484375,0.0,1779.5976710445066
"(286, 293)",ugriz,100000000.0,148453788.03686452,2641949927969.052,-2316.109375,44922.1796875,4.501e-05,45579.79854556695,100000000.0,8276938.407972907,1484845003.3222375,-587.90576171875,1352.9725341796875,0.0,39552.05004811749,100000000.0,412679398.25547665,2095056462640.636,-2370.58154296875,14099.431640625,3.63e-06,2959.9864678600416,100000000.0,33872881132.180843,1.2961934323116232e+16,-107525.5703125,545499.75,0.0,1159.498946446797,100000000.0,23769359.943018038,6031701905.035334,-44.13964080810547,2338.00732421875,0.0,14674.500603575681
"(252, 300)",ugriz,100000000.0,251478889.82216504,4762002757170.576,-4773.10986328125,46762.7578125,2.186e-05,20362.056059157494,100000000.0,7793496.301136218,750137055.6313629,-28.745336532592773,1130.990234375,1e-08,23316.37813711622,100000000.0,712518820.2073982,3152896487058.657,-1766.301025390625,11099.2890625,5.254e-05,1952.5515329257437,100000000.0,51415509581.69806,1.7270618465383138e+16,-89187.515625,476100.9375,0.0,666.3909565371574,100000000.0,22035290.011445537,3921588942.0812793,-24.858089447021484,2541.640869140625,0.0,15707.78920723443
"(285, 297)",ugriz,100000000.0,158439073.81085122,1621634015433.881,-792.5968627929688,38238.70703125,0.00082399,49754.67137913521,100000000.0,15755955.123434588,3341608237.2414727,-67.92388916015625,1482.3902587890625,0.0,11856.309897365903,100000000.0,430618731.7851146,2203553270824.288,-2173.670654296875,14372.529296875,6.67e-06,2454.4737373486882,100000000.0,31202132454.932617,1.263739064639565e+16,-116631.625,592600.6875,0.0,1361.3899831627123,100000000.0,26880399.27133008,5307725301.21624,-285.1021728515625,2301.979736328125,0.0,13324.669532502867
"(236, 292)",ugriz,100000000.0,817823001.1546558,2815165803212.1133,-881.9071655273438,37448.3515625,0.05061884,21659.91497400474,100000000.0,5182049.241933588,601183566.2571344,-13.714670181274414,1612.552490234375,0.0,60990.88427029322,100000000.0,298230030.49216783,1772985226418.293,-1850.200927734375,12945.5595703125,4.93e-06,4164.831078874717,100000000.0,31055623813.653244,1.6088520894308806e+16,-121077.296875,732960.6875,0.0,1701.7734463725785,100000000.0,17409868.957618218,3318315102.8916297,-19.017837524414062,2556.803466796875,0.0,20999.822322540917
"(351, 279)",ugriz,100000000.0,214060493.89151156,3637945434645.012,-659.4659423828125,54020.52734375,1.181e-05,45238.47945311226,100000000.0,16308537.781372184,3747761883.23708,-24.86285400390625,2018.327880859375,0.0,16124.132726719163,100000000.0,558057111.5929258,3437629995920.7007,-2178.04345703125,14163.767578125,5.6e-06,2389.253895850149,100000000.0,38826744691.905975,1.429411385134682e+16,-101417.078125,519830.84375,0.0,985.8048091717674,100000000.0,29470940.04150279,6653628983.664168,-23.328449249267578,2317.055908203125,0.0,12075.932252912271
"(202, 299)",ugriz,100000000.0,420168190.79664224,3536579105391.823,-6881.6083984375,43884.34375,0.0473924,27972.5331280485,100000000.0,5853800.366040401,983858712.7741629,-59.545318603515625,2669.376708984375,0.0,68978.48113288729,100000000.0,102076239.45143108,1436707823546.5667,-1905.1226806640625,12451.7109375,0.45353489,5194.053538259253,100000000.0,39296954378.85106,2.4244674340605576e+16,-168910.734375,874037.6875,0.0,1642.939907017784,100000000.0,12605587.265379554,2390968039.2295427,-20.963848114013672,2851.22216796875,0.0,30466.621675288196
"(309, 282)",ugriz,100000000.0,221749815.8916077,4702687447732.335,-8366.1123046875,60359.79296875,7.95e-06,31311.85817896381,100000000.0,7389055.06914961,793037085.7263072,-59.275733947753906,1453.073974609375,0.0,38931.13627344674,100000000.0,484285456.0718184,2545334967998.8833,-1934.7772216796875,12479.5869140625,0.00028945,2202.3737764443354,100000000.0,65924774005.99223,3.3296391363367824e+16,-171711.40625,906549.0625,0.0,859.9528107481827,100000000.0,16728202.642817343,6779816366.790971,-97.63190460205078,2349.395263671875,0.0,7751.841249703868
"(141, 289)",ugriz,100000000.0,295596707.0180504,5819167719406.085,-6062.66943359375,39720.8125,5.31e-06,15700.56411845471,100000000.0,8533273.598457392,1054295403.6302938,-14.090137481689453,1141.0333251953125,0.0,18824.577375356217,100000000.0,508515435.72727334,2358195505099.2583,-2459.3193359375,14666.1435546875,4.45e-06,2191.705375433496,100000000.0,73611635633.83038,4.745970456240313e+16,-186252.5,1216592.875,1e-08,922.9741048163138,100000000.0,22635925.453145526,4081094259.642407,-21.581607818603516,2165.88916015625,0.0,13351.077274392976
"(111, 297)",ugriz,100000000.0,627372960.0249168,2791549500789.5825,-5988.89306640625,42906.84375,0.07323228,23232.211966138217,100000000.0,552659535.8373021,31129824367.340027,-55.13361358642578,961.6881103515625,0.0,15.799014889112605,100000000.0,98586344.83355018,881344839397.5695,-2158.030029296875,13019.4912109375,0.63737441,9385.292526328969,100000000.0,47050801790.27001,3.232290836912632e+16,-192489.125,1024526.4375,0.0,1527.9751911531353,100000000.0,-4493446884944.592,9.319279336744689e+17,-575668.875,2878.2919921875,0.0,7.552117132958562
"(312, 287)",ugriz,100000000.0,152142814.673931,2123235392453.1638,-478.4530944824219,46380.91015625,2.74e-06,49482.52101024479,100000000.0,12712468.235248307,2400788814.056556,-8.79212474822998,1733.34326171875,0.0,18217.636344947612,100000000.0,416105118.975152,1910252959249.6624,-1877.79541015625,11137.611328125,3.19e-06,2890.3734477304256,100000000.0,26324853536.76877,9967254239749280.0,-102904.8125,509533.5625,0.0,1490.977157868447,100000000.0,-121728714.30909319,24637099839.281868,-327.10626220703125,2588.214111328125,0.0,694.6471940969897
"(278, 294)",ugriz,100000000.0,170384477.6222625,2420662491413.2793,-3818.8828125,48283.70703125,0.01836581,42228.26447780854,100000000.0,10513481.024000347,1296719385.5568516,-33.6194953918457,995.158447265625,0.0,13219.65749136668,100000000.0,552181519.5703626,2366865930043.002,-1867.51513671875,11376.7373046875,9.01e-06,1947.492210770184,100000000.0,45655275119.61663,2.1300303767534212e+16,-148533.046875,623157.625,0.0,1045.04032660946,100000000.0,22174974.70929517,5333326764.845356,-89.98126220703125,2193.254638671875,0.0,13938.72395109522
"(281, 299)",ugriz,100000000.0,288286665.2429547,4723782959269.145,-7582.3232421875,41437.5859375,5.77e-06,20124.406539659256,100000000.0,19424911.39449857,4059493427.079282,-29.587154388427734,1883.2003173828125,1e-08,11262.98908953825,100000000.0,1324316564.7870903,5320539861454.772,-1528.750732421875,10466.0849609375,5.962e-05,791.3441818122375,100000000.0,55328408442.912384,1.8995768153719484e+16,-84072.7109375,451820.625,0.0,634.1870900605578,100000000.0,40625926.60178673,10351463316.959646,-21.778583526611328,2360.992431640625,0.0,5588.541885363847
"(198, 301)",ugriz,100000000.0,362973371.72957575,798480891627.0258,-4102.62158203125,36231.39453125,0.41659964,35649.47421489126,100000000.0,4756542.699665746,546141580.3376933,-16.91802406311035,1371.910400390625,0.0,56436.3708697968,100000000.0,123547015.38002975,1308658739619.2017,-2251.758544921875,14606.5390625,0.1012924,7535.703215600926,100000000.0,17420976068.036522,9235396733304278.0,-136720.5625,843244.1875,0.0,3237.0015025407793,100000000.0,11920603.932935761,2040336047.5492291,-32.10566711425781,2342.329833984375,0.0,44839.98435741422
"(239, 302)",ugriz,100000000.0,113733688.91355583,1471984540759.7532,-1765.539306640625,36080.0546875,0.00043712,54190.55244548006,100000000.0,6032621.364023238,903099420.9763438,-92.39586639404297,1465.2379150390625,1e-08,47315.91916618973,100000000.0,677639868.9281428,1139805179367.7556,-1519.4949951171875,9959.80859375,4.84e-06,3294.242900860962,100000000.0,23395344485.262634,9568438228687794.0,-110463.625,548582.5625,0.0,1797.7565886188665,100000000.0,15292927.882845681,3476969221.807367,-43.426204681396484,2405.103759765625,0.0,29278.460307866364
"(313, 288)",ugriz,100000000.0,754250028.3084477,18501019551455.465,-6118.22802734375,55798.1484375,1.185e-05,5836.174082651417,100000000.0,19499731.476451293,5321316906.278529,-78.92735290527344,2529.349609375,0.0,12514.53227430837,100000000.0,1113751719.668797,4380321949580.7695,-1724.355712890625,11403.6845703125,1.012e-05,1074.270475573082,100000000.0,48462417799.16876,1.4564831206171072e+16,-91627.078125,423711.34375,0.0,632.693815949758,100000000.0,38130988.44821452,9745785110.311674,-64.1402587890625,2388.2880859375,0.0,6855.082088731358
"(305, 284)",ugriz,100000000.0,170216349.09269297,2516283471439.871,-2463.613525390625,46752.0625,0.00053945,48786.958614769144,100000000.0,7642650.571244351,970043261.8813796,-4.03480339050293,1306.7291259765625,0.0,28463.20038471026,100000000.0,391312670.57858294,1886093609025.6843,-1888.3848876953125,12710.923828125,3.614e-05,2625.419267327192,100000000.0,45577760441.932014,2.2528796511674244e+16,-144411.453125,697799.5625,0.0,1112.1872392805901,100000000.0,-255147498.20684987,42051546087.3538,-323.4905090332031,1895.9990234375,0.0,93.63527468843262
"(137, 291)",ugriz,100000000.0,188724166.7441676,3171237520389.691,-6510.99365234375,52135.05078125,2.209e-05,34617.11573773858,100000000.0,35381623809.62362,87805449074425.25,-1132.235107421875,5968.013671875,0.0,9.415459925106532,100000000.0,569035837.658158,2126496690490.747,-2251.36572265625,12705.478515625,4.159e-05,1730.4624904375828,100000000.0,76594957857.78331,5.292486075612079e+16,-158391.21875,906788.625,0.0,920.3135607041088,100000000.0,18507683.2597409,2843692493.4764733,-66.55387115478516,2258.8876953125,0.0,20590.69334175824
"(274, 296)",ugriz,100000000.0,168343491.36758733,2721130489845.3613,-7401.3349609375,55460.421875,7.98e-06,49136.46181315114,100000000.0,8253481.817764228,1363744045.5025442,-35.180702209472656,2131.343017578125,0.0,40729.71852131841,100000000.0,501217005.6888891,2147980624208.9133,-1918.649169921875,12961.4619140625,3.62e-06,2065.7026293358736,100000000.0,51386509583.68164,2.043235749819761e+16,-109786.0390625,538017.8125,1e-08,787.2728079346851,100000000.0,29031840.54297851,7362517116.407955,-317.0116271972656,2490.978271484375,1e-08,8442.706061428706
"(106, 303)",ugriz,100000000.0,265328614.16448373,4933268392545.1875,-6065.49951171875,42121.73046875,0.00187514,20593.872280347827,100000000.0,12480841.67144205,2248011158.1311035,-19.28734016418457,1220.2308349609375,0.0,12959.307386586492,100000000.0,602920088.1419564,3666118300396.242,-2455.46875,13433.7294921875,0.00029499,2306.888167299175,100000000.0,66017651184.74048,4.28577370115691e+16,-192594.9375,908055.6875,0.0,1034.432602162886,100000000.0,18302913.050366234,2866908719.3928304,-18.42658805847168,2058.740478515625,0.0,17416.30133581007
"(240, 303)",ugriz,100000000.0,124850554.67244239,1222933495688.9998,-959.8295288085938,35036.515625,0.00025452,60569.28435812895,100000000.0,6669953.611164694,867909526.5033536,-27.215654373168945,1737.495361328125,0.0,46407.199949037764,100000000.0,296013862.9917705,1123804724009.435,-1481.717529296875,10985.560546875,1.204e-05,3034.2047070006715,100000000.0,20163963152.939682,7740646516130682.0,-104789.09375,519629.96875,0.0,2000.6805559162456,100000000.0,18696507.474254012,3632081014.0973167,-41.93219757080078,2425.760498046875,0.0,24370.081943717447
"(205, 282)",ugriz,100000000.0,99461716.56542487,1358677054256.727,-250.1536407470703,45808.421875,5.373e-05,98096.74053788082,100000000.0,6543880.744492874,564545048.8429191,-21.650440216064453,1395.5106201171875,0.0,51660.467355815665,100000000.0,269306320.13865787,1255289054553.3416,-2482.20458984375,15008.701171875,3.47e-06,4250.518419314473,100000000.0,39525303779.23914,3.1255414218281172e+16,-214888.609375,1047112.6875,1e-08,2032.0030104403806,100000000.0,15674537.368632406,3079620397.0848293,-9.706694602966309,2427.81103515625,0.0,24999.39397647851
"(138, 292)",ugriz,100000000.0,141948014.04890752,1818934588988.1548,-4359.74560546875,42856.75390625,6.77e-06,55612.1873122847,100000000.0,6221335.211956734,717180325.7685032,-5.40847635269165,1264.35595703125,0.0,27780.47351840888,100000000.0,445186420.78436023,1684254897305.8967,-2471.937744140625,14112.1318359375,3.187e-05,3229.726515661192,100000000.0,64112342234.77617,7.349964266455046e+16,-356619.96875,2085567.625,0.0,2051.297044218804,100000000.0,16237944.96839534,2749309592.4387107,-33.53440475463867,1919.1055908203125,0.0,19841.91579737723
"(224, 295)",ugriz,100000000.0,75636177.2885312,1086252882806.5347,-5638.966796875,44059.01171875,0.00132079,82771.56714039846,100000000.0,3776722.58412219,378270671.262796,-20.847000122070312,1186.757080078125,0.0,62122.10029647581,100000000.0,167699899.6398363,839449856570.8038,-2144.363037109375,12833.29296875,4.53e-06,7219.635891612419,100000000.0,16155803882.552002,9152012358999492.0,-161379.8125,792825.25,0.0,3700.4486598656244,100000000.0,11141018.603790995,2134130682.7750783,-36.7663459777832,2287.139892578125,0.0,42786.337528645985
"(243, 308)",ugriz,100000000.0,201812499.76030782,2546800126383.263,-2221.3369140625,43273.48046875,0.00035457,40708.48968533481,100000000.0,11024075.484504977,2044012738.3080208,-3.818260431289673,1478.0274658203125,0.0,18873.716416410545,100000000.0,509509484.0095184,2868448959515.5874,-2427.33544921875,12972.880859375,2.889e-05,2633.210692484972,100000000.0,30538666024.000587,8849013501335887.0,-100231.9375,405478.15625,0.0,980.7744737128623,100000000.0,29382191.36472461,7025726089.174046,-8.834870338439941,2395.267333984375,0.0,10073.386279798468
"(130, 288)",ugriz,100000000.0,205386323.38420007,3068308562261.1035,-3942.96728515625,37697.3828125,0.00018443,27962.83318531278,100000000.0,9210917.134061141,1057841357.4621387,-10.548066139221191,1581.446533203125,0.0,28503.20913938616,100000000.0,401114227.9874116,1439391115496.0154,-1556.74951171875,10489.8984375,7.94e-06,2199.0538861979317,100000000.0,58347866209.608444,4.750732649945321e+16,-256467.078125,1366423.0,0.0,1525.5686543184145,100000000.0,1316646577.5182145,1399628461989.7517,-1426.8685302734375,2128.740478515625,0.0,27.65246256351275
"(107, 304)",ugriz,100000000.0,220257525.14701465,3578182465422.234,-7162.95947265625,44461.58203125,0.00084689,26155.624498933772,100000000.0,8055868.653304206,1237940017.7594779,-15.726644515991211,1886.8223876953125,0.0,39089.53372583264,100000000.0,665270567.2126822,4627488287117.282,-2369.3515625,13732.4521484375,2.628e-05,2005.9387602022405,100000000.0,73936820876.87247,3.929164499981327e+16,-170779.171875,743193.8125,0.0,732.2526951989454,100000000.0,19507856.245914176,3271229760.145986,-21.120742797851562,2124.107421875,0.0,20393.648205762325
"(300, 290)",ugriz,100000000.0,157472302.46877512,2291223875427.9688,-1394.26513671875,54321.8125,0.00020868,56721.19038396866,100000000.0,9683235.38375832,1447379519.091346,-25.322406768798828,1859.82568359375,0.0,27210.01042756203,100000000.0,344093134.98659927,1580324997186.197,-1976.4385986328125,12665.8388671875,0.00054982,3031.6779488806933,100000000.0,27130997504.195618,9174315518277466.0,-113880.90625,449965.5,0.02181661,1285.0527080670406,100000000.0,27263500.717534386,5786057300.93463,-33.4558219909668,2779.032958984375,0.0,14540.483140873217
"(225, 296)",ugriz,100000000.0,772295687.8280355,1668682895089.9045,-6429.740234375,52586.11328125,0.04263554,19473.286628517606,100000000.0,4435282.198667058,523389981.9442738,-6.378866195678711,1388.491943359375,0.0,53956.913286132105,100000000.0,161485548.3138339,759754859496.7585,-1969.7515869140625,13465.4091796875,5.1e-06,8298.224381658672,100000000.0,11369697889.527328,5305381669928614.0,-107098.5625,627331.75,0.00569124,4293.348297163427,100000000.0,8326721.869170645,1359450056.5171602,-47.896732330322266,2440.443359375,0.0,71738.70768295054
"(266, 297)",ugriz,100000000.0,310917205.8461587,6903409385792.246,-7975.6728515625,54250.01171875,0.0002195,19689.634288865902,100000000.0,11771067.939186916,1218529863.7820818,-25.595821380615234,899.3095092773438,0.0,8498.732691881525,100000000.0,649984295.4603845,3236929382808.998,-2306.1962890625,13672.9775390625,0.00022899,1790.6917139328807,100000000.0,45969228332.62453,1.956132498184362e+16,-139603.484375,674804.875,0.0,964.0633579141378,100000000.0,23522592.201954618,5073028824.718852,-80.13774108886719,2780.828369140625,0.0,15197.283408720772
"(269, 302)",ugriz,100000000.0,249891961.6830697,3310140160993.8027,-143.8123321533203,37496.53515625,1.63e-06,25672.904288926897,100000000.0,19506090.301153254,4486866451.047063,-28.445127487182617,1983.0516357421875,0.0,14454.270919332637,100000000.0,717122323.638894,3689011680647.7896,-1942.7242431640625,13502.404296875,4.24e-06,1566.3211585559568,100000000.0,53428903795.76555,1.9143626171278228e+16,-134233.734375,506027.46875,0.0,692.5753220725662,100000000.0,39138374.26788761,9278959557.910282,-27.985031127929688,2462.693359375,0.0,8131.236319295806
"(194, 308)",ugriz,100000000.0,88451992.66493627,1109603465178.713,-857.4597778320312,39061.625,0.00027436,84292.66175385636,100000000.0,5780631.776656276,784291463.6875786,-12.712331771850586,1435.146484375,0.0,37964.56551202686,100000000.0,265708968.26379856,1544374324696.1836,-1851.0311279296875,12808.359375,3.09e-05,5099.721470731517,100000000.0,21848488266.894756,1.0454256300342018e+16,-129919.59375,629754.3125,0.0,2245.59669263479,100000000.0,17104052.95024284,3111095294.357549,-42.08510971069336,1920.638671875,0.0,19174.079012060633
"(235, 309)",ugriz,100000000.0,818206708.1535604,29477658083241.58,-7663.4326171875,49112.16015625,0.95354842,5280.18773464946,100000000.0,15301060.26046775,2519048648.067716,-8.807982444763184,1394.2276611328125,1e-08,7022.863617445616,100000000.0,1660588008.7240195,8467823743818.27,-1931.1444091796875,12588.458984375,0.00019664,756.5887887328481,100000000.0,37937592897.41752,1.1426236165812848e+16,-80371.5078125,462482.125,0.00192567,822.0567892925642,100000000.0,33996640.61157828,9082672430.77816,-12.194700241088867,2420.58154296875,0.0,5547.61769461447
"(227, 305)",ugriz,100000000.0,147934912.54657662,2252866990470.2905,-5470.43115234375,42735.5859375,8.052e-05,43508.33126820661,100000000.0,7336262.259188343,1053215732.7381988,-20.557703018188477,1481.6136474609375,0.0,35533.606965271065,100000000.0,539828392.2726221,1805569876248.9685,-1391.9796142578125,12008.7041015625,3.62e-06,1864.585492800799,100000000.0,45877218399.229965,2.4271442164225868e+16,-159615.9375,740113.1875,0.0,1202.553576215994,100000000.0,20808970.69036497,5036693392.601685,-113.25006866455078,2284.963623046875,0.0,16122.253627024213
"(133, 298)",ugriz,100000000.0,155764875.11258003,2625231415091.506,-2960.2587890625,47198.515625,7.471e-05,46530.28750497229,100000000.0,7161000.985265811,1184358728.520872,-4.479147911071777,1145.6448974609375,0.0,21841.768412375353,100000000.0,148639290.0637949,1473086826786.9512,-1762.267333984375,10566.3759765625,0.05443592,2595.3987284827213,100000000.0,55303907616.916695,4.394236909001508e+16,-257265.09375,1382574.0,0.0,1552.344732519701,100000000.0,14725478.49643258,2467882398.3548355,-65.63896942138672,2321.15478515625,0.0,26512.40616834128
"(125, 294)",ugriz,100000000.0,200086412.2541872,3733127876253.646,-8056.9072265625,48069.52734375,0.00019189,31087.007256248708,100000000.0,9467992.17316764,1338927634.058898,-36.798065185546875,1622.37158203125,0.0,22775.804667980523,100000000.0,1089042114.2933464,5766205088140.453,-2014.8538818359375,12405.3330078125,0.01993662,1002.2130073177065,100000000.0,103968593639.37212,8.011641239596456e+16,-219531.6875,1054415.0,0.0,751.0908436192292,100000000.0,29637785.240718268,9242330569.761244,-40.375789642333984,5604.505859375,0.0,26252.36917399171
"(251, 290)",ugriz,100000000.0,428796558.3445288,5227263031658.277,-7028.44580078125,40783.6875,0.00410111,19001.53055744079,100000000.0,8325493.565388746,1110551124.921553,-137.35897827148438,1328.673583984375,0.0,15119.185868914505,100000000.0,648397041.4758875,3656332879510.115,-2208.8740234375,13843.3076171875,2.49e-06,2322.7770637532535,100000000.0,57499992651.54594,3.3059689789806868e+16,-167062.234375,751483.5,0.0,1020.5396233888116,100000000.0,5094395.806567118,263942.9761455888,-3.9893405437469482,3.55189847946167,0.0,52115.616413649564
"(262, 299)",ugriz,100000000.0,18265952.12211304,457015282600.31714,-3409.27490234375,55776.46484375,0.62037135,256560.16540975648,100000000.0,7689337.321583022,1056905426.0873559,-6.44700813293457,1207.566650390625,0.0,23840.80167267422,100000000.0,317545433.5787493,1624803691950.8809,-1945.8782958984375,12668.853515625,4.35e-06,3983.310125168064,100000000.0,17177457051.078373,5938267999824259.0,-90698.2890625,468267.71875,0.0,2121.2722236120144,100000000.0,17933071.965805918,3976560811.4039216,-544.3590087890625,2404.8076171875,0.0,22613.456267799153
"(209, 293)",ugriz,100000000.0,62961074.407200545,1845321434446.1538,-7189.01025390625,42967.53515625,0.80729758,63346.61562346984,100000000.0,5879033.19613852,750848248.735445,-23.4989070892334,1559.3543701171875,0.0,40862.263952940324,100000000.0,441157401.3579298,1777686413730.3015,-1303.621337890625,7826.541015625,0.00056261,1508.910114497325,100000000.0,80330371317.56546,7.035367105938079e+16,-276451.65625,1185631.25,0.0,1108.2243875355618,100000000.0,18757138.37177305,4455520726.470645,-44.32155227661133,2486.51953125,0.0,17498.145337690185
"(228, 306)",ugriz,100000000.0,152219780.95930687,2101643018910.3975,-3848.2939453125,40232.57421875,5.007e-05,47857.29872257524,100000000.0,7043613.957073815,818741772.5329683,-36.39118957519531,1468.21337890625,0.0,36215.807506713936,100000000.0,477757538.68901837,1626658477301.0793,-1357.315185546875,10594.5517578125,1.353e-05,1805.6101211717487,100000000.0,38822634993.54518,1.4740049649587602e+16,-124765.0234375,582927.3125,0.0,1009.2347401955052,100000000.0,24918185.787299115,5199039632.609131,-313.90936279296875,2468.068359375,0.0,10509.42034072258
"(220, 302)",ugriz,100000000.0,104799857.802407,1326524567855.0059,-562.101318359375,37054.63671875,2.16e-05,66589.28831232939,100000000.0,5711422.0992856305,654328428.813897,-1.8776100873947144,1277.046875,0.0,35455.60874608751,100000000.0,350753204.5380409,1714335761612.7085,-2146.623046875,12476.013671875,5.22e-06,3880.7909243582044,100000000.0,28292521303.092278,1.3035904169110426e+16,-139681.09375,595294.0625,0.0,1663.1655860185429,100000000.0,14406782.473358054,3052947762.311564,-16.333465576171875,2257.4111328125,0.0,22596.90818348151
"(197, 318)",ugriz,100000000.0,370463487.261327,7964458276537.159,-7293.03466796875,47031.9140625,0.00039252,15020.317315347651,100000000.0,12125367.131358076,2105403888.1317468,-31.5550537109375,2079.42724609375,0.0,22491.518950087804,100000000.0,773458854.6453677,3111263805238.111,-1518.9207763671875,12320.2939453125,4.107e-05,1283.0079839959897,100000000.0,47889291700.023575,1.7362889302964952e+16,-123936.5546875,480664.0625,0.0,773.850800426062,100000000.0,31132029.77666564,7286064004.540039,-11.113913536071777,2442.959228515625,0.0,8980.195130652222
"(189, 314)",ugriz,100000000.0,160020937.24360964,2382941481537.6846,-5542.36865234375,38928.33984375,0.00012007,40044.189004864784,100000000.0,9456524.577299654,1297170633.7954097,-40.414981842041016,1221.1856689453125,0.0,15477.135323496326,100000000.0,360624695.8061661,2227662011740.1343,-2337.034423828125,13504.4013671875,4.97e-06,3808.7932871984062,100000000.0,35828729219.21015,1.724823235378153e+16,-206360.71875,783155.3125,0.0,1475.8552402601692,100000000.0,18557035.34700795,4302757854.075941,-31.868175506591797,2395.193115234375,0.0,20168.042478697167
"(95, 307)",ugriz,100000000.0,375721521.43755984,2307357318549.217,-4228.9208984375,39273.3125,0.00545939,30772.146540762205,100000000.0,12460685.882686501,2371435354.180903,-13.925237655639648,1471.3238525390625,0.0,13895.45883904164,100000000.0,604727472.7385784,3785112113975.692,-2299.19384765625,13115.8916015625,1.575e-05,2235.4548526211242,100000000.0,59807224203.15858,3.691374102258649e+16,-209249.515625,841219.75,0.0,1051.395470587068,100000000.0,32461666.2999063,6651780215.084759,-38.09299850463867,2028.0599365234375,0.0,7535.584087065255
"(255, 296)",ugriz,100000000.0,106135361.77501406,1248685968378.4666,-254.5146026611328,36884.79296875,0.00029761,66709.6951947019,100000000.0,8248161.505209714,1272186303.835101,-13.231090545654297,1407.1868896484375,0.0,22379.43720120913,100000000.0,283970946.73420924,920385237379.7151,-1558.7039794921875,11958.400390625,4.4e-06,4253.3506878297085,100000000.0,32111460993.092587,1.866545609167583e+16,-224073.0625,995861.4375,0.0,2085.2444600183007,100000000.0,-10028968.842410129,5389243665.176382,-126.31221008300781,3491.639404296875,0.0,21123.617954893158
"(288, 293)",ugriz,100000000.0,182981157.02365676,3468743932156.306,-9223.814453125,48940.6484375,1.005e-05,38231.70611959815,100000000.0,10570843.11955167,1683881029.6361501,-54.71998977661133,1830.906982421875,0.0,26413.918711615574,100000000.0,439518066.9122633,1939541575945.217,-1771.61962890625,10812.2216796875,4.11e-06,2039.1510900293697,100000000.0,28886501496.38761,1.0673618302821134e+16,-114754.734375,547622.0,0.0,1360.5641084382175,100000000.0,24289077.08301145,6629288320.271878,-13.356917381286621,2540.291015625,1e-08,13412.048280131949
"(147, 317)",ugriz,100000000.0,101764470.19985797,1434802436023.1245,-4207.54296875,41658.9609375,1.982e-05,72417.10177415026,100000000.0,4951002.2420381205,584938337.7284552,-14.304475784301758,1156.010009765625,0.0,41848.79067706204,100000000.0,244216064.23236778,1539609087884.4153,-2120.714599609375,14328.6591796875,9.43e-06,6036.593292375467,100000000.0,24434512056.38132,1.3404837233513462e+16,-146047.609375,713153.625,0.0,2298.44185265761,100000000.0,14446815.081825456,3234167470.0093307,-28.346614837646484,2068.38623046875,0.0,21811.79990459843
"(221, 303)",ugriz,100000000.0,150509463.9755016,1746387933913.7766,-1142.1583251953125,38213.16015625,0.00136695,49988.697074389114,100000000.0,5623993.3088976415,656642303.9163274,-39.301456451416016,1471.8001708984375,0.0,46991.162079961694,100000000.0,335511623.2362295,1623763500065.948,-1951.2860107421875,12595.5498046875,6.04e-06,3657.028662151264,100000000.0,34737319415.55557,1.7774191641539212e+16,-161082.234375,738432.4375,0.0,1529.7564846051635,100000000.0,18490420.515294194,3468087960.6757307,-31.794992446899414,2340.512939453125,0.0,20314.40650766979
"(172, 261)",ugriz,100000000.0,636520712.349431,3077581447485.6045,-6374.0654296875,53585.60546875,0.36365977,30437.742309119825,100000000.0,155269156533.96747,1786207796726787.2,-173.69357299804688,31311.158203125,0.0,13.398150905287796,100000000.0,592112203.7524376,5440437331871.457,-2282.15673828125,13132.81640625,0.02172292,1640.3915498742522,100000000.0,116324978060.35411,1.259189432626367e+17,-447443.75,1783945.25,0.00057854,963.6081603924276,100000000.0,638133623.1982602,8193864087.66019,-3.0455217361450195,1961.3773193359375,0.0,885.1218355794111
