,ID,ra,dec,re,morph1,morph2,morph3,morph4
230,74,187.70131,12.33112,13.0759386263311,TBD,TBD,TBD,TBD
231,283,184.5945,3.67,5.51,TBD,TBD,TBD,TBD
232,365,184.9355,3.8446,7.22,TBD,TBD,TBD,TBD
233,548,185.5955,3.7445,10.35,TBD,TBD,Im (Im/S),TBD
234,396,185.0512,4.2699,4.04,TBD,TBD,dE (d:E),TBD
235,541,185.5766,4.2852,3.89,TBD,TBD,BCD,TBD
236,604,185.7556,4.3799,6.32,TBD,TBD,TBD,TBD
237,621,185.8012,4.5389,11.75,TBD,TBD,dE (d:E),TBD
238,1801,189.9153,2.2329,5.74,TBD,TBD,TBD,TBD
239,1872,190.3293,2.1,7.14,TBD,TBD,TBD,TBD
240,1893,190.4649,2.7402,8.69,TBD,TBD,TBD,TBD
241,1734,189.4754,2.1484,9.83,TBD,TBD,TBD,TBD
242,1735,189.4695,2.1803,5.01,TBD,TBD,TBD,TBD
243,1741,189.5116,2.3695,7.87,TBD,TBD,TBD,TBD
244,1645,188.9802,2.4864,6.82,TBD,TBD,TBD,TBD
245,1559,188.6031,2.3316,11.25,TBD,TBD,TBD,TBD
246,1797,189.8903,2.7113,8.12,TBD,TBD,TBD,TBD
247,1854,190.1999,2.981,13.27,TBD,TBD,TBD,TBD
248,1974,190.9042,3.3627,9.09,TBD,TBD,TBD,TBD
249,1973,190.8967,3.3854,10.02,TBD,TBD,TBD,TBD
250,1967,190.8519,3.6586,9.6,TBD,TBD,TBD,TBD
251,1981,190.9584,3.7605,15.39,TBD,TBD,Im (Im/S),TBD
252,1864,190.2787,3.6107,7.09,TBD,TBD,TBD,TBD
253,1865,190.2841,3.7557,5.37,TBD,TBD,dE (d:E),TBD
255,1423,188.0666,2.9999,6.45,TBD,TBD,BCD,TBD
256,1460,188.2193,3.1832,4.21,TBD,TBD,TBD,TBD
257,1362,187.8748,3.1326,3.29,TBD,TBD,BCD,TBD
258,1397,188,3.5404,4.21,TBD,TBD,TBD,TBD
260,1364,187.8703,3.9747,4.28,TBD,TBD,TBD,TBD
261,1610,188.8469,3.9359,5.62,TBD,TBD,TBD,TBD
262,1848,190.1446,3.9344,4.63,TBD,TBD,TBD,TBD
263,1911,190.5407,4.6928,6.59,TBD,TBD,TBD,TBD
264,1782,189.8059,5.1481,7.32,TBD,TBD,TBD,TBD
265,1380,187.9283,4.7824,7.21,TBD,TBD,TBD,TBD
266,1159,187.2684,4.8489,7.91,TBD,TBD,TBD,TBD
268,1646,188.9899,5.7896,14.58,TBD,TBD,TBD,TBD
269,1651,189.0297,6.054,18.98,TBD,TBD,TBD,TBD
270,1533,188.5062,5.9528,9.52,I   ,TBD,TBD,TBD
271,1671,189.1344,6.1696,6.32,TBD,TBD,TBD,TBD
272,1648,189.0104,6.4078,4.86,TBD,TBD,TBD,TBD
273,1378,187.9236,5.7742,7.55,TBD,TBD,TBD,TBD
274,1234,187.4674,6.0585,8.89,TBD,TBD,TBD,TBD
275,1236,187.4668,6.1944,6.69,TBD,TBD,TBD,TBD
276,1332,187.7596,6.1223,13.04,TBD,TBD,TBD,TBD
277,1534,188.5067,6.6451,9.13,TBD,TBD,dE (d:E),TBD
278,1894,190.4688,6.3632,4,TBD,TBD,dE (d:E),TBD
